,x,y,time,bird,type
0,16.0,24.0,1,1,communicators
1,18.0,22.0,2,1,communicators
2,15.0,22.0,3,1,communicators
3,12.0,22.0,4,1,communicators
4,10.0,20.0,5,1,communicators
5,7.0,20.0,6,1,communicators
6,5.0,20.0,7,1,communicators
7,5.0,18.0,8,1,communicators
8,6.0,20.0,9,1,communicators
9,6.0,19.0,10,1,communicators
10,4.0,20.0,11,1,communicators
11,6.0,18.0,12,1,communicators
12,5.0,19.0,13,1,communicators
13,3.0,18.0,14,1,communicators
14,2.0,20.0,15,1,communicators
15,2.0,21.0,16,1,communicators
16,3.0,19.0,17,1,communicators
17,4.0,19.0,18,1,communicators
18,7.0,19.0,19,1,communicators
19,9.0,19.0,20,1,communicators
20,10.0,17.0,21,1,communicators
21,11.0,16.0,22,1,communicators
22,14.0,16.0,23,1,communicators
23,17.0,16.0,24,1,communicators
24,15.0,17.0,25,1,communicators
25,13.0,18.0,26,1,communicators
26,14.0,19.0,27,1,communicators
27,14.0,21.0,28,1,communicators
28,13.0,20.0,29,1,communicators
29,15.0,19.0,30,1,communicators
30,17.0,19.0,31,1,communicators
31,16.0,18.0,32,1,communicators
32,17.0,19.0,33,1,communicators
33,15.0,21.0,34,1,communicators
34,14.0,21.0,35,1,communicators
35,11.0,21.0,36,1,communicators
36,13.0,19.0,37,1,communicators
37,13.0,18.0,38,1,communicators
38,12.0,18.0,39,1,communicators
39,11.0,16.0,40,1,communicators
40,11.0,19.0,41,1,communicators
41,10.0,19.0,42,1,communicators
42,10.0,17.0,43,1,communicators
43,8.0,18.0,44,1,communicators
44,9.0,20.0,45,1,communicators
45,11.0,21.0,46,1,communicators
46,11.0,22.0,47,1,communicators
47,8.0,22.0,48,1,communicators
48,8.0,22.0,49,1,communicators
49,0.0,0.0,50,1,communicators
0,3.0,12.0,1,2,communicators
1,2.0,10.0,2,2,communicators
2,2.0,13.0,3,2,communicators
3,2.0,16.0,4,2,communicators
4,4.0,18.0,5,2,communicators
5,5.0,19.0,6,2,communicators
6,5.0,20.0,7,2,communicators
7,5.0,18.0,8,2,communicators
8,6.0,20.0,9,2,communicators
9,6.0,19.0,10,2,communicators
10,4.0,20.0,11,2,communicators
11,6.0,18.0,12,2,communicators
12,7.0,20.0,13,2,communicators
13,7.0,18.0,14,2,communicators
14,5.0,20.0,15,2,communicators
15,6.0,18.0,16,2,communicators
16,8.0,17.0,17,2,communicators
17,7.0,18.0,18,2,communicators
18,7.0,20.0,19,2,communicators
19,6.0,18.0,20,2,communicators
20,8.0,20.0,21,2,communicators
21,6.0,18.0,22,2,communicators
22,9.0,18.0,23,2,communicators
23,7.0,16.0,24,2,communicators
24,5.0,18.0,25,2,communicators
25,3.0,17.0,26,2,communicators
26,3.0,16.0,27,2,communicators
27,1.0,14.0,28,2,communicators
28,1.0,16.0,29,2,communicators
29,0.0,15.0,30,2,communicators
30,2.0,17.0,31,2,communicators
31,0.0,17.0,32,2,communicators
32,1.0,17.0,33,2,communicators
33,2.0,19.0,34,2,communicators
34,2.0,20.0,35,2,communicators
35,3.0,18.0,36,2,communicators
36,1.0,17.0,37,2,communicators
37,1.0,16.0,38,2,communicators
38,2.0,18.0,39,2,communicators
39,4.0,18.0,40,2,communicators
40,3.0,17.0,41,2,communicators
41,4.0,18.0,42,2,communicators
42,4.0,20.0,43,2,communicators
43,4.0,20.0,44,2,communicators
44,5.0,20.0,45,2,communicators
45,7.0,20.0,46,2,communicators
46,5.0,20.0,47,2,communicators
47,5.0,17.0,48,2,communicators
48,5.0,19.0,49,2,communicators
49,0.0,0.0,50,2,communicators
0,3.0,9.0,1,3,communicators
1,0.0,9.0,2,3,communicators
2,2.0,11.0,3,3,communicators
3,2.0,14.0,4,3,communicators
4,3.0,16.0,5,3,communicators
5,4.0,18.0,6,3,communicators
6,5.0,20.0,7,3,communicators
7,5.0,18.0,8,3,communicators
8,6.0,20.0,9,3,communicators
9,6.0,19.0,10,3,communicators
10,4.0,20.0,11,3,communicators
11,6.0,18.0,12,3,communicators
12,7.0,16.0,13,3,communicators
13,10.0,16.0,14,3,communicators
14,8.0,18.0,15,3,communicators
15,6.0,16.0,16,3,communicators
16,9.0,16.0,17,3,communicators
17,7.0,17.0,18,3,communicators
18,7.0,17.0,19,3,communicators
19,4.0,17.0,20,3,communicators
20,5.0,15.0,21,3,communicators
21,5.0,18.0,22,3,communicators
22,4.0,20.0,23,3,communicators
23,5.0,20.0,24,3,communicators
24,3.0,19.0,25,3,communicators
25,4.0,20.0,26,3,communicators
26,3.0,22.0,27,3,communicators
27,5.0,22.0,28,3,communicators
28,7.0,23.0,29,3,communicators
29,6.0,21.0,30,3,communicators
30,6.0,21.0,31,3,communicators
31,6.0,23.0,32,3,communicators
32,6.0,26.0,33,3,communicators
33,5.0,28.0,34,3,communicators
34,6.0,27.0,35,3,communicators
35,4.0,25.0,36,3,communicators
36,5.0,24.0,37,3,communicators
37,7.0,25.0,38,3,communicators
38,5.0,23.0,39,3,communicators
39,5.0,22.0,40,3,communicators
40,5.0,20.0,41,3,communicators
41,5.0,21.0,42,3,communicators
42,3.0,22.0,43,3,communicators
43,6.0,22.0,44,3,communicators
44,6.0,25.0,45,3,communicators
45,7.0,25.0,46,3,communicators
46,7.0,28.0,47,3,communicators
47,6.0,28.0,48,3,communicators
48,7.0,27.0,49,3,communicators
49,0.0,0.0,50,3,communicators
0,13.0,12.0,1,4,communicators
1,13.0,15.0,2,4,communicators
2,11.0,17.0,3,4,communicators
3,8.0,17.0,4,4,communicators
4,6.0,18.0,5,4,communicators
5,5.0,19.0,6,4,communicators
6,5.0,20.0,7,4,communicators
7,5.0,18.0,8,4,communicators
8,6.0,20.0,9,4,communicators
9,6.0,19.0,10,4,communicators
10,4.0,20.0,11,4,communicators
11,6.0,18.0,12,4,communicators
12,4.0,19.0,13,4,communicators
13,4.0,18.0,14,4,communicators
14,6.0,20.0,15,4,communicators
15,7.0,19.0,16,4,communicators
16,9.0,21.0,17,4,communicators
17,9.0,20.0,18,4,communicators
18,9.0,20.0,19,4,communicators
19,9.0,18.0,20,4,communicators
20,7.0,16.0,21,4,communicators
21,10.0,16.0,22,4,communicators
22,9.0,18.0,23,4,communicators
23,7.0,16.0,24,4,communicators
24,9.0,15.0,25,4,communicators
25,8.0,13.0,26,4,communicators
26,7.0,11.0,27,4,communicators
27,5.0,11.0,28,4,communicators
28,5.0,13.0,29,4,communicators
29,5.0,11.0,30,4,communicators
30,7.0,12.0,31,4,communicators
31,5.0,11.0,32,4,communicators
32,3.0,9.0,33,4,communicators
33,5.0,10.0,34,4,communicators
34,7.0,12.0,35,4,communicators
35,8.0,12.0,36,4,communicators
36,9.0,14.0,37,4,communicators
37,10.0,14.0,38,4,communicators
38,9.0,14.0,39,4,communicators
39,12.0,14.0,40,4,communicators
40,15.0,14.0,41,4,communicators
41,15.0,17.0,42,4,communicators
42,15.0,14.0,43,4,communicators
43,12.0,14.0,44,4,communicators
44,14.0,16.0,45,4,communicators
45,12.0,18.0,46,4,communicators
46,12.0,16.0,47,4,communicators
47,13.0,16.0,48,4,communicators
48,12.0,18.0,49,4,communicators
49,0.0,0.0,50,4,communicators
0,27.0,14.0,1,5,communicators
1,25.0,15.0,2,5,communicators
2,22.0,15.0,3,5,communicators
3,20.0,17.0,4,5,communicators
4,17.0,17.0,5,5,communicators
5,14.0,17.0,6,5,communicators
6,11.0,17.0,7,5,communicators
7,8.0,17.0,8,5,communicators
8,6.0,19.0,9,5,communicators
9,6.0,19.0,10,5,communicators
10,4.0,20.0,11,5,communicators
11,6.0,18.0,12,5,communicators
12,3.0,18.0,13,5,communicators
13,3.0,17.0,14,5,communicators
14,4.0,19.0,15,5,communicators
15,6.0,18.0,16,5,communicators
16,8.0,16.0,17,5,communicators
17,6.0,18.0,18,5,communicators
18,5.0,16.0,19,5,communicators
19,7.0,14.0,20,5,communicators
20,9.0,15.0,21,5,communicators
