,x,y,time,bird,type
21,10.0,15.0,22,5,communicators
22,11.0,17.0,23,5,communicators
23,9.0,16.0,24,5,communicators
24,9.0,19.0,25,5,communicators
25,10.0,21.0,26,5,communicators
26,9.0,19.0,27,5,communicators
27,11.0,21.0,28,5,communicators
28,11.0,24.0,29,5,communicators
29,13.0,23.0,30,5,communicators
30,13.0,26.0,31,5,communicators
31,14.0,28.0,32,5,communicators
32,16.0,28.0,33,5,communicators
33,14.0,26.0,34,5,communicators
34,11.0,26.0,35,5,communicators
35,10.0,25.0,36,5,communicators
36,11.0,23.0,37,5,communicators
37,9.0,25.0,38,5,communicators
38,10.0,27.0,39,5,communicators
39,10.0,25.0,40,5,communicators
40,12.0,24.0,41,5,communicators
41,10.0,23.0,42,5,communicators
42,9.0,23.0,43,5,communicators
43,10.0,24.0,44,5,communicators
44,8.0,22.0,45,5,communicators
45,7.0,20.0,46,5,communicators
46,5.0,19.0,47,5,communicators
47,4.0,21.0,48,5,communicators
48,2.0,21.0,49,5,communicators
49,0.0,0.0,50,5,communicators
0,9.0,19.0,1,6,communicators
1,6.0,19.0,2,6,communicators
2,4.0,19.0,3,6,communicators
3,4.0,19.0,4,6,communicators
4,4.0,18.0,5,6,communicators
5,5.0,19.0,6,6,communicators
6,5.0,20.0,7,6,communicators
7,5.0,18.0,8,6,communicators
8,6.0,20.0,9,6,communicators
9,6.0,19.0,10,6,communicators
10,4.0,20.0,11,6,communicators
11,6.0,18.0,12,6,communicators
12,8.0,20.0,13,6,communicators
13,9.0,22.0,14,6,communicators
14,11.0,24.0,15,6,communicators
15,10.0,22.0,16,6,communicators
16,11.0,24.0,17,6,communicators
17,13.0,25.0,18,6,communicators
18,13.0,27.0,19,6,communicators
19,11.0,27.0,20,6,communicators
20,12.0,26.0,21,6,communicators
21,12.0,25.0,22,6,communicators
22,12.0,25.0,23,6,communicators
23,12.0,23.0,24,6,communicators
24,11.0,21.0,25,6,communicators
25,12.0,21.0,26,6,communicators
26,14.0,21.0,27,6,communicators
27,12.0,19.0,28,6,communicators
28,10.0,21.0,29,6,communicators
29,12.0,22.0,30,6,communicators
30,11.0,22.0,31,6,communicators
31,9.0,23.0,32,6,communicators
32,8.0,21.0,33,6,communicators
33,8.0,22.0,34,6,communicators
34,10.0,23.0,35,6,communicators
35,11.0,22.0,36,6,communicators
36,9.0,23.0,37,6,communicators
37,6.0,23.0,38,6,communicators
38,3.0,23.0,39,6,communicators
39,5.0,25.0,40,6,communicators
40,5.0,24.0,41,6,communicators
41,2.0,24.0,42,6,communicators
42,0.0,23.0,43,6,communicators
43,0.0,20.0,44,6,communicators
44,1.0,22.0,45,6,communicators
45,0.0,21.0,46,6,communicators
46,2.0,22.0,47,6,communicators
47,2.0,19.0,48,6,communicators
48,0.0,21.0,49,6,communicators
49,0.0,0.0,50,6,communicators
0,4.0,16.0,1,7,communicators
1,4.0,19.0,2,7,communicators
2,4.0,19.0,3,7,communicators
3,4.0,19.0,4,7,communicators
4,4.0,18.0,5,7,communicators
5,5.0,19.0,6,7,communicators
6,5.0,20.0,7,7,communicators
7,5.0,18.0,8,7,communicators
8,6.0,20.0,9,7,communicators
9,6.0,19.0,10,7,communicators
10,4.0,20.0,11,7,communicators
11,6.0,18.0,12,7,communicators
12,7.0,17.0,13,7,communicators
13,6.0,18.0,14,7,communicators
14,3.0,18.0,15,7,communicators
15,1.0,18.0,16,7,communicators
16,0.0,18.0,17,7,communicators
17,0.0,15.0,18,7,communicators
18,0.0,14.0,19,7,communicators
19,0.0,11.0,20,7,communicators
20,2.0,13.0,21,7,communicators
21,3.0,12.0,22,7,communicators
22,2.0,12.0,23,7,communicators
23,1.0,11.0,24,7,communicators
24,1.0,12.0,25,7,communicators
25,3.0,11.0,26,7,communicators
26,2.0,10.0,27,7,communicators
27,2.0,13.0,28,7,communicators
28,4.0,13.0,29,7,communicators
29,2.0,11.0,30,7,communicators
30,5.0,11.0,31,7,communicators
31,5.0,11.0,32,7,communicators
32,3.0,10.0,33,7,communicators
33,3.0,13.0,34,7,communicators
34,2.0,12.0,35,7,communicators
35,2.0,13.0,36,7,communicators
36,4.0,13.0,37,7,communicators
37,2.0,15.0,38,7,communicators
38,2.0,14.0,39,7,communicators
39,4.0,14.0,40,7,communicators
40,6.0,12.0,41,7,communicators
41,8.0,13.0,42,7,communicators
42,7.0,13.0,43,7,communicators
43,8.0,13.0,44,7,communicators
44,10.0,14.0,45,7,communicators
45,12.0,14.0,46,7,communicators
46,11.0,13.0,47,7,communicators
47,12.0,13.0,48,7,communicators
48,13.0,12.0,49,7,communicators
49,0.0,0.0,50,7,communicators
0,14.0,25.0,1,8,communicators
1,12.0,23.0,2,8,communicators
2,9.0,23.0,3,8,communicators
3,7.0,21.0,4,8,communicators
4,5.0,19.0,5,8,communicators
5,5.0,19.0,6,8,communicators
6,5.0,20.0,7,8,communicators
7,5.0,18.0,8,8,communicators
8,6.0,20.0,9,8,communicators
9,6.0,19.0,10,8,communicators
10,4.0,20.0,11,8,communicators
11,6.0,18.0,12,8,communicators
12,5.0,20.0,13,8,communicators
13,3.0,22.0,14,8,communicators
14,5.0,21.0,15,8,communicators
15,4.0,20.0,16,8,communicators
16,1.0,20.0,17,8,communicators
17,1.0,17.0,18,8,communicators
18,1.0,14.0,19,8,communicators
19,0.0,13.0,20,8,communicators
20,0.0,14.0,21,8,communicators
21,0.0,14.0,22,8,communicators
22,0.0,16.0,23,8,communicators
23,3.0,16.0,24,8,communicators
24,2.0,16.0,25,8,communicators
25,1.0,17.0,26,8,communicators
26,1.0,15.0,27,8,communicators
27,2.0,13.0,28,8,communicators
28,5.0,13.0,29,8,communicators
29,4.0,15.0,30,8,communicators
30,6.0,14.0,31,8,communicators
31,4.0,16.0,32,8,communicators
32,7.0,16.0,33,8,communicators
33,7.0,15.0,34,8,communicators
34,5.0,15.0,35,8,communicators
35,7.0,13.0,36,8,communicators
36,8.0,11.0,37,8,communicators
37,10.0,9.0,38,8,communicators
38,8.0,8.0,39,8,communicators
39,7.0,9.0,40,8,communicators
40,9.0,7.0,41,8,communicators
41,8.0,6.0,42,8,communicators
42,8.0,8.0,43,8,communicators
43,9.0,7.0,44,8,communicators
44,11.0,6.0,45,8,communicators
45,13.0,7.0,46,8,communicators
46,14.0,8.0,47,8,communicators
47,14.0,9.0,48,8,communicators
48,15.0,11.0,49,8,communicators
49,0.0,0.0,50,8,communicators
0,4.0,5.0,1,9,communicators
1,4.0,8.0,2,9,communicators
2,4.0,11.0,3,9,communicators
3,4.0,14.0,4,9,communicators
4,4.0,17.0,5,9,communicators
5,5.0,19.0,6,9,communicators
6,5.0,20.0,7,9,communicators
7,5.0,18.0,8,9,communicators
8,6.0,20.0,9,9,communicators
9,6.0,19.0,10,9,communicators
10,4.0,20.0,11,9,communicators
11,6.0,18.0,12,9,communicators
12,4.0,16.0,13,9,communicators
13,2.0,15.0,14,9,communicators
14,4.0,14.0,15,9,communicators
15,5.0,16.0,16,9,communicators
16,7.0,18.0,17,9,communicators
17,9.0,19.0,18,9,communicators
18,11.0,19.0,19,9,communicators
19,13.0,20.0,20,9,communicators
20,11.0,20.0,21,9,communicators
21,9.0,20.0,22,9,communicators
22,7.0,22.0,23,9,communicators
23,6.0,21.0,24,9,communicators
24,6.0,23.0,25,9,communicators
25,3.0,23.0,26,9,communicators
26,4.0,22.0,27,9,communicators
27,2.0,20.0,28,9,communicators
28,0.0,22.0,29,9,communicators
29,2.0,20.0,30,9,communicators
30,2.0,20.0,31,9,communicators
31,3.0,21.0,32,9,communicators
32,5.0,19.0,33,9,communicators
33,4.0,19.0,34,9,communicators
34,4.0,17.0,35,9,communicators
35,6.0,16.0,36,9,communicators
36,5.0,15.0,37,9,communicators
37,6.0,15.0,38,9,communicators
38,5.0,13.0,39,9,communicators
39,6.0,12.0,40,9,communicators
40,6.0,13.0,41,9,communicators
41,4.0,15.0,42,9,communicators
42,5.0,14.0,43,9,communicators
43,6.0,13.0,44,9,communicators
44,6.0,15.0,45,9,communicators
45,7.0,16.0,46,9,communicators
46,8.0,17.0,47,9,communicators
47,10.0,15.0,48,9,communicators
48,9.0,16.0,49,9,communicators
49,0.0,0.0,50,9,communicators
