,x,y,time,bird,type
35,24.0,24.0,36,6,communicators
36,26.0,22.0,37,6,communicators
37,24.0,23.0,38,6,communicators
38,22.0,23.0,39,6,communicators
39,22.0,23.0,40,6,communicators
40,24.0,23.0,41,6,communicators
41,21.0,23.0,42,6,communicators
42,20.0,24.0,43,6,communicators
43,20.0,21.0,44,6,communicators
44,20.0,18.0,45,6,communicators
45,22.0,16.0,46,6,communicators
46,21.0,14.0,47,6,communicators
47,20.0,14.0,48,6,communicators
48,19.0,16.0,49,6,communicators
49,0.0,0.0,50,6,communicators
0,22.0,16.0,1,7,communicators
1,23.0,18.0,2,7,communicators
2,23.0,18.0,3,7,communicators
3,23.0,15.0,4,7,communicators
4,23.0,15.0,5,7,communicators
5,21.0,17.0,6,7,communicators
6,19.0,19.0,7,7,communicators
7,16.0,19.0,8,7,communicators
8,15.0,20.0,9,7,communicators
9,16.0,20.0,10,7,communicators
10,16.0,23.0,11,7,communicators
11,16.0,26.0,12,7,communicators
12,15.0,26.0,13,7,communicators
13,13.0,24.0,14,7,communicators
14,10.0,24.0,15,7,communicators
15,10.0,23.0,16,7,communicators
16,10.0,23.0,17,7,communicators
17,10.0,20.0,18,7,communicators
18,11.0,22.0,19,7,communicators
19,14.0,22.0,20,7,communicators
20,13.0,24.0,21,7,communicators
21,13.0,22.0,22,7,communicators
22,13.0,19.0,23,7,communicators
23,15.0,20.0,24,7,communicators
24,13.0,21.0,25,7,communicators
25,12.0,20.0,26,7,communicators
26,12.0,18.0,27,7,communicators
27,14.0,20.0,28,7,communicators
28,12.0,18.0,29,7,communicators
29,11.0,18.0,30,7,communicators
30,13.0,20.0,31,7,communicators
31,15.0,22.0,32,7,communicators
32,17.0,24.0,33,7,communicators
33,15.0,26.0,34,7,communicators
34,16.0,27.0,35,7,communicators
35,19.0,27.0,36,7,communicators
36,22.0,27.0,37,7,communicators
37,24.0,25.0,38,7,communicators
38,22.0,23.0,39,7,communicators
39,22.0,23.0,40,7,communicators
40,24.0,23.0,41,7,communicators
41,21.0,23.0,42,7,communicators
42,20.0,24.0,43,7,communicators
43,20.0,21.0,44,7,communicators
44,20.0,18.0,45,7,communicators
45,22.0,16.0,46,7,communicators
46,19.0,16.0,47,7,communicators
47,20.0,14.0,48,7,communicators
48,18.0,12.0,49,7,communicators
49,0.0,0.0,50,7,communicators
0,15.0,2.0,1,8,communicators
1,18.0,2.0,2,8,communicators
2,19.0,4.0,3,8,communicators
3,19.0,4.0,4,8,communicators
4,19.0,4.0,5,8,communicators
5,19.0,4.0,6,8,communicators
6,19.0,7.0,7,8,communicators
7,17.0,7.0,8,8,communicators
8,17.0,10.0,9,8,communicators
9,17.0,13.0,10,8,communicators
10,17.0,13.0,11,8,communicators
11,17.0,13.0,12,8,communicators
12,14.0,13.0,13,8,communicators
13,11.0,13.0,14,8,communicators
14,12.0,15.0,15,8,communicators
15,12.0,18.0,16,8,communicators
16,12.0,21.0,17,8,communicators
17,12.0,18.0,18,8,communicators
18,12.0,20.0,19,8,communicators
19,12.0,23.0,20,8,communicators
20,14.0,23.0,21,8,communicators
21,15.0,23.0,22,8,communicators
22,14.0,23.0,23,8,communicators
23,15.0,21.0,24,8,communicators
24,16.0,23.0,25,8,communicators
25,14.0,25.0,26,8,communicators
26,16.0,24.0,27,8,communicators
27,16.0,25.0,28,8,communicators
28,15.0,23.0,29,8,communicators
29,16.0,25.0,30,8,communicators
30,19.0,25.0,31,8,communicators
31,22.0,25.0,32,8,communicators
32,24.0,26.0,33,8,communicators
33,23.0,25.0,34,8,communicators
34,21.0,26.0,35,8,communicators
35,24.0,26.0,36,8,communicators
36,26.0,24.0,37,8,communicators
37,28.0,25.0,38,8,communicators
38,28.0,25.0,39,8,communicators
39,25.0,25.0,40,8,communicators
40,24.0,23.0,41,8,communicators
41,21.0,23.0,42,8,communicators
42,20.0,24.0,43,8,communicators
43,20.0,21.0,44,8,communicators
44,20.0,18.0,45,8,communicators
45,22.0,16.0,46,8,communicators
46,20.0,14.0,47,8,communicators
47,22.0,14.0,48,8,communicators
48,23.0,15.0,49,8,communicators
49,0.0,0.0,50,8,communicators
0,2.0,16.0,1,9,communicators
1,2.0,19.0,2,9,communicators
2,2.0,20.0,3,9,communicators
3,2.0,20.0,4,9,communicators
4,2.0,20.0,5,9,communicators
5,2.0,20.0,6,9,communicators
6,5.0,20.0,7,9,communicators
7,4.0,19.0,8,9,communicators
8,7.0,19.0,9,9,communicators
9,9.0,17.0,10,9,communicators
10,9.0,16.0,11,9,communicators
11,9.0,16.0,12,9,communicators
12,9.0,16.0,13,9,communicators
13,9.0,16.0,14,9,communicators
14,9.0,19.0,15,9,communicators
15,9.0,22.0,16,9,communicators
16,10.0,23.0,17,9,communicators
17,10.0,20.0,18,9,communicators
18,9.0,19.0,19,9,communicators
19,11.0,17.0,20,9,communicators
20,12.0,17.0,21,9,communicators
21,10.0,18.0,22,9,communicators
22,11.0,16.0,23,9,communicators
23,14.0,16.0,24,9,communicators
24,15.0,15.0,25,9,communicators
25,13.0,14.0,26,9,communicators
26,14.0,15.0,27,9,communicators
27,14.0,18.0,28,9,communicators
28,16.0,16.0,29,9,communicators
29,16.0,19.0,30,9,communicators
30,18.0,21.0,31,9,communicators
31,20.0,23.0,32,9,communicators
32,22.0,25.0,33,9,communicators
33,24.0,26.0,34,9,communicators
34,26.0,24.0,35,9,communicators
35,28.0,22.0,36,9,communicators
36,28.0,22.0,37,9,communicators
37,28.0,25.0,38,9,communicators
38,28.0,25.0,39,9,communicators
39,25.0,25.0,40,9,communicators
40,24.0,23.0,41,9,communicators
41,21.0,23.0,42,9,communicators
42,20.0,24.0,43,9,communicators
43,20.0,21.0,44,9,communicators
44,20.0,18.0,45,9,communicators
45,22.0,16.0,46,9,communicators
46,23.0,14.0,47,9,communicators
47,25.0,16.0,48,9,communicators
48,24.0,16.0,49,9,communicators
49,0.0,0.0,50,9,communicators
