,x,y,time
0,24,15,1
1,25,15,1
2,26,15,1
3,27,15,1
4,24,16,1
5,25,16,1
6,26,16,1
7,27,16,1
8,24,17,1
9,25,17,1
10,26,17,1
11,27,17,1
12,24,18,1
13,25,18,1
14,26,18,1
15,27,18,1
0,24,15,2
1,25,15,2
2,26,15,2
3,27,15,2
4,24,16,2
5,25,16,2
6,26,16,2
7,27,16,2
8,24,17,2
9,25,17,2
10,26,17,2
11,27,17,2
12,24,18,2
13,25,18,2
14,26,18,2
15,27,18,2
0,24,15,3
1,25,15,3
2,26,15,3
3,27,15,3
4,24,16,3
5,25,16,3
6,26,16,3
7,27,16,3
8,24,17,3
9,25,17,3
10,26,17,3
11,27,17,3
12,24,18,3
13,25,18,3
14,26,18,3
15,27,18,3
0,24,15,4
1,25,15,4
2,26,15,4
3,27,15,4
4,24,16,4
5,25,16,4
6,26,16,4
7,27,16,4
8,24,17,4
9,25,17,4
10,26,17,4
11,27,17,4
12,24,18,4
13,25,18,4
14,26,18,4
15,27,18,4
0,24,15,5
1,25,15,5
2,26,15,5
3,27,15,5
4,24,16,5
5,25,16,5
6,26,16,5
7,27,16,5
8,24,17,5
9,25,17,5
10,26,17,5
11,27,17,5
12,24,18,5
13,25,18,5
14,26,18,5
15,27,18,5
0,24,15,6
1,25,15,6
2,26,15,6
3,27,15,6
4,24,16,6
5,25,16,6
6,26,16,6
7,27,16,6
8,24,17,6
9,25,17,6
10,26,17,6
11,27,17,6
12,24,18,6
13,25,18,6
14,26,18,6
15,27,18,6
0,24,15,7
1,25,15,7
2,26,15,7
3,27,15,7
4,24,16,7
5,25,16,7
6,26,16,7
7,27,16,7
8,24,17,7
9,25,17,7
10,26,17,7
11,27,17,7
12,24,18,7
13,25,18,7
14,26,18,7
15,27,18,7
0,24,15,8
1,25,15,8
2,26,15,8
3,27,15,8
4,24,16,8
5,25,16,8
6,26,16,8
7,27,16,8
8,24,17,8
9,25,17,8
10,26,17,8
11,27,17,8
12,24,18,8
13,25,18,8
14,26,18,8
15,27,18,8
0,24,15,9
1,25,15,9
2,26,15,9
3,27,15,9
4,24,16,9
5,25,16,9
6,26,16,9
7,27,16,9
8,24,17,9
9,25,17,9
10,26,17,9
11,27,17,9
12,24,18,9
13,25,18,9
14,26,18,9
15,27,18,9
0,24,15,10
1,25,15,10
2,26,15,10
3,27,15,10
4,24,16,10
5,25,16,10
6,26,16,10
7,27,16,10
8,24,17,10
9,25,17,10
10,26,17,10
11,27,17,10
12,24,18,10
13,26,18,10
14,27,18,10
0,24,15,11
1,25,15,11
2,26,15,11
3,27,15,11
4,24,16,11
5,25,16,11
6,26,16,11
7,27,16,11
8,24,17,11
9,25,17,11
10,26,17,11
11,27,17,11
12,24,18,11
13,26,18,11
14,27,18,11
0,24,15,12
1,25,15,12
2,26,15,12
3,27,15,12
4,24,16,12
5,25,16,12
6,26,16,12
7,27,16,12
8,24,17,12
9,25,17,12
10,27,17,12
11,24,18,12
12,26,18,12
13,27,18,12
0,24,15,13
1,25,15,13
2,26,15,13
3,27,15,13
4,24,16,13
5,26,16,13
6,27,16,13
7,24,17,13
8,25,17,13
9,27,17,13
10,24,18,13
11,26,18,13
12,27,18,13
0,24,15,14
1,25,15,14
2,26,15,14
3,27,15,14
4,24,16,14
5,26,16,14
6,27,16,14
7,24,17,14
8,27,17,14
9,24,18,14
10,26,18,14
11,27,18,14
0,24,15,15
1,25,15,15
2,26,15,15
3,27,15,15
4,24,16,15
5,26,16,15
6,24,17,15
7,27,17,15
8,24,18,15
9,26,18,15
10,27,18,15
0,24,15,16
1,25,15,16
2,26,15,16
3,27,15,16
4,26,16,16
5,24,17,16
6,27,17,16
7,24,18,16
8,26,18,16
9,27,18,16
0,24,15,17
1,25,15,17
2,26,15,17
3,27,15,17
4,26,16,17
5,24,17,17
6,27,17,17
7,24,18,17
8,27,18,17
0,24,15,18
1,25,15,18
2,26,15,18
3,27,15,18
4,26,16,18
5,27,17,18
6,24,18,18
7,27,18,18
0,24,15,19
1,25,15,19
2,26,15,19
3,27,15,19
4,26,16,19
5,24,18,19
6,27,18,19
0,24,15,20
1,25,15,20
2,26,15,20
3,26,16,20
4,24,18,20
5,27,18,20
0,25,15,21
1,26,15,21
2,26,16,21
3,24,18,21
4,27,18,21
0,25,15,22
1,26,16,22
2,24,18,22
3,27,18,22
0,26,16,23
1,24,18,23
2,27,18,23
0,24,18,24
1,27,18,24
0,24,18,25
0,2,18,26
1,3,18,26
2,4,18,26
3,5,18,26
4,2,19,26
5,3,19,26
6,4,19,26
7,5,19,26
8,2,20,26
9,3,20,26
10,4,20,26
11,5,20,26
12,2,21,26
13,3,21,26
14,4,21,26
15,5,21,26
0,2,18,27
1,3,18,27
2,4,18,27
3,5,18,27
4,2,19,27
5,3,19,27
6,4,19,27
7,5,19,27
8,2,20,27
9,3,20,27
10,4,20,27
11,5,20,27
12,2,21,27
13,3,21,27
14,4,21,27
15,5,21,27
0,2,18,28
1,3,18,28
2,4,18,28
3,5,18,28
4,2,19,28
5,3,19,28
6,4,19,28
7,5,19,28
8,2,20,28
9,3,20,28
10,4,20,28
11,5,20,28
12,2,21,28
13,3,21,28
14,4,21,28
15,5,21,28
0,2,18,29
1,3,18,29
2,4,18,29
3,5,18,29
4,2,19,29
5,3,19,29
6,4,19,29
7,5,19,29
8,2,20,29
9,3,20,29
10,4,20,29
11,5,20,29
12,2,21,29
13,3,21,29
14,4,21,29
15,5,21,29
0,2,18,30
1,3,18,30
2,4,18,30
3,5,18,30
4,2,19,30
5,3,19,30
6,4,19,30
7,5,19,30
8,2,20,30
9,3,20,30
10,4,20,30
11,5,20,30
12,2,21,30
13,3,21,30
14,4,21,30
15,5,21,30
0,2,18,31
1,3,18,31
2,4,18,31
3,5,18,31
4,2,19,31
5,3,19,31
6,4,19,31
7,5,19,31
8,2,20,31
9,3,20,31
10,4,20,31
11,5,20,31
12,2,21,31
13,3,21,31
14,4,21,31
15,5,21,31
0,2,18,32
1,3,18,32
2,4,18,32
3,5,18,32
4,2,19,32
5,3,19,32
6,4,19,32
7,5,19,32
8,2,20,32
9,3,20,32
10,4,20,32
11,5,20,32
12,2,21,32
13,3,21,32
14,4,21,32
15,5,21,32
0,2,18,33
1,3,18,33
2,4,18,33
3,5,18,33
4,2,19,33
5,3,19,33
6,4,19,33
7,5,19,33
8,2,20,33
9,3,20,33
10,4,20,33
11,5,20,33
12,2,21,33
13,3,21,33
14,4,21,33
15,5,21,33
0,2,18,34
1,3,18,34
2,4,18,34
3,5,18,34
4,2,19,34
5,3,19,34
6,4,19,34
7,5,19,34
8,2,20,34
9,3,20,34
10,4,20,34
11,5,20,34
12,2,21,34
13,3,21,34
14,4,21,34
15,5,21,34
0,2,18,35
1,3,18,35
2,4,18,35
3,5,18,35
4,2,19,35
5,3,19,35
6,4,19,35
7,5,19,35
8,2,20,35
9,3,20,35
10,4,20,35
11,5,20,35
12,2,21,35
13,3,21,35
14,4,21,35
15,5,21,35
0,2,18,36
1,3,18,36
2,4,18,36
3,5,18,36
4,2,19,36
5,3,19,36
6,4,19,36
7,5,19,36
8,2,20,36
9,3,20,36
10,4,20,36
11,5,20,36
12,2,21,36
13,3,21,36
14,4,21,36
15,5,21,36
0,2,18,37
1,3,18,37
2,4,18,37
3,5,18,37
4,2,19,37
5,3,19,37
6,4,19,37
7,5,19,37
8,2,20,37
9,3,20,37
10,4,20,37
11,5,20,37
12,2,21,37
13,3,21,37
14,4,21,37
15,5,21,37
0,2,18,38
1,3,18,38
2,4,18,38
3,5,18,38
4,2,19,38
5,3,19,38
6,4,19,38
7,5,19,38
8,2,20,38
9,3,20,38
10,4,20,38
11,5,20,38
12,2,21,38
13,3,21,38
14,4,21,38
15,5,21,38
0,2,18,39
1,3,18,39
2,4,18,39
3,5,18,39
4,2,19,39
5,3,19,39
6,4,19,39
7,5,19,39
8,2,20,39
9,3,20,39
10,4,20,39
11,5,20,39
12,2,21,39
13,3,21,39
14,4,21,39
15,5,21,39
0,2,18,40
1,3,18,40
2,4,18,40
3,5,18,40
4,2,19,40
5,3,19,40
6,4,19,40
7,5,19,40
8,2,20,40
9,3,20,40
10,4,20,40
11,5,20,40
12,2,21,40
13,3,21,40
14,4,21,40
15,5,21,40
0,2,18,41
1,3,18,41
2,4,18,41
3,5,18,41
4,2,19,41
5,3,19,41
6,4,19,41
7,5,19,41
8,2,20,41
9,3,20,41
10,4,20,41
11,5,20,41
12,2,21,41
13,3,21,41
14,4,21,41
15,5,21,41
0,2,18,42
1,3,18,42
2,4,18,42
3,5,18,42
4,2,19,42
5,3,19,42
6,4,19,42
7,5,19,42
8,2,20,42
9,3,20,42
10,4,20,42
11,5,20,42
12,2,21,42
13,3,21,42
14,4,21,42
15,5,21,42
0,2,18,43
1,3,18,43
2,4,18,43
3,5,18,43
4,2,19,43
5,3,19,43
6,4,19,43
7,5,19,43
8,2,20,43
9,3,20,43
10,4,20,43
11,5,20,43
12,2,21,43
13,3,21,43
14,4,21,43
15,5,21,43
0,2,18,44
1,3,18,44
2,4,18,44
3,5,18,44
4,2,19,44
5,3,19,44
6,4,19,44
7,5,19,44
8,2,20,44
9,3,20,44
10,4,20,44
11,5,20,44
12,2,21,44
13,3,21,44
14,4,21,44
15,5,21,44
0,2,18,45
1,3,18,45
2,4,18,45
3,5,18,45
4,2,19,45
5,3,19,45
6,4,19,45
7,5,19,45
8,2,20,45
9,3,20,45
10,4,20,45
11,5,20,45
12,2,21,45
13,3,21,45
14,4,21,45
15,5,21,45
0,2,18,46
1,3,18,46
2,4,18,46
3,5,18,46
4,2,19,46
5,3,19,46
6,4,19,46
7,5,19,46
8,2,20,46
9,3,20,46
10,4,20,46
11,5,20,46
12,2,21,46
13,3,21,46
14,4,21,46
15,5,21,46
0,2,18,47
1,3,18,47
2,4,18,47
3,5,18,47
4,2,19,47
5,3,19,47
6,4,19,47
7,5,19,47
8,2,20,47
9,3,20,47
10,4,20,47
11,5,20,47
12,2,21,47
13,3,21,47
14,4,21,47
15,5,21,47
0,2,18,48
1,3,18,48
2,4,18,48
3,5,18,48
4,2,19,48
5,3,19,48
6,4,19,48
7,5,19,48
8,2,20,48
9,3,20,48
10,4,20,48
11,5,20,48
12,2,21,48
13,3,21,48
14,4,21,48
15,5,21,48
0,2,18,49
1,3,18,49
2,4,18,49
3,5,18,49
4,2,19,49
5,3,19,49
