,x,y,time,forager,type
53,14.0,17.0,54,7,communicators
54,17.0,17.0,55,7,communicators
55,20.0,17.0,56,7,communicators
56,22.0,19.0,57,7,communicators
57,21.0,19.0,58,7,communicators
58,22.0,18.0,59,7,communicators
59,21.0,20.0,60,7,communicators
60,23.0,20.0,61,7,communicators
61,23.0,23.0,62,7,communicators
62,25.0,25.0,63,7,communicators
63,26.0,27.0,64,7,communicators
64,26.0,27.0,65,7,communicators
65,25.0,27.0,66,7,communicators
66,25.0,28.0,67,7,communicators
67,26.0,28.0,68,7,communicators
68,25.0,28.0,69,7,communicators
69,23.0,28.0,70,7,communicators
70,24.0,27.0,71,7,communicators
71,22.0,26.0,72,7,communicators
72,20.0,27.0,73,7,communicators
73,22.0,25.0,74,7,communicators
74,20.0,27.0,75,7,communicators
75,18.0,29.0,76,7,communicators
76,17.0,28.0,77,7,communicators
77,18.0,27.0,78,7,communicators
78,18.0,27.0,79,7,communicators
79,17.0,25.0,80,7,communicators
80,16.0,25.0,81,7,communicators
81,13.0,25.0,82,7,communicators
82,11.0,24.0,83,7,communicators
83,10.0,23.0,84,7,communicators
84,10.0,24.0,85,7,communicators
85,11.0,23.0,86,7,communicators
86,11.0,23.0,87,7,communicators
87,10.0,24.0,88,7,communicators
88,11.0,24.0,89,7,communicators
89,10.0,23.0,90,7,communicators
90,11.0,24.0,91,7,communicators
91,9.0,22.0,92,7,communicators
92,11.0,22.0,93,7,communicators
93,10.0,23.0,94,7,communicators
94,9.0,24.0,95,7,communicators
95,6.0,24.0,96,7,communicators
96,5.0,24.0,97,7,communicators
97,4.0,25.0,98,7,communicators
98,2.0,27.0,99,7,communicators
99,2.0,27.0,100,7,communicators
100,1.0,26.0,101,7,communicators
101,1.0,24.0,102,7,communicators
102,3.0,23.0,103,7,communicators
103,0.0,23.0,104,7,communicators
104,1.0,21.0,105,7,communicators
105,3.0,19.0,106,7,communicators
106,6.0,19.0,107,7,communicators
107,8.0,17.0,108,7,communicators
108,10.0,15.0,109,7,communicators
109,13.0,15.0,110,7,communicators
110,16.0,15.0,111,7,communicators
111,18.0,13.0,112,7,communicators
112,21.0,13.0,113,7,communicators
113,24.0,13.0,114,7,communicators
114,26.0,15.0,115,7,communicators
115,28.0,15.0,116,7,communicators
116,28.0,14.0,117,7,communicators
117,27.0,12.0,118,7,communicators
118,29.0,11.0,119,7,communicators
119,0.0,0.0,120,7,communicators
0,21.0,20.0,1,8,communicators
1,19.0,22.0,2,8,communicators
2,16.0,22.0,3,8,communicators
3,14.0,20.0,4,8,communicators
4,12.0,18.0,5,8,communicators
5,9.0,18.0,6,8,communicators
6,9.0,15.0,7,8,communicators
7,9.0,12.0,8,8,communicators
8,9.0,9.0,9,8,communicators
9,9.0,6.0,10,8,communicators
10,9.0,3.0,11,8,communicators
11,8.0,1.0,12,8,communicators
12,7.0,1.0,13,8,communicators
13,7.0,0.0,14,8,communicators
14,8.0,0.0,15,8,communicators
15,6.0,2.0,16,8,communicators
16,5.0,2.0,17,8,communicators
17,6.0,3.0,18,8,communicators
18,5.0,3.0,19,8,communicators
19,8.0,3.0,20,8,communicators
20,11.0,3.0,21,8,communicators
21,14.0,3.0,22,8,communicators
22,15.0,5.0,23,8,communicators
23,16.0,4.0,24,8,communicators
24,19.0,4.0,25,8,communicators
25,22.0,4.0,26,8,communicators
26,25.0,4.0,27,8,communicators
27,27.0,2.0,28,8,communicators
28,30.0,2.0,29,8,communicators
29,31.0,2.0,30,8,communicators
30,31.0,1.0,31,8,communicators
31,30.0,1.0,32,8,communicators
32,27.0,1.0,33,8,communicators
33,27.0,2.0,34,8,communicators
34,29.0,4.0,35,8,communicators
35,31.0,6.0,36,8,communicators
36,32.0,8.0,37,8,communicators
37,33.0,9.0,38,8,communicators
38,30.0,9.0,39,8,communicators
39,27.0,9.0,40,8,communicators
40,26.0,10.0,41,8,communicators
41,26.0,9.0,42,8,communicators
42,27.0,10.0,43,8,communicators
43,26.0,10.0,44,8,communicators
44,28.0,11.0,45,8,communicators
45,26.0,13.0,46,8,communicators
46,27.0,13.0,47,8,communicators
47,24.0,13.0,48,8,communicators
48,21.0,13.0,49,8,communicators
49,19.0,15.0,50,8,communicators
50,16.0,15.0,51,8,communicators
51,15.0,15.0,52,8,communicators
52,15.0,16.0,53,8,communicators
53,16.0,18.0,54,8,communicators
54,19.0,18.0,55,8,communicators
55,21.0,18.0,56,8,communicators
56,22.0,19.0,57,8,communicators
57,21.0,19.0,58,8,communicators
58,22.0,18.0,59,8,communicators
59,20.0,20.0,60,8,communicators
60,21.0,20.0,61,8,communicators
61,20.0,22.0,62,8,communicators
62,22.0,24.0,63,8,communicators
63,24.0,26.0,64,8,communicators
64,26.0,27.0,65,8,communicators
65,25.0,27.0,66,8,communicators
66,25.0,28.0,67,8,communicators
67,26.0,28.0,68,8,communicators
68,26.0,27.0,69,8,communicators
69,24.0,25.0,70,8,communicators
70,26.0,24.0,71,8,communicators
71,28.0,23.0,72,8,communicators
72,26.0,22.0,73,8,communicators
73,27.0,24.0,74,8,communicators
74,27.0,25.0,75,8,communicators
75,26.0,27.0,76,8,communicators
76,24.0,29.0,77,8,communicators
77,26.0,31.0,78,8,communicators
78,28.0,32.0,79,8,communicators
79,26.0,33.0,80,8,communicators
80,27.0,32.0,81,8,communicators
81,30.0,32.0,82,8,communicators
82,28.0,31.0,83,8,communicators
83,26.0,31.0,84,8,communicators
84,23.0,31.0,85,8,communicators
85,21.0,29.0,86,8,communicators
86,18.0,29.0,87,8,communicators
87,16.0,27.0,88,8,communicators
88,14.0,25.0,89,8,communicators
89,12.0,23.0,90,8,communicators
90,10.0,21.0,91,8,communicators
91,11.0,23.0,92,8,communicators
92,11.0,24.0,93,8,communicators
93,13.0,24.0,94,8,communicators
94,12.0,22.0,95,8,communicators
95,11.0,22.0,96,8,communicators
96,12.0,23.0,97,8,communicators
97,12.0,23.0,98,8,communicators
98,13.0,24.0,99,8,communicators
99,11.0,24.0,100,8,communicators
100,13.0,24.0,101,8,communicators
101,11.0,22.0,102,8,communicators
102,12.0,22.0,103,8,communicators
103,11.0,22.0,104,8,communicators
104,13.0,20.0,105,8,communicators
105,15.0,18.0,106,8,communicators
106,17.0,16.0,107,8,communicators
107,19.0,14.0,108,8,communicators
108,19.0,11.0,109,8,communicators
109,19.0,12.0,110,8,communicators
110,20.0,12.0,111,8,communicators
111,20.0,11.0,112,8,communicators
112,23.0,11.0,113,8,communicators
113,25.0,13.0,114,8,communicators
114,27.0,15.0,115,8,communicators
115,28.0,15.0,116,8,communicators
116,28.0,14.0,117,8,communicators
117,28.0,17.0,118,8,communicators
118,29.0,16.0,119,8,communicators
119,0.0,0.0,120,8,communicators
0,0.0,14.0,1,9,communicators
1,2.0,15.0,2,9,communicators
2,3.0,15.0,3,9,communicators
3,4.0,16.0,4,9,communicators
4,4.0,15.0,5,9,communicators
5,3.0,16.0,6,9,communicators
6,3.0,13.0,7,9,communicators
7,3.0,10.0,8,9,communicators
8,3.0,7.0,9,9,communicators
9,5.0,5.0,10,9,communicators
10,7.0,3.0,11,9,communicators
11,8.0,1.0,12,9,communicators
12,7.0,1.0,13,9,communicators
13,7.0,0.0,14,9,communicators
14,8.0,0.0,15,9,communicators
15,6.0,2.0,16,9,communicators
16,5.0,2.0,17,9,communicators
17,6.0,3.0,18,9,communicators
18,5.0,3.0,19,9,communicators
19,8.0,3.0,20,9,communicators
20,11.0,3.0,21,9,communicators
21,14.0,3.0,22,9,communicators
22,15.0,5.0,23,9,communicators
23,16.0,4.0,24,9,communicators
24,19.0,4.0,25,9,communicators
25,22.0,4.0,26,9,communicators
26,25.0,4.0,27,9,communicators
27,27.0,2.0,28,9,communicators
28,30.0,2.0,29,9,communicators
29,31.0,2.0,30,9,communicators
30,31.0,1.0,31,9,communicators
31,30.0,1.0,32,9,communicators
32,30.0,1.0,33,9,communicators
33,30.0,1.0,34,9,communicators
34,30.0,4.0,35,9,communicators
35,32.0,6.0,36,9,communicators
36,32.0,9.0,37,9,communicators
37,33.0,9.0,38,9,communicators
38,30.0,9.0,39,9,communicators
39,27.0,9.0,40,9,communicators
40,26.0,10.0,41,9,communicators
41,26.0,9.0,42,9,communicators
42,27.0,10.0,43,9,communicators
43,26.0,8.0,44,9,communicators
44,25.0,6.0,45,9,communicators
45,25.0,4.0,46,9,communicators
46,27.0,2.0,47,9,communicators
47,25.0,4.0,48,9,communicators
48,23.0,6.0,49,9,communicators
49,21.0,8.0,50,9,communicators
50,19.0,10.0,51,9,communicators
51,17.0,12.0,52,9,communicators
52,15.0,14.0,53,9,communicators
53,16.0,13.0,54,9,communicators
54,18.0,15.0,55,9,communicators
55,20.0,17.0,56,9,communicators
56,22.0,19.0,57,9,communicators
57,21.0,19.0,58,9,communicators
58,22.0,18.0,59,9,communicators
59,22.0,16.0,60,9,communicators
60,22.0,18.0,61,9,communicators
61,20.0,16.0,62,9,communicators
62,20.0,19.0,63,9,communicators
63,22.0,21.0,64,9,communicators
64,24.0,23.0,65,9,communicators
65,24.0,26.0,66,9,communicators
66,25.0,28.0,67,9,communicators
67,26.0,28.0,68,9,communicators
68,26.0,26.0,69,9,communicators
69,28.0,26.0,70,9,communicators
70,26.0,26.0,71,9,communicators
71,26.0,24.0,72,9,communicators
72,27.0,26.0,73,9,communicators
73,26.0,24.0,74,9,communicators
74,23.0,24.0,75,9,communicators
75,24.0,26.0,76,9,communicators
76,24.0,28.0,77,9,communicators
77,26.0,27.0,78,9,communicators
78,25.0,28.0,79,9,communicators
79,28.0,28.0,80,9,communicators
80,28.0,28.0,81,9,communicators
81,31.0,28.0,82,9,communicators
82,28.0,28.0,83,9,communicators
83,25.0,28.0,84,9,communicators
84,23.0,26.0,85,9,communicators
85,20.0,26.0,86,9,communicators
86,17.0,26.0,87,9,communicators
87,14.0,26.0,88,9,communicators
88,12.0,24.0,89,9,communicators
89,10.0,23.0,90,9,communicators
90,10.0,25.0,91,9,communicators
91,10.0,26.0,92,9,communicators
92,10.0,28.0,93,9,communicators
93,11.0,30.0,94,9,communicators
94,13.0,32.0,95,9,communicators
95,13.0,32.0,96,9,communicators
96,14.0,30.0,97,9,communicators
97,16.0,29.0,98,9,communicators
98,17.0,29.0,99,9,communicators
99,14.0,29.0,100,9,communicators
100,14.0,26.0,101,9,communicators
101,13.0,24.0,102,9,communicators
102,11.0,24.0,103,9,communicators
103,12.0,23.0,104,9,communicators
104,14.0,21.0,105,9,communicators
105,16.0,19.0,106,9,communicators
106,18.0,17.0,107,9,communicators
107,18.0,14.0,108,9,communicators
108,19.0,12.0,109,9,communicators
109,19.0,12.0,110,9,communicators
110,20.0,12.0,111,9,communicators
111,20.0,11.0,112,9,communicators
112,23.0,11.0,113,9,communicators
113,25.0,13.0,114,9,communicators
114,27.0,15.0,115,9,communicators
115,28.0,15.0,116,9,communicators
116,28.0,14.0,117,9,communicators
117,29.0,12.0,118,9,communicators
118,30.0,13.0,119,9,communicators
119,0.0,0.0,120,9,communicators
0,2.0,13.0,1,10,communicators
1,3.0,15.0,2,10,communicators
2,3.0,15.0,3,10,communicators
3,4.0,16.0,4,10,communicators
4,4.0,15.0,5,10,communicators
5,3.0,16.0,6,10,communicators
6,3.0,13.0,7,10,communicators
7,3.0,10.0,8,10,communicators
8,3.0,7.0,9,10,communicators
9,5.0,5.0,10,10,communicators
10,7.0,3.0,11,10,communicators
11,8.0,1.0,12,10,communicators
12,7.0,1.0,13,10,communicators
13,7.0,0.0,14,10,communicators
14,8.0,0.0,15,10,communicators
15,6.0,2.0,16,10,communicators
16,5.0,2.0,17,10,communicators
17,6.0,3.0,18,10,communicators
18,5.0,3.0,19,10,communicators
19,8.0,3.0,20,10,communicators
20,11.0,3.0,21,10,communicators
21,14.0,3.0,22,10,communicators
22,15.0,5.0,23,10,communicators
23,16.0,4.0,24,10,communicators
24,19.0,4.0,25,10,communicators
25,22.0,4.0,26,10,communicators
26,25.0,4.0,27,10,communicators
27,27.0,2.0,28,10,communicators
28,30.0,2.0,29,10,communicators
29,31.0,2.0,30,10,communicators
30,31.0,1.0,31,10,communicators
31,30.0,1.0,32,10,communicators
32,33.0,1.0,33,10,communicators
33,33.0,2.0,34,10,communicators
34,33.0,5.0,35,10,communicators
35,33.0,8.0,36,10,communicators
36,32.0,9.0,37,10,communicators
37,33.0,9.0,38,10,communicators
38,30.0,9.0,39,10,communicators
39,27.0,9.0,40,10,communicators
40,26.0,10.0,41,10,communicators
41,26.0,9.0,42,10,communicators
42,27.0,10.0,43,10,communicators
43,28.0,10.0,44,10,communicators
44,28.0,13.0,45,10,communicators
45,30.0,15.0,46,10,communicators
46,30.0,17.0,47,10,communicators
47,27.0,17.0,48,10,communicators
48,24.0,17.0,49,10,communicators
49,21.0,17.0,50,10,communicators
50,18.0,17.0,51,10,communicators
51,16.0,15.0,52,10,communicators
52,15.0,16.0,53,10,communicators
53,17.0,18.0,54,10,communicators
54,20.0,18.0,55,10,communicators
55,21.0,18.0,56,10,communicators
56,22.0,19.0,57,10,communicators
57,21.0,19.0,58,10,communicators
58,22.0,18.0,59,10,communicators
59,21.0,19.0,60,10,communicators
60,20.0,21.0,61,10,communicators
61,18.0,22.0,62,10,communicators
62,20.0,24.0,63,10,communicators
63,22.0,26.0,64,10,communicators
64,25.0,26.0,65,10,communicators
65,25.0,27.0,66,10,communicators
66,25.0,28.0,67,10,communicators
67,26.0,28.0,68,10,communicators
68,25.0,27.0,69,10,communicators
69,26.0,29.0,70,10,communicators
70,24.0,28.0,71,10,communicators
71,25.0,28.0,72,10,communicators
72,25.0,27.0,73,10,communicators
73,23.0,27.0,74,10,communicators
74,24.0,29.0,75,10,communicators
75,26.0,30.0,76,10,communicators
76,26.0,28.0,77,10,communicators
77,24.0,27.0,78,10,communicators
78,24.0,29.0,79,10,communicators
79,24.0,30.0,80,10,communicators
80,24.0,31.0,81,10,communicators
81,22.0,29.0,82,10,communicators
82,20.0,27.0,83,10,communicators
83,17.0,27.0,84,10,communicators
84,14.0,27.0,85,10,communicators
85,12.0,25.0,86,10,communicators
86,11.0,23.0,87,10,communicators
87,10.0,24.0,88,10,communicators
88,11.0,24.0,89,10,communicators
89,10.0,23.0,90,10,communicators
90,12.0,24.0,91,10,communicators
91,14.0,25.0,92,10,communicators
92,13.0,26.0,93,10,communicators
93,12.0,26.0,94,10,communicators
94,12.0,25.0,95,10,communicators
95,15.0,25.0,96,10,communicators
96,17.0,27.0,97,10,communicators
97,18.0,26.0,98,10,communicators
98,20.0,27.0,99,10,communicators
99,21.0,28.0,100,10,communicators
100,23.0,30.0,101,10,communicators
101,25.0,32.0,102,10,communicators
102,25.0,30.0,103,10,communicators
103,27.0,29.0,104,10,communicators
104,25.0,29.0,105,10,communicators
105,23.0,27.0,106,10,communicators
106,23.0,24.0,107,10,communicators
107,23.0,21.0,108,10,communicators
108,23.0,18.0,109,10,communicators
109,25.0,16.0,110,10,communicators
110,27.0,14.0,111,10,communicators
111,27.0,14.0,112,10,communicators
112,28.0,14.0,113,10,communicators
113,27.0,15.0,114,10,communicators
114,27.0,15.0,115,10,communicators
115,28.0,15.0,116,10,communicators
116,28.0,14.0,117,10,communicators
117,26.0,14.0,118,10,communicators
118,27.0,13.0,119,10,communicators
119,0.0,0.0,120,10,communicators
0,31.0,27.0,1,11,communicators
1,32.0,26.0,2,11,communicators
2,29.0,26.0,3,11,communicators
3,29.0,23.0,4,11,communicators
4,27.0,21.0,5,11,communicators
5,27.0,18.0,6,11,communicators
6,27.0,15.0,7,11,communicators
7,27.0,12.0,8,11,communicators
8,29.0,13.0,9,11,communicators
9,27.0,14.0,10,11,communicators
10,26.0,14.0,11,11,communicators
11,24.0,12.0,12,11,communicators
12,22.0,10.0,13,11,communicators
13,20.0,8.0,14,11,communicators
14,18.0,6.0,15,11,communicators
15,16.0,4.0,16,11,communicators
16,16.0,4.0,17,11,communicators
17,15.0,4.0,18,11,communicators
18,15.0,4.0,19,11,communicators
19,16.0,5.0,20,11,communicators
20,16.0,5.0,21,11,communicators
21,15.0,5.0,22,11,communicators
22,15.0,5.0,23,11,communicators
23,16.0,4.0,24,11,communicators
24,19.0,4.0,25,11,communicators
25,22.0,4.0,26,11,communicators
26,25.0,4.0,27,11,communicators
27,27.0,2.0,28,11,communicators
28,30.0,2.0,29,11,communicators
29,31.0,2.0,30,11,communicators
30,31.0,1.0,31,11,communicators
31,30.0,1.0,32,11,communicators
32,31.0,2.0,33,11,communicators
33,31.0,3.0,34,11,communicators
34,31.0,6.0,35,11,communicators
35,33.0,8.0,36,11,communicators
36,32.0,9.0,37,11,communicators
37,33.0,9.0,38,11,communicators
38,30.0,9.0,39,11,communicators
39,27.0,9.0,40,11,communicators
40,26.0,10.0,41,11,communicators
41,26.0,9.0,42,11,communicators
42,27.0,10.0,43,11,communicators
43,28.0,10.0,44,11,communicators
44,26.0,9.0,45,11,communicators
45,23.0,9.0,46,11,communicators
46,24.0,7.0,47,11,communicators
47,22.0,9.0,48,11,communicators
48,20.0,11.0,49,11,communicators
49,18.0,13.0,50,11,communicators
50,16.0,15.0,51,11,communicators
51,15.0,15.0,52,11,communicators
52,15.0,16.0,53,11,communicators
53,13.0,16.0,54,11,communicators
54,16.0,16.0,55,11,communicators
55,19.0,16.0,56,11,communicators
56,21.0,18.0,57,11,communicators
57,21.0,19.0,58,11,communicators
58,22.0,18.0,59,11,communicators
59,21.0,17.0,60,11,communicators
60,21.0,19.0,61,11,communicators
61,23.0,17.0,62,11,communicators
62,23.0,20.0,63,11,communicators
63,23.0,23.0,64,11,communicators
64,25.0,25.0,65,11,communicators
65,25.0,27.0,66,11,communicators
66,25.0,28.0,67,11,communicators
67,26.0,28.0,68,11,communicators
68,26.0,26.0,69,11,communicators
69,28.0,27.0,70,11,communicators
70,29.0,27.0,71,11,communicators
71,29.0,28.0,72,11,communicators
72,30.0,30.0,73,11,communicators
73,31.0,30.0,74,11,communicators
74,28.0,30.0,75,11,communicators
75,29.0,29.0,76,11,communicators
76,31.0,30.0,77,11,communicators
77,31.0,30.0,78,11,communicators
78,31.0,27.0,79,11,communicators
79,32.0,29.0,80,11,communicators
80,34.0,28.0,81,11,communicators
81,34.0,28.0,82,11,communicators
82,32.0,29.0,83,11,communicators
83,29.0,29.0,84,11,communicators
84,27.0,28.0,85,11,communicators
85,24.0,28.0,86,11,communicators
86,21.0,28.0,87,11,communicators
87,18.0,28.0,88,11,communicators
88,16.0,26.0,89,11,communicators
89,14.0,24.0,90,11,communicators
90,15.0,25.0,91,11,communicators
91,13.0,24.0,92,11,communicators
92,11.0,26.0,93,11,communicators
93,9.0,25.0,94,11,communicators
94,8.0,25.0,95,11,communicators
95,7.0,25.0,96,11,communicators
96,9.0,27.0,97,11,communicators
97,11.0,25.0,98,11,communicators
98,11.0,23.0,99,11,communicators
99,9.0,21.0,100,11,communicators
100,7.0,22.0,101,11,communicators
101,4.0,22.0,102,11,communicators
102,2.0,22.0,103,11,communicators
103,1.0,20.0,104,11,communicators
104,3.0,21.0,105,11,communicators
105,5.0,20.0,106,11,communicators
106,8.0,20.0,107,11,communicators
107,10.0,18.0,108,11,communicators
108,12.0,16.0,109,11,communicators
109,14.0,14.0,110,11,communicators
110,17.0,14.0,111,11,communicators
111,19.0,12.0,112,11,communicators
112,22.0,12.0,113,11,communicators
113,24.0,14.0,114,11,communicators
114,27.0,14.0,115,11,communicators
115,28.0,15.0,116,11,communicators
116,28.0,14.0,117,11,communicators
117,25.0,14.0,118,11,communicators
118,25.0,14.0,119,11,communicators
119,0.0,0.0,120,11,communicators
0,8.0,31.0,1,12,communicators
1,6.0,29.0,2,12,communicators
2,6.0,26.0,3,12,communicators
3,6.0,23.0,4,12,communicators
4,6.0,20.0,5,12,communicators
5,4.0,18.0,6,12,communicators
6,4.0,15.0,7,12,communicators
7,4.0,12.0,8,12,communicators
8,4.0,9.0,9,12,communicators
9,4.0,6.0,10,12,communicators
10,4.0,3.0,11,12,communicators
11,6.0,2.0,12,12,communicators
12,7.0,1.0,13,12,communicators
13,7.0,0.0,14,12,communicators
14,8.0,0.0,15,12,communicators
15,6.0,2.0,16,12,communicators
16,5.0,2.0,17,12,communicators
17,6.0,3.0,18,12,communicators
18,5.0,3.0,19,12,communicators
19,8.0,3.0,20,12,communicators
20,11.0,3.0,21,12,communicators
21,14.0,3.0,22,12,communicators
22,15.0,5.0,23,12,communicators
23,16.0,4.0,24,12,communicators
24,19.0,4.0,25,12,communicators
25,22.0,4.0,26,12,communicators
26,25.0,4.0,27,12,communicators
27,27.0,2.0,28,12,communicators
28,30.0,2.0,29,12,communicators
29,31.0,2.0,30,12,communicators
30,31.0,1.0,31,12,communicators
31,30.0,1.0,32,12,communicators
32,29.0,3.0,33,12,communicators
33,31.0,5.0,34,12,communicators
34,32.0,7.0,35,12,communicators
35,33.0,8.0,36,12,communicators
36,32.0,9.0,37,12,communicators
37,33.0,9.0,38,12,communicators
38,30.0,9.0,39,12,communicators
39,27.0,9.0,40,12,communicators
40,26.0,10.0,41,12,communicators
41,26.0,9.0,42,12,communicators
42,27.0,10.0,43,12,communicators
43,24.0,10.0,44,12,communicators
44,24.0,13.0,45,12,communicators
45,25.0,13.0,46,12,communicators
46,23.0,12.0,47,12,communicators
47,20.0,12.0,48,12,communicators
48,18.0,14.0,49,12,communicators
49,16.0,16.0,50,12,communicators
50,16.0,15.0,51,12,communicators
51,15.0,15.0,52,12,communicators
52,15.0,16.0,53,12,communicators
53,16.0,18.0,54,12,communicators
54,19.0,18.0,55,12,communicators
55,21.0,18.0,56,12,communicators
56,22.0,19.0,57,12,communicators
57,21.0,19.0,58,12,communicators
58,22.0,18.0,59,12,communicators
59,20.0,20.0,60,12,communicators
60,23.0,20.0,61,12,communicators
61,22.0,20.0,62,12,communicators
62,22.0,23.0,63,12,communicators
63,24.0,25.0,64,12,communicators
64,26.0,27.0,65,12,communicators
65,25.0,27.0,66,12,communicators
66,25.0,28.0,67,12,communicators
67,26.0,28.0,68,12,communicators
68,24.0,26.0,69,12,communicators
69,24.0,24.0,70,12,communicators
70,24.0,22.0,71,12,communicators
71,26.0,20.0,72,12,communicators
72,28.0,19.0,73,12,communicators
73,25.0,19.0,74,12,communicators
74,22.0,19.0,75,12,communicators
75,24.0,17.0,76,12,communicators
76,26.0,17.0,77,12,communicators
77,27.0,18.0,78,12,communicators
78,26.0,16.0,79,12,communicators
79,24.0,18.0,80,12,communicators
80,23.0,20.0,81,12,communicators
81,22.0,18.0,82,12,communicators
82,20.0,20.0,83,12,communicators
83,17.0,20.0,84,12,communicators
84,15.0,22.0,85,12,communicators
85,12.0,22.0,86,12,communicators
86,11.0,23.0,87,12,communicators
87,10.0,24.0,88,12,communicators
88,11.0,24.0,89,12,communicators
89,10.0,23.0,90,12,communicators
90,8.0,23.0,91,12,communicators
91,7.0,25.0,92,12,communicators
92,6.0,26.0,93,12,communicators
93,9.0,26.0,94,12,communicators
94,9.0,23.0,95,12,communicators
95,7.0,23.0,96,12,communicators
96,7.0,26.0,97,12,communicators
97,8.0,26.0,98,12,communicators
98,7.0,27.0,99,12,communicators
99,9.0,26.0,100,12,communicators
100,11.0,28.0,101,12,communicators
101,11.0,29.0,102,12,communicators
102,13.0,30.0,103,12,communicators
103,13.0,27.0,104,12,communicators
104,15.0,25.0,105,12,communicators
105,15.0,22.0,106,12,communicators
106,17.0,20.0,107,12,communicators
107,17.0,17.0,108,12,communicators
108,17.0,14.0,109,12,communicators
109,19.0,12.0,110,12,communicators
110,20.0,12.0,111,12,communicators
111,20.0,11.0,112,12,communicators
112,23.0,11.0,113,12,communicators
113,25.0,13.0,114,12,communicators
114,27.0,15.0,115,12,communicators
115,28.0,15.0,116,12,communicators
116,28.0,14.0,117,12,communicators
117,26.0,13.0,118,12,communicators
118,27.0,11.0,119,12,communicators
119,0.0,0.0,120,12,communicators
0,13.0,4.0,1,13,communicators
1,11.0,2.0,2,13,communicators
2,8.0,2.0,3,13,communicators
3,7.0,1.0,4,13,communicators
4,8.0,1.0,5,13,communicators
5,7.0,0.0,6,13,communicators
6,8.0,0.0,7,13,communicators
7,7.0,1.0,8,13,communicators
8,8.0,1.0,9,13,communicators
9,7.0,0.0,10,13,communicators
10,8.0,0.0,11,13,communicators
11,8.0,1.0,12,13,communicators
12,7.0,1.0,13,13,communicators
13,7.0,0.0,14,13,communicators
14,8.0,0.0,15,13,communicators
15,6.0,2.0,16,13,communicators
16,5.0,2.0,17,13,communicators
17,6.0,3.0,18,13,communicators
18,5.0,3.0,19,13,communicators
19,8.0,3.0,20,13,communicators
20,11.0,3.0,21,13,communicators
21,14.0,3.0,22,13,communicators
22,15.0,5.0,23,13,communicators
23,16.0,4.0,24,13,communicators
24,19.0,4.0,25,13,communicators
25,22.0,4.0,26,13,communicators
26,25.0,4.0,27,13,communicators
27,27.0,2.0,28,13,communicators
28,30.0,2.0,29,13,communicators
29,31.0,2.0,30,13,communicators
30,31.0,1.0,31,13,communicators
31,30.0,1.0,32,13,communicators
32,28.0,2.0,33,13,communicators
33,28.0,5.0,34,13,communicators
34,30.0,7.0,35,13,communicators
35,32.0,8.0,36,13,communicators
36,32.0,9.0,37,13,communicators
37,33.0,9.0,38,13,communicators
38,30.0,9.0,39,13,communicators
39,27.0,9.0,40,13,communicators
40,26.0,10.0,41,13,communicators
41,26.0,9.0,42,13,communicators
42,27.0,10.0,43,13,communicators
43,29.0,12.0,44,13,communicators
44,27.0,12.0,45,13,communicators
45,26.0,13.0,46,13,communicators
46,27.0,13.0,47,13,communicators
47,24.0,13.0,48,13,communicators
48,21.0,13.0,49,13,communicators
49,19.0,15.0,50,13,communicators
50,16.0,15.0,51,13,communicators
51,15.0,15.0,52,13,communicators
52,15.0,16.0,53,13,communicators
53,13.0,16.0,54,13,communicators
54,16.0,16.0,55,13,communicators
55,19.0,16.0,56,13,communicators
56,21.0,18.0,57,13,communicators
57,21.0,19.0,58,13,communicators
58,22.0,18.0,59,13,communicators
59,22.0,20.0,60,13,communicators
60,22.0,17.0,61,13,communicators
61,21.0,16.0,62,13,communicators
62,21.0,19.0,63,13,communicators
63,23.0,21.0,64,13,communicators
64,25.0,23.0,65,13,communicators
65,25.0,26.0,66,13,communicators
66,25.0,28.0,67,13,communicators
67,26.0,28.0,68,13,communicators
68,25.0,27.0,69,13,communicators
69,25.0,24.0,70,13,communicators
70,26.0,24.0,71,13,communicators
71,24.0,26.0,72,13,communicators
72,24.0,29.0,73,13,communicators
73,23.0,27.0,74,13,communicators
74,21.0,28.0,75,13,communicators
75,21.0,30.0,76,13,communicators
76,21.0,33.0,77,13,communicators
77,22.0,31.0,78,13,communicators
78,22.0,32.0,79,13,communicators
79,22.0,30.0,80,13,communicators
80,25.0,30.0,81,13,communicators
81,26.0,30.0,82,13,communicators
82,23.0,30.0,83,13,communicators
83,21.0,28.0,84,13,communicators
84,18.0,28.0,85,13,communicators
85,16.0,26.0,86,13,communicators
86,14.0,24.0,87,13,communicators
87,11.0,24.0,88,13,communicators
88,11.0,24.0,89,13,communicators
89,10.0,23.0,90,13,communicators
90,10.0,22.0,91,13,communicators
91,8.0,24.0,92,13,communicators
92,8.0,26.0,93,13,communicators
93,9.0,26.0,94,13,communicators
94,10.0,26.0,95,13,communicators
95,8.0,25.0,96,13,communicators
96,9.0,27.0,97,13,communicators
97,12.0,27.0,98,13,communicators
98,12.0,30.0,99,13,communicators
99,13.0,32.0,100,13,communicators
100,13.0,32.0,101,13,communicators
101,13.0,34.0,102,13,communicators
102,11.0,34.0,103,13,communicators
103,11.0,32.0,104,13,communicators
104,12.0,30.0,105,13,communicators
105,14.0,28.0,106,13,communicators
106,14.0,25.0,107,13,communicators
107,14.0,22.0,108,13,communicators
108,14.0,19.0,109,13,communicators
109,16.0,17.0,110,13,communicators
