,c_trust,sight_radius,reward_patch_dim,sim index
173,0.28500000000000014,5,4,173
174,0.29000000000000015,5,1,174
175,0.29000000000000015,5,2,175
176,0.29000000000000015,5,4,176
177,0.29500000000000015,5,1,177
178,0.29500000000000015,5,2,178
179,0.29500000000000015,5,4,179
180,0.30000000000000016,5,1,180
181,0.30000000000000016,5,2,181
182,0.30000000000000016,5,4,182
183,0.31000000000000016,5,1,183
184,0.31000000000000016,5,2,184
185,0.31000000000000016,5,4,185
186,0.3200000000000002,5,1,186
187,0.3200000000000002,5,2,187
188,0.3200000000000002,5,4,188
189,0.3300000000000002,5,1,189
190,0.3300000000000002,5,2,190
191,0.3300000000000002,5,4,191
192,0.3400000000000002,5,1,192
193,0.3400000000000002,5,2,193
194,0.3400000000000002,5,4,194
195,0.3500000000000002,5,1,195
196,0.3500000000000002,5,2,196
197,0.3500000000000002,5,4,197
198,0.3600000000000002,5,1,198
199,0.3600000000000002,5,2,199
200,0.3600000000000002,5,4,200
201,0.3700000000000002,5,1,201
202,0.3700000000000002,5,2,202
203,0.3700000000000002,5,4,203
204,0.3800000000000002,5,1,204
205,0.3800000000000002,5,2,205
206,0.3800000000000002,5,4,206
207,0.39000000000000024,5,1,207
208,0.39000000000000024,5,2,208
209,0.39000000000000024,5,4,209
210,0.40000000000000024,5,1,210
211,0.40000000000000024,5,2,211
212,0.40000000000000024,5,4,212
213,0.41000000000000025,5,1,213
214,0.41000000000000025,5,2,214
215,0.41000000000000025,5,4,215
216,0.42000000000000026,5,1,216
217,0.42000000000000026,5,2,217
218,0.42000000000000026,5,4,218
219,0.43000000000000027,5,1,219
220,0.43000000000000027,5,2,220
221,0.43000000000000027,5,4,221
222,0.4400000000000003,5,1,222
223,0.4400000000000003,5,2,223
224,0.4400000000000003,5,4,224
225,0.4500000000000003,5,1,225
226,0.4500000000000003,5,2,226
227,0.4500000000000003,5,4,227
228,0.4600000000000003,5,1,228
229,0.4600000000000003,5,2,229
230,0.4600000000000003,5,4,230
231,0.4700000000000003,5,1,231
232,0.4700000000000003,5,2,232
233,0.4700000000000003,5,4,233
234,0.4800000000000003,5,1,234
235,0.4800000000000003,5,2,235
236,0.4800000000000003,5,4,236
237,0.4900000000000003,5,1,237
238,0.4900000000000003,5,2,238
239,0.4900000000000003,5,4,239
240,0.5000000000000003,5,1,240
241,0.5000000000000003,5,2,241
242,0.5000000000000003,5,4,242
243,0.5100000000000003,5,1,243
244,0.5100000000000003,5,2,244
245,0.5100000000000003,5,4,245
246,0.5200000000000004,5,1,246
247,0.5200000000000004,5,2,247
248,0.5200000000000004,5,4,248
249,0.5300000000000004,5,1,249
250,0.5300000000000004,5,2,250
251,0.5300000000000004,5,4,251
252,0.5400000000000004,5,1,252
253,0.5400000000000004,5,2,253
254,0.5400000000000004,5,4,254
255,0.5500000000000004,5,1,255
256,0.5500000000000004,5,2,256
257,0.5500000000000004,5,4,257
258,0.5600000000000004,5,1,258
259,0.5600000000000004,5,2,259
260,0.5600000000000004,5,4,260
261,0.5700000000000004,5,1,261
262,0.5700000000000004,5,2,262
263,0.5700000000000004,5,4,263
264,0.5800000000000004,5,1,264
265,0.5800000000000004,5,2,265
266,0.5800000000000004,5,4,266
267,0.5900000000000004,5,1,267
268,0.5900000000000004,5,2,268
269,0.5900000000000004,5,4,269
270,0.6000000000000004,5,1,270
271,0.6000000000000004,5,2,271
272,0.6000000000000004,5,4,272
273,0.6100000000000004,5,1,273
274,0.6100000000000004,5,2,274
275,0.6100000000000004,5,4,275
276,0.6200000000000004,5,1,276
277,0.6200000000000004,5,2,277
278,0.6200000000000004,5,4,278
279,0.6300000000000004,5,1,279
280,0.6300000000000004,5,2,280
281,0.6300000000000004,5,4,281
282,0.6400000000000005,5,1,282
283,0.6400000000000005,5,2,283
284,0.6400000000000005,5,4,284
285,0.6500000000000005,5,1,285
286,0.6500000000000005,5,2,286
287,0.6500000000000005,5,4,287
288,0.6600000000000005,5,1,288
289,0.6600000000000005,5,2,289
290,0.6600000000000005,5,4,290
291,0.6700000000000005,5,1,291
292,0.6700000000000005,5,2,292
293,0.6700000000000005,5,4,293
294,0.6800000000000005,5,1,294
295,0.6800000000000005,5,2,295
296,0.6800000000000005,5,4,296
297,0.6900000000000005,5,1,297
298,0.6900000000000005,5,2,298
299,0.6900000000000005,5,4,299
