time,fish,x,y,head_angles
0,1,52.44601821899414,22.84808349609375,2.2272744865127687
1,1,52.44588088989258,22.848186492919922,2.2272744865127687
2,1,52.44673233032226,22.84830207824707,2.2271324904322105
3,1,52.444207763671876,22.84141502380371,2.226423254363339
4,1,52.43821334838867,22.865185546874997,2.2204762298010845
5,1,52.41002883911133,22.900053405761717,2.2108530734559335
6,1,52.41034698486328,22.89986343383789,2.2105204732850745
7,1,52.41023025512695,22.899737548828124,2.210290339098532
8,1,52.41298370361328,22.909941101074217,2.2013874470895702
9,1,52.40071563720703,22.923136138916014,2.208146956416133
10,1,52.40071105957031,22.92319107055664,2.208146956416133
11,1,52.402686309814456,22.93027267456055,2.1980137919107468
12,1,52.40305480957031,22.930936431884767,2.1976999269009316
13,1,52.40290832519531,22.93041229248047,2.1978839173037152
14,1,52.40940628051757,22.927496337890624,2.194882813346334
15,1,52.409793090820315,22.945943069458007,2.197118906250721
16,1,52.409593963623045,22.945908737182616,2.1971996594788767
17,1,52.41321716308594,22.968145751953124,2.1946244213115116
18,1,52.4124137878418,22.971243667602536,2.1959773273175056
19,1,52.41018905639648,22.98218879699707,2.1954601683093595
20,1,52.41018447875976,22.982161331176755,2.1954601683093617
21,1,52.410207366943354,22.98222770690918,2.1954601683093617
22,1,52.397064971923825,22.986648559570312,2.200805001021464
23,1,52.41197662353515,22.99085884094238,2.1896833915868923
24,1,52.41624526977539,23.00387306213379,2.1860670276446443
25,1,52.41624526977539,23.003998947143554,2.1860670276446443
26,1,52.41630477905274,23.00419120788574,2.1861057826060613
27,1,52.42015914916992,23.020321655273435,2.175818059111023
28,1,52.42025527954101,23.020513916015624,2.175829159322988
29,1,52.42231521606445,23.0222110748291,2.1836050531908766
30,1,52.40037460327149,23.03925132751465,2.1979704713770976
31,1,52.406490325927734,23.03451232910156,2.194467629501678
32,1,52.40654754638672,23.03477897644043,2.194594964259396
33,1,52.41860733032227,22.987282562255857,2.5305177533653396
34,1,52.271383666992186,23.042412185668944,2.5629429507926895
35,1,52.06950988769531,22.788389968872067,2.668237181326867
36,1,51.98085250854492,22.77271499633789,2.679282753112781
37,1,51.907562255859375,23.04454650878906,2.6890985538755476
38,1,51.85088195800781,23.171503829956055,2.65684908410959
39,1,51.80761184692383,23.244267654418945,2.6565704691252576
40,1,51.50965576171875,23.268838119506835,2.6970935509258833
41,1,51.285667419433594,23.282130432128906,2.764366192321591
42,1,51.11425094604492,23.33601264953613,2.620152214530275
43,1,50.85390014648438,23.51541938781738,2.542686322488236
44,1,50.79367446899414,23.730083084106447,2.665196036931697
45,1,50.67732238769531,23.795746994018554,2.695740701090249
46,1,50.45594100952148,23.828734588623046,2.7770798131974046
47,1,50.19631118774414,23.942889404296874,2.7168280043945643
48,1,50.07033920288086,24.030546569824217,2.690305408431858
49,1,49.911618804931635,24.30531005859375,2.6395314149357385
50,1,49.725826263427734,24.363283538818358,2.69484022666559
51,1,49.64730377197266,24.400245666503906,2.684408771577977
52,1,49.5169075012207,24.45416221618652,2.707285610349162
53,1,49.42862548828125,24.489839172363283,2.7115613011270656
54,1,49.3850830078125,24.509114456176757,2.72110111387584
55,1,49.20774536132812,24.545771026611327,2.76540853281106
56,1,49.10719985961914,24.591080474853513,2.6720965405084094
57,1,49.041387176513666,24.755362701416015,2.573526869415947
58,1,48.97361755371094,24.840378570556638,2.7207984610605678
59,1,48.93301162719727,24.891452407836915,2.7149686799697803
60,1,48.857279205322264,24.92299575805664,2.7243562899975045
61,1,48.81440963745117,24.955812835693358,2.710788279981602
62,1,48.81435928344726,24.955820846557614,2.7106773656797345
63,1,48.74875259399414,24.99674835205078,2.605794086747198
64,1,48.736148071289065,25.006323623657224,2.609881885409946
65,1,48.6907470703125,25.049137115478516,2.5913711834535964
66,1,48.690653228759764,25.04894027709961,2.5915997384013725
67,1,48.624307250976564,25.10599708557129,2.5976103937803305
68,1,48.623268127441406,25.110820770263672,2.600317501605622
69,1,48.462258911132814,25.122195053100583,2.6712775245898053
70,1,48.4354248046875,25.135998916625976,2.665889102055655
71,1,48.41918334960937,25.151898193359376,2.678765248847001
72,1,48.406306457519534,25.15305862426758,2.681922267467911
73,1,48.35185089111328,25.143862152099608,2.6904003274111337
74,1,48.36005401611328,25.16755027770996,2.6844612194417476
75,1,48.331214904785156,25.179576873779297,2.686035905255091
76,1,48.308843994140624,25.192242050170897,2.6844379160092373
77,1,48.278073120117185,25.210015869140626,2.684413043060559
78,1,48.28125915527344,25.211520767211915,2.6842538123603665
79,1,48.26921768188477,25.215027236938475,2.6982421923263313
80,1,48.25475921630859,25.224716949462888,2.692812725304117
81,1,48.234022521972655,25.24467658996582,2.6876038208252595
82,1,48.207909393310544,25.43434295654297,2.750209877618061
83,1,48.20217361450195,25.440348815917968,2.7510010066406534
84,1,48.20239105224609,25.440765380859375,2.7500758385648427
85,1,48.18766937255859,25.46070213317871,2.749210068511395
86,1,48.187767791748044,25.460751342773435,2.749152460158096
87,1,48.00292053222656,25.497562408447266,2.7014017233863967
88,1,48.00251083374023,25.526425552368163,2.6913417883640753
89,1,47.99403076171875,25.537128067016603,2.7056822655306574
90,1,47.979400634765625,25.54929084777832,2.6988717930939563
91,1,47.97651901245117,25.553716278076173,2.6979431674612484
92,1,47.95600891113281,25.573162078857422,2.6978217716627144
93,1,47.92414169311523,25.57460174560547,2.712503507893902
94,1,47.935855865478516,25.57920570373535,2.705338775676859
95,1,47.9293327331543,25.58517379760742,2.699074527925559
96,1,47.902462005615234,25.601581192016603,2.7024909084197253
97,1,47.88928985595703,25.5999813079834,2.708343216197586
98,1,47.88928756713867,25.599956130981447,2.708344753422958
99,1,47.883673095703124,25.610579681396484,2.703684027933252
100,1,47.88365478515625,25.611968994140625,2.7033011528206843
101,1,47.8656623840332,25.609592056274415,2.694765858912405
102,1,47.86345825195312,25.611425399780273,2.6940282010150773
103,1,47.86812057495117,25.614683532714842,2.6954522027396264
104,1,47.85186996459961,25.64113655090332,2.6951814496043682
105,1,47.82664260864257,25.64018440246582,2.7017525377972325
106,1,47.8268440246582,25.64018440246582,2.7017588642630805
107,1,47.82652130126953,25.63973922729492,2.701594072193354
108,1,47.79969177246093,25.637678146362305,2.7078893279932674
109,1,47.799765014648436,25.63765182495117,2.7079326306593523
110,1,47.77335891723633,25.640841293334958,2.7238771259679218
111,1,47.69774551391602,25.637349700927736,2.7457280023226884
112,1,47.63330841064453,25.64545669555664,2.7407788896267666
113,1,47.5764175415039,25.69604072570801,2.70101314389249
114,1,47.37275390625,25.890196609497067,2.535301315641445
115,1,47.31285095214844,25.799406051635742,2.670765235729527
116,1,47.20992050170898,25.805393600463866,2.7000265592389012
117,1,47.108699798583984,26.003730010986327,2.7655124157581414
118,1,47.070092010498044,26.05270843505859,2.767564346650032
119,1,46.921190643310545,26.08479080200195,2.797110595423729
120,1,46.77397155761719,26.195845413208005,2.7055808073191883
121,1,46.718440246582034,26.238191986083983,2.7131420909717447
122,1,46.6170913696289,26.273895263671875,2.713517583037414
123,1,46.536685180664065,26.299269104003905,2.7043345980005986
124,1,46.46738891601562,26.305024337768554,2.721714203908568
125,1,46.40541229248046,26.353304672241208,2.723750883663037
126,1,46.255934143066405,26.371644973754883,2.7701681770836486
127,1,46.230981445312494,26.377304077148438,2.7704003471625724
