,x,y,time
0,10,8,1
1,11,8,1
2,10,9,1
3,11,9,1
4,4,20,1
5,5,20,1
6,4,21,1
7,5,21,1
8,6,21,1
9,7,21,1
10,6,22,1
11,7,22,1
12,9,25,1
13,10,25,1
14,9,26,1
15,10,26,1
0,10,8,2
1,11,8,2
2,10,9,2
3,11,9,2
4,4,20,2
5,5,20,2
6,4,21,2
7,5,21,2
8,6,21,2
9,7,21,2
10,6,22,2
11,7,22,2
12,9,25,2
13,10,25,2
14,9,26,2
15,10,26,2
0,10,8,3
1,11,8,3
2,10,9,3
3,11,9,3
4,4,20,3
5,5,20,3
6,4,21,3
7,5,21,3
8,6,21,3
9,7,21,3
10,6,22,3
11,7,22,3
12,9,25,3
13,10,25,3
14,9,26,3
15,10,26,3
0,10,8,4
1,11,8,4
2,10,9,4
3,11,9,4
4,4,20,4
5,5,20,4
6,4,21,4
7,5,21,4
8,6,21,4
9,7,21,4
10,6,22,4
11,7,22,4
12,9,25,4
13,10,25,4
14,9,26,4
15,10,26,4
0,10,8,5
1,11,8,5
2,10,9,5
3,11,9,5
4,4,20,5
5,5,20,5
6,4,21,5
7,5,21,5
8,6,21,5
9,7,21,5
10,6,22,5
11,7,22,5
12,9,25,5
13,10,25,5
14,9,26,5
15,10,26,5
0,10,8,6
1,11,8,6
2,10,9,6
3,11,9,6
4,4,20,6
5,5,20,6
6,4,21,6
7,5,21,6
8,6,21,6
9,7,21,6
10,6,22,6
11,7,22,6
12,9,25,6
13,10,25,6
14,9,26,6
15,10,26,6
0,10,8,7
1,11,8,7
2,10,9,7
3,11,9,7
4,4,20,7
5,5,20,7
6,4,21,7
7,5,21,7
8,6,21,7
9,7,21,7
10,6,22,7
11,7,22,7
12,9,25,7
13,10,25,7
14,9,26,7
15,10,26,7
0,10,8,8
1,11,8,8
2,10,9,8
3,11,9,8
4,4,20,8
5,5,20,8
6,4,21,8
7,5,21,8
8,6,21,8
9,7,21,8
10,6,22,8
11,7,22,8
12,9,25,8
13,10,25,8
14,9,26,8
15,10,26,8
0,10,8,9
1,11,8,9
2,10,9,9
3,11,9,9
4,4,20,9
5,5,20,9
6,4,21,9
7,5,21,9
8,6,21,9
9,7,21,9
10,6,22,9
11,7,22,9
12,9,25,9
13,10,25,9
14,9,26,9
15,10,26,9
0,10,8,10
1,11,8,10
2,10,9,10
3,11,9,10
4,4,20,10
5,5,20,10
6,4,21,10
7,5,21,10
8,6,21,10
9,7,21,10
10,6,22,10
11,7,22,10
12,9,25,10
13,10,25,10
14,9,26,10
15,10,26,10
0,10,8,11
1,11,8,11
2,10,9,11
3,11,9,11
4,4,20,11
5,5,20,11
6,4,21,11
7,5,21,11
8,6,21,11
9,7,21,11
10,6,22,11
11,7,22,11
12,9,25,11
13,10,25,11
14,9,26,11
15,10,26,11
0,10,8,12
1,11,8,12
2,10,9,12
3,11,9,12
4,4,20,12
5,5,20,12
6,4,21,12
7,5,21,12
8,6,21,12
9,7,21,12
10,6,22,12
11,7,22,12
12,9,25,12
13,10,25,12
14,9,26,12
15,10,26,12
0,10,8,13
1,11,8,13
2,10,9,13
3,11,9,13
4,4,20,13
5,5,20,13
6,4,21,13
7,5,21,13
8,6,21,13
9,7,21,13
10,6,22,13
11,7,22,13
12,9,25,13
13,10,25,13
14,9,26,13
15,10,26,13
0,10,8,14
1,11,8,14
2,10,9,14
3,11,9,14
4,4,20,14
5,5,20,14
6,4,21,14
7,5,21,14
8,6,21,14
9,7,21,14
10,6,22,14
11,7,22,14
12,9,25,14
13,10,25,14
14,9,26,14
15,10,26,14
0,10,8,15
1,11,8,15
2,10,9,15
3,11,9,15
4,4,20,15
5,5,20,15
6,4,21,15
7,5,21,15
8,6,21,15
9,7,21,15
10,6,22,15
11,7,22,15
12,9,25,15
13,10,25,15
14,9,26,15
15,10,26,15
0,10,8,16
1,11,8,16
2,10,9,16
3,11,9,16
4,4,20,16
5,5,20,16
6,4,21,16
7,5,21,16
8,6,21,16
9,7,21,16
10,6,22,16
11,7,22,16
12,9,25,16
13,10,25,16
14,9,26,16
15,10,26,16
0,10,8,17
1,11,8,17
2,10,9,17
3,11,9,17
4,4,20,17
5,5,20,17
6,4,21,17
7,5,21,17
8,6,21,17
9,7,21,17
10,6,22,17
11,7,22,17
12,9,25,17
13,10,25,17
14,9,26,17
15,10,26,17
0,10,8,18
1,11,8,18
2,10,9,18
3,11,9,18
4,4,20,18
5,5,20,18
6,4,21,18
7,5,21,18
8,6,21,18
9,7,21,18
10,6,22,18
11,7,22,18
12,9,25,18
13,10,25,18
14,9,26,18
15,10,26,18
0,10,8,19
1,11,8,19
2,10,9,19
3,11,9,19
4,4,20,19
5,5,20,19
6,4,21,19
7,5,21,19
8,6,21,19
9,7,21,19
10,6,22,19
11,7,22,19
12,9,25,19
13,10,25,19
14,9,26,19
15,10,26,19
0,10,8,20
1,11,8,20
2,10,9,20
3,4,20,20
4,5,20,20
5,4,21,20
6,5,21,20
7,6,21,20
8,7,21,20
9,6,22,20
10,7,22,20
11,9,25,20
12,10,25,20
13,9,26,20
14,10,26,20
0,10,8,21
1,11,8,21
2,10,9,21
3,4,20,21
4,5,20,21
5,4,21,21
6,5,21,21
7,6,21,21
8,7,21,21
9,6,22,21
10,7,22,21
11,9,25,21
12,10,25,21
13,9,26,21
14,10,26,21
0,10,8,22
1,11,8,22
2,10,9,22
3,4,20,22
4,5,20,22
5,4,21,22
6,5,21,22
7,6,21,22
8,7,21,22
9,6,22,22
10,7,22,22
11,9,25,22
12,10,25,22
13,9,26,22
14,10,26,22
0,10,8,23
1,11,8,23
2,10,9,23
3,4,20,23
4,5,20,23
5,4,21,23
6,5,21,23
7,6,21,23
8,7,21,23
9,6,22,23
10,7,22,23
11,9,25,23
12,10,25,23
13,9,26,23
14,10,26,23
0,10,8,24
1,11,8,24
2,10,9,24
3,4,20,24
4,5,20,24
5,4,21,24
6,5,21,24
7,6,21,24
8,7,21,24
9,6,22,24
10,7,22,24
11,9,25,24
12,10,25,24
13,9,26,24
14,10,26,24
0,10,8,25
1,11,8,25
2,10,9,25
3,4,20,25
4,5,20,25
5,4,21,25
6,5,21,25
7,6,21,25
8,7,21,25
9,6,22,25
10,7,22,25
11,9,25,25
12,10,25,25
13,9,26,25
14,10,26,25
0,10,8,26
1,11,8,26
2,10,9,26
3,4,20,26
4,5,20,26
5,4,21,26
6,5,21,26
7,6,21,26
8,7,21,26
9,6,22,26
10,7,22,26
11,9,25,26
12,10,25,26
13,9,26,26
14,10,26,26
0,10,8,27
1,11,8,27
2,10,9,27
3,4,20,27
4,5,20,27
5,4,21,27
6,5,21,27
7,6,21,27
8,7,21,27
9,6,22,27
10,7,22,27
11,9,25,27
12,10,25,27
13,9,26,27
14,10,26,27
0,10,8,28
1,11,8,28
2,10,9,28
3,4,20,28
4,5,20,28
5,4,21,28
6,5,21,28
7,6,21,28
8,7,21,28
9,6,22,28
10,7,22,28
11,9,25,28
12,10,25,28
13,9,26,28
14,10,26,28
0,10,8,29
1,11,8,29
2,10,9,29
3,4,20,29
4,5,20,29
5,4,21,29
6,5,21,29
7,6,21,29
8,7,21,29
9,6,22,29
10,7,22,29
11,9,25,29
12,10,25,29
13,9,26,29
14,10,26,29
0,10,8,30
1,11,8,30
2,10,9,30
3,4,20,30
4,5,20,30
5,4,21,30
6,5,21,30
7,6,21,30
8,7,21,30
9,6,22,30
10,7,22,30
11,9,25,30
12,10,25,30
13,9,26,30
14,10,26,30
0,10,8,31
1,11,8,31
2,10,9,31
3,4,20,31
4,5,20,31
5,4,21,31
6,5,21,31
7,6,21,31
8,7,21,31
9,6,22,31
10,7,22,31
11,9,25,31
12,10,25,31
13,10,26,31
0,10,8,32
1,11,8,32
2,10,9,32
3,4,20,32
4,5,20,32
5,4,21,32
6,5,21,32
7,6,21,32
8,7,21,32
9,6,22,32
10,7,22,32
11,9,25,32
12,10,25,32
13,10,26,32
0,10,8,33
1,11,8,33
2,10,9,33
3,4,20,33
4,5,20,33
5,4,21,33
6,5,21,33
7,6,21,33
8,7,21,33
9,6,22,33
10,7,22,33
11,9,25,33
12,10,25,33
13,10,26,33
0,10,8,34
1,11,8,34
2,10,9,34
3,4,20,34
4,5,20,34
5,4,21,34
6,5,21,34
7,6,21,34
8,7,21,34
9,6,22,34
10,7,22,34
11,9,25,34
12,10,25,34
0,10,8,35
1,11,8,35
2,10,9,35
3,4,20,35
4,5,20,35
5,4,21,35
6,5,21,35
7,6,21,35
8,7,21,35
9,6,22,35
10,7,22,35
11,9,25,35
12,10,25,35
0,10,8,36
1,11,8,36
2,10,9,36
3,4,20,36
4,5,20,36
5,4,21,36
6,5,21,36
7,6,21,36
8,7,21,36
9,6,22,36
10,7,22,36
11,9,25,36
12,10,25,36
0,10,8,37
1,11,8,37
2,10,9,37
3,4,20,37
4,5,20,37
5,4,21,37
6,5,21,37
7,6,21,37
8,7,21,37
9,6,22,37
10,7,22,37
11,9,25,37
12,10,25,37
0,10,8,38
1,11,8,38
2,10,9,38
3,4,20,38
4,5,20,38
5,4,21,38
6,5,21,38
7,6,21,38
8,7,21,38
9,6,22,38
10,7,22,38
11,9,25,38
12,10,25,38
0,10,8,39
1,11,8,39
2,10,9,39
3,4,20,39
4,5,20,39
5,4,21,39
6,5,21,39
7,6,21,39
8,7,21,39
9,6,22,39
10,7,22,39
11,9,25,39
12,10,25,39
0,10,8,40
1,11,8,40
2,10,9,40
3,4,20,40
4,5,20,40
5,4,21,40
6,5,21,40
7,6,21,40
8,7,21,40
9,6,22,40
10,7,22,40
11,9,25,40
12,10,25,40
0,10,8,41
1,11,8,41
2,10,9,41
3,4,20,41
4,5,20,41
5,4,21,41
6,5,21,41
7,6,21,41
8,7,21,41
9,6,22,41
10,7,22,41
11,9,25,41
12,10,25,41
0,10,8,42
1,11,8,42
2,10,9,42
3,4,20,42
4,5,20,42
5,4,21,42
6,5,21,42
7,6,21,42
8,7,21,42
9,6,22,42
10,7,22,42
11,9,25,42
12,10,25,42
0,10,8,43
1,11,8,43
2,10,9,43
3,4,20,43
4,5,20,43
5,4,21,43
6,5,21,43
7,6,21,43
8,7,21,43
9,6,22,43
10,7,22,43
11,9,25,43
12,10,25,43
0,10,8,44
1,11,8,44
2,10,9,44
3,4,20,44
4,5,20,44
5,4,21,44
6,5,21,44
7,6,21,44
8,7,21,44
9,6,22,44
10,7,22,44
11,9,25,44
12,10,25,44
0,10,8,45
1,11,8,45
2,10,9,45
3,4,20,45
4,5,20,45
5,4,21,45
6,5,21,45
7,6,21,45
8,7,21,45
9,6,22,45
10,7,22,45
11,9,25,45
12,10,25,45
0,10,8,46
1,11,8,46
2,10,9,46
3,4,20,46
4,5,20,46
5,4,21,46
6,5,21,46
7,6,21,46
8,7,21,46
9,6,22,46
10,7,22,46
11,9,25,46
12,10,25,46
0,10,8,47
1,11,8,47
2,10,9,47
3,4,20,47
4,5,20,47
5,4,21,47
6,5,21,47
7,6,21,47
8,7,21,47
9,6,22,47
10,7,22,47
11,9,25,47
12,10,25,47
0,10,8,48
1,11,8,48
2,10,9,48
3,4,20,48
4,5,20,48
5,4,21,48
6,5,21,48
7,6,21,48
8,7,21,48
9,6,22,48
10,7,22,48
11,9,25,48
12,10,25,48
0,10,8,49
1,11,8,49
2,10,9,49
3,5,20,49
4,4,21,49
5,5,21,49
6,6,21,49
7,7,21,49
8,6,22,49
9,7,22,49
10,9,25,49
11,10,25,49
