,x,y,time,bird,type
0,11.0,24.0,1,1,communicators
1,12.0,22.0,2,1,communicators
2,14.0,20.0,3,1,communicators
3,13.0,20.0,4,1,communicators
4,12.0,20.0,5,1,communicators
5,12.0,23.0,6,1,communicators
6,10.0,22.0,7,1,communicators
7,8.0,23.0,8,1,communicators
8,10.0,22.0,9,1,communicators
9,8.0,24.0,10,1,communicators
10,8.0,22.0,11,1,communicators
11,7.0,23.0,12,1,communicators
12,8.0,25.0,13,1,communicators
13,10.0,26.0,14,1,communicators
14,11.0,28.0,15,1,communicators
15,9.0,26.0,16,1,communicators
16,10.0,27.0,17,1,communicators
17,9.0,29.0,18,1,communicators
18,10.0,27.0,19,1,communicators
19,10.0,24.0,20,1,communicators
20,9.0,24.0,21,1,communicators
21,6.0,24.0,22,1,communicators
22,6.0,26.0,23,1,communicators
23,8.0,26.0,24,1,communicators
24,8.0,27.0,25,1,communicators
25,9.0,29.0,26,1,communicators
26,9.0,29.0,27,1,communicators
27,9.0,27.0,28,1,communicators
28,9.0,26.0,29,1,communicators
29,8.0,28.0,30,1,communicators
30,9.0,26.0,31,1,communicators
31,9.0,26.0,32,1,communicators
32,11.0,28.0,33,1,communicators
33,10.0,26.0,34,1,communicators
34,10.0,23.0,35,1,communicators
35,12.0,22.0,36,1,communicators
36,11.0,20.0,37,1,communicators
37,11.0,17.0,38,1,communicators
38,11.0,20.0,39,1,communicators
39,11.0,18.0,40,1,communicators
40,11.0,15.0,41,1,communicators
41,11.0,12.0,42,1,communicators
42,9.0,14.0,43,1,communicators
43,10.0,14.0,44,1,communicators
44,10.0,17.0,45,1,communicators
45,8.0,16.0,46,1,communicators
46,10.0,14.0,47,1,communicators
47,8.0,16.0,48,1,communicators
48,6.0,18.0,49,1,communicators
49,0.0,0.0,50,1,communicators
0,2.0,5.0,1,2,communicators
1,1.0,7.0,2,2,communicators
2,0.0,7.0,3,2,communicators
3,2.0,5.0,4,2,communicators
4,1.0,6.0,5,2,communicators
5,0.0,4.0,6,2,communicators
6,2.0,3.0,7,2,communicators
7,0.0,1.0,8,2,communicators
8,3.0,1.0,9,2,communicators
9,4.0,3.0,10,2,communicators
10,2.0,4.0,11,2,communicators
11,0.0,3.0,12,2,communicators
12,1.0,4.0,13,2,communicators
13,2.0,6.0,14,2,communicators
14,2.0,5.0,15,2,communicators
15,3.0,7.0,16,2,communicators
16,3.0,9.0,17,2,communicators
17,2.0,8.0,18,2,communicators
18,5.0,8.0,19,2,communicators
19,8.0,8.0,20,2,communicators
20,6.0,6.0,21,2,communicators
21,4.0,5.0,22,2,communicators
22,5.0,3.0,23,2,communicators
23,7.0,2.0,24,2,communicators
24,7.0,4.0,25,2,communicators
25,6.0,5.0,26,2,communicators
26,4.0,5.0,27,2,communicators
27,6.0,4.0,28,2,communicators
28,7.0,5.0,29,2,communicators
29,9.0,5.0,30,2,communicators
30,9.0,7.0,31,2,communicators
31,11.0,5.0,32,2,communicators
32,10.0,6.0,33,2,communicators
33,10.0,9.0,34,2,communicators
34,12.0,7.0,35,2,communicators
35,15.0,7.0,36,2,communicators
36,13.0,7.0,37,2,communicators
37,10.0,7.0,38,2,communicators
38,10.0,10.0,39,2,communicators
39,13.0,10.0,40,2,communicators
40,14.0,11.0,41,2,communicators
41,12.0,9.0,42,2,communicators
42,10.0,11.0,43,2,communicators
43,10.0,12.0,44,2,communicators
44,9.0,13.0,45,2,communicators
45,9.0,13.0,46,2,communicators
46,11.0,14.0,47,2,communicators
47,9.0,16.0,48,2,communicators
48,7.0,18.0,49,2,communicators
49,0.0,0.0,50,2,communicators
0,21.0,18.0,1,3,communicators
1,23.0,17.0,2,3,communicators
2,24.0,19.0,3,3,communicators
3,24.0,20.0,4,3,communicators
4,25.0,18.0,5,3,communicators
5,26.0,17.0,6,3,communicators
6,24.0,16.0,7,3,communicators
7,26.0,18.0,8,3,communicators
8,26.0,16.0,9,3,communicators
9,26.0,15.0,10,3,communicators
10,25.0,14.0,11,3,communicators
11,24.0,16.0,12,3,communicators
12,24.0,16.0,13,3,communicators
13,22.0,18.0,14,3,communicators
14,23.0,17.0,15,3,communicators
15,21.0,19.0,16,3,communicators
16,21.0,21.0,17,3,communicators
17,22.0,21.0,18,3,communicators
18,20.0,19.0,19,3,communicators
19,18.0,17.0,20,3,communicators
20,20.0,17.0,21,3,communicators
21,20.0,15.0,22,3,communicators
22,22.0,15.0,23,3,communicators
23,22.0,13.0,24,3,communicators
24,21.0,13.0,25,3,communicators
25,21.0,12.0,26,3,communicators
26,24.0,12.0,27,3,communicators
27,26.0,13.0,28,3,communicators
28,24.0,15.0,29,3,communicators
29,21.0,15.0,30,3,communicators
30,19.0,17.0,31,3,communicators
31,18.0,15.0,32,3,communicators
32,16.0,14.0,33,3,communicators
33,14.0,12.0,34,3,communicators
34,13.0,12.0,35,3,communicators
35,13.0,13.0,36,3,communicators
36,14.0,11.0,37,3,communicators
37,12.0,9.0,38,3,communicators
38,12.0,12.0,39,3,communicators
39,10.0,12.0,40,3,communicators
40,7.0,12.0,41,3,communicators
41,9.0,10.0,42,3,communicators
42,9.0,13.0,43,3,communicators
43,7.0,14.0,44,3,communicators
44,5.0,12.0,45,3,communicators
45,3.0,14.0,46,3,communicators
46,4.0,14.0,47,3,communicators
47,4.0,17.0,48,3,communicators
48,4.0,20.0,49,3,communicators
49,0.0,0.0,50,3,communicators
0,22.0,5.0,1,4,communicators
1,23.0,3.0,2,4,communicators
2,23.0,3.0,3,4,communicators
3,25.0,1.0,4,4,communicators
4,25.0,4.0,5,4,communicators
5,26.0,6.0,6,4,communicators
6,25.0,7.0,7,4,communicators
7,25.0,4.0,8,4,communicators
8,23.0,3.0,9,4,communicators
9,24.0,2.0,10,4,communicators
10,25.0,4.0,11,4,communicators
11,23.0,3.0,12,4,communicators
12,25.0,2.0,13,4,communicators
13,27.0,2.0,14,4,communicators
14,26.0,2.0,15,4,communicators
15,24.0,0.0,16,4,communicators
16,25.0,0.0,17,4,communicators
17,23.0,0.0,18,4,communicators
18,21.0,2.0,19,4,communicators
19,18.0,2.0,20,4,communicators
20,18.0,4.0,21,4,communicators
21,20.0,6.0,22,4,communicators
22,20.0,5.0,23,4,communicators
23,18.0,3.0,24,4,communicators
24,17.0,4.0,25,4,communicators
25,17.0,6.0,26,4,communicators
26,19.0,8.0,27,4,communicators
27,22.0,8.0,28,4,communicators
28,22.0,11.0,29,4,communicators
29,22.0,14.0,30,4,communicators
30,20.0,16.0,31,4,communicators
31,19.0,15.0,32,4,communicators
32,17.0,16.0,33,4,communicators
33,15.0,14.0,34,4,communicators
34,14.0,12.0,35,4,communicators
35,15.0,13.0,36,4,communicators
36,17.0,11.0,37,4,communicators
37,14.0,11.0,38,4,communicators
38,14.0,14.0,39,4,communicators
39,16.0,14.0,40,4,communicators
40,16.0,11.0,41,4,communicators
41,14.0,9.0,42,4,communicators
42,12.0,11.0,43,4,communicators
43,11.0,13.0,44,4,communicators
44,11.0,16.0,45,4,communicators
45,12.0,18.0,46,4,communicators
46,10.0,20.0,47,4,communicators
47,7.0,20.0,48,4,communicators
48,4.0,20.0,49,4,communicators
49,0.0,0.0,50,4,communicators
0,24.0,7.0,1,5,communicators
1,22.0,9.0,2,5,communicators
2,23.0,8.0,3,5,communicators
3,21.0,9.0,4,5,communicators
4,20.0,9.0,5,5,communicators
5,20.0,7.0,6,5,communicators
6,21.0,9.0,7,5,communicators
7,24.0,9.0,8,5,communicators
8,23.0,8.0,9,5,communicators
9,26.0,8.0,10,5,communicators
10,27.0,10.0,11,5,communicators
11,25.0,8.0,12,5,communicators
12,26.0,7.0,13,5,communicators
13,24.0,9.0,14,5,communicators
14,24.0,11.0,15,5,communicators
15,24.0,14.0,16,5,communicators
16,22.0,12.0,17,5,communicators
17,19.0,12.0,18,5,communicators
18,16.0,12.0,19,5,communicators
19,14.0,10.0,20,5,communicators
20,12.0,10.0,21,5,communicators
21,11.0,10.0,22,5,communicators
22,11.0,13.0,23,5,communicators
23,12.0,12.0,24,5,communicators
24,13.0,14.0,25,5,communicators
25,14.0,16.0,26,5,communicators
26,15.0,16.0,27,5,communicators
27,13.0,16.0,28,5,communicators
28,13.0,19.0,29,5,communicators
29,11.0,19.0,30,5,communicators
30,11.0,22.0,31,5,communicators
31,11.0,23.0,32,5,communicators
32,10.0,25.0,33,5,communicators
33,10.0,26.0,34,5,communicators
34,8.0,25.0,35,5,communicators
35,7.0,25.0,36,5,communicators
36,8.0,25.0,37,5,communicators
37,8.0,22.0,38,5,communicators
38,8.0,25.0,39,5,communicators
39,6.0,26.0,40,5,communicators
40,4.0,28.0,41,5,communicators
41,6.0,27.0,42,5,communicators
42,6.0,24.0,43,5,communicators
43,5.0,22.0,44,5,communicators
44,3.0,24.0,45,5,communicators
45,5.0,24.0,46,5,communicators
46,6.0,22.0,47,5,communicators
47,6.0,21.0,48,5,communicators
