,x,y,time
0,26,13,1
1,27,13,1
2,28,13,1
3,26,14,1
4,27,14,1
5,28,14,1
6,26,15,1
7,27,15,1
8,28,15,1
9,5,24,1
10,6,24,1
11,7,24,1
12,5,25,1
13,6,25,1
14,7,25,1
15,5,26,1
16,6,26,1
17,7,26,1
0,26,13,2
1,27,13,2
2,28,13,2
3,26,14,2
4,27,14,2
5,28,14,2
6,26,15,2
7,27,15,2
8,28,15,2
9,5,24,2
10,6,24,2
11,7,24,2
12,5,25,2
13,6,25,2
14,7,25,2
15,5,26,2
16,6,26,2
17,7,26,2
0,26,13,3
1,27,13,3
2,28,13,3
3,26,14,3
4,27,14,3
5,28,14,3
6,26,15,3
7,27,15,3
8,28,15,3
9,5,24,3
10,6,24,3
11,7,24,3
12,5,25,3
13,6,25,3
14,7,25,3
15,5,26,3
16,6,26,3
17,7,26,3
0,26,13,4
1,27,13,4
2,28,13,4
3,26,14,4
4,27,14,4
5,28,14,4
6,26,15,4
7,27,15,4
8,28,15,4
9,5,24,4
10,6,24,4
11,7,24,4
12,5,25,4
13,6,25,4
14,7,25,4
15,5,26,4
16,6,26,4
17,7,26,4
0,26,13,5
1,27,13,5
2,28,13,5
3,27,14,5
4,28,14,5
5,26,15,5
6,27,15,5
7,28,15,5
8,5,24,5
9,6,24,5
10,7,24,5
11,5,25,5
12,6,25,5
13,7,25,5
14,5,26,5
15,6,26,5
0,26,13,6
1,27,13,6
2,28,13,6
3,27,14,6
4,28,14,6
5,27,15,6
6,28,15,6
7,5,24,6
8,6,24,6
9,7,24,6
10,5,25,6
11,6,25,6
12,7,25,6
13,5,26,6
14,6,26,6
0,26,13,7
1,27,13,7
2,28,13,7
3,27,14,7
4,27,15,7
5,28,15,7
6,6,24,7
7,7,24,7
8,5,25,7
9,6,25,7
10,7,25,7
11,5,26,7
12,6,26,7
0,27,13,8
1,28,13,8
2,27,14,8
3,27,15,8
4,28,15,8
5,6,24,8
6,7,24,8
7,6,25,8
8,7,25,8
9,5,26,8
10,6,26,8
0,27,13,9
1,28,13,9
2,27,14,9
3,27,15,9
4,6,24,9
5,7,24,9
6,6,25,9
7,5,26,9
8,6,26,9
0,27,13,10
1,28,13,10
2,27,15,10
3,7,24,10
4,6,25,10
5,5,26,10
6,6,26,10
0,28,13,11
1,27,15,11
2,6,25,11
3,5,26,11
4,6,26,11
0,28,13,12
1,6,25,12
2,5,26,12
0,5,26,13
0,15,14,14
1,16,14,14
2,17,14,14
3,15,15,14
4,16,15,14
5,17,15,14
6,15,16,14
7,16,16,14
8,17,16,14
9,20,24,14
10,21,24,14
11,22,24,14
12,20,25,14
13,21,25,14
14,22,25,14
15,20,26,14
16,21,26,14
17,22,26,14
0,15,14,15
1,16,14,15
2,17,14,15
3,15,15,15
4,16,15,15
5,17,15,15
6,15,16,15
7,16,16,15
8,17,16,15
9,20,24,15
10,21,24,15
11,22,24,15
12,20,25,15
13,21,25,15
14,22,25,15
15,20,26,15
16,21,26,15
17,22,26,15
0,15,14,16
1,16,14,16
2,17,14,16
3,15,15,16
4,16,15,16
5,17,15,16
6,15,16,16
7,16,16,16
8,17,16,16
9,20,24,16
10,21,24,16
11,22,24,16
12,20,25,16
13,21,25,16
14,22,25,16
15,20,26,16
16,21,26,16
17,22,26,16
0,15,14,17
1,16,14,17
2,17,14,17
3,15,15,17
4,16,15,17
5,17,15,17
6,15,16,17
7,16,16,17
8,17,16,17
9,20,24,17
10,21,24,17
11,22,24,17
12,20,25,17
13,21,25,17
14,22,25,17
15,20,26,17
16,21,26,17
17,22,26,17
0,15,14,18
1,16,14,18
2,17,14,18
3,15,15,18
4,16,15,18
5,17,15,18
6,15,16,18
7,16,16,18
8,17,16,18
9,20,24,18
10,21,24,18
11,22,24,18
12,20,25,18
13,21,25,18
14,22,25,18
15,20,26,18
16,21,26,18
17,22,26,18
0,15,14,19
1,16,14,19
2,17,14,19
3,15,15,19
4,16,15,19
5,17,15,19
6,15,16,19
7,16,16,19
8,17,16,19
9,20,24,19
10,21,24,19
11,22,24,19
12,20,25,19
13,21,25,19
14,22,25,19
15,20,26,19
16,21,26,19
17,22,26,19
0,15,14,20
1,16,14,20
2,17,14,20
3,15,15,20
4,16,15,20
5,17,15,20
6,15,16,20
7,16,16,20
8,17,16,20
9,20,24,20
10,21,24,20
11,22,24,20
12,20,25,20
13,21,25,20
14,22,25,20
15,20,26,20
16,21,26,20
17,22,26,20
0,15,14,21
1,16,14,21
2,17,14,21
3,15,15,21
4,16,15,21
5,17,15,21
6,15,16,21
7,16,16,21
8,17,16,21
9,20,24,21
10,21,24,21
11,22,24,21
12,20,25,21
13,21,25,21
14,22,25,21
15,20,26,21
16,21,26,21
17,22,26,21
0,15,14,22
1,16,14,22
2,17,14,22
3,15,15,22
4,16,15,22
5,17,15,22
6,15,16,22
7,16,16,22
8,17,16,22
9,20,24,22
10,21,24,22
11,22,24,22
12,20,25,22
13,21,25,22
14,22,25,22
15,20,26,22
16,21,26,22
17,22,26,22
0,15,14,23
1,16,14,23
2,17,14,23
3,15,15,23
4,16,15,23
5,17,15,23
6,15,16,23
7,16,16,23
8,17,16,23
9,20,24,23
10,21,24,23
11,22,24,23
12,20,25,23
13,21,25,23
14,22,25,23
15,20,26,23
16,21,26,23
17,22,26,23
0,15,14,24
1,16,14,24
2,17,14,24
3,15,15,24
4,16,15,24
5,17,15,24
6,15,16,24
7,16,16,24
8,17,16,24
9,20,24,24
10,21,24,24
11,22,24,24
12,20,25,24
13,21,25,24
14,22,25,24
15,20,26,24
16,21,26,24
17,22,26,24
0,15,14,25
1,16,14,25
2,17,14,25
3,15,15,25
4,16,15,25
5,17,15,25
6,15,16,25
7,16,16,25
8,17,16,25
9,20,24,25
10,21,24,25
11,22,24,25
12,20,25,25
13,21,25,25
14,22,25,25
15,20,26,25
16,21,26,25
17,22,26,25
0,15,14,26
1,16,14,26
2,17,14,26
3,15,15,26
4,16,15,26
5,17,15,26
6,15,16,26
7,16,16,26
8,17,16,26
9,20,24,26
10,21,24,26
11,22,24,26
12,20,25,26
13,21,25,26
14,22,25,26
15,20,26,26
16,21,26,26
17,22,26,26
0,15,14,27
1,16,14,27
2,17,14,27
3,15,15,27
4,16,15,27
5,17,15,27
6,16,16,27
7,17,16,27
8,20,24,27
9,21,24,27
10,22,24,27
11,20,25,27
12,21,25,27
13,22,25,27
14,20,26,27
15,21,26,27
16,22,26,27
0,15,14,28
1,16,14,28
2,15,15,28
3,16,15,28
4,17,15,28
5,16,16,28
6,17,16,28
7,20,24,28
8,21,24,28
9,22,24,28
10,20,25,28
11,21,25,28
12,22,25,28
13,20,26,28
14,21,26,28
15,22,26,28
0,15,14,29
1,16,14,29
2,16,15,29
3,17,15,29
4,16,16,29
5,17,16,29
6,20,24,29
7,21,24,29
8,22,24,29
9,20,25,29
10,21,25,29
11,22,25,29
12,20,26,29
13,21,26,29
14,22,26,29
0,15,14,30
1,16,14,30
2,16,15,30
3,17,15,30
4,16,16,30
5,20,24,30
6,21,24,30
7,22,24,30
8,20,25,30
9,21,25,30
10,22,25,30
11,20,26,30
12,21,26,30
13,22,26,30
0,16,14,31
1,16,15,31
2,17,15,31
3,16,16,31
4,20,24,31
5,21,24,31
6,22,24,31
7,20,25,31
8,21,25,31
9,22,25,31
10,20,26,31
11,21,26,31
12,22,26,31
0,16,15,32
1,17,15,32
2,16,16,32
3,20,24,32
4,21,24,32
5,22,24,32
6,20,25,32
7,21,25,32
8,22,25,32
9,20,26,32
10,21,26,32
11,22,26,32
0,17,15,33
1,16,16,33
2,20,24,33
3,21,24,33
4,22,24,33
5,20,25,33
6,21,25,33
7,22,25,33
8,20,26,33
9,21,26,33
10,22,26,33
0,17,15,34
1,20,24,34
2,21,24,34
3,22,24,34
4,20,25,34
5,21,25,34
6,22,25,34
7,20,26,34
8,21,26,34
9,22,26,34
0,20,24,35
1,21,24,35
2,22,24,35
3,20,25,35
4,21,25,35
5,22,25,35
6,20,26,35
7,21,26,35
8,22,26,35
0,20,24,36
1,21,24,36
2,22,24,36
3,20,25,36
4,21,25,36
5,22,25,36
6,20,26,36
7,21,26,36
8,22,26,36
0,20,24,37
1,21,24,37
2,22,24,37
3,20,25,37
4,21,25,37
5,22,25,37
6,20,26,37
7,21,26,37
8,22,26,37
0,20,24,38
1,21,24,38
2,22,24,38
3,20,25,38
4,21,25,38
5,22,25,38
6,20,26,38
7,21,26,38
8,22,26,38
0,20,24,39
1,21,24,39
2,22,24,39
3,20,25,39
4,21,25,39
5,22,25,39
6,20,26,39
7,21,26,39
8,22,26,39
0,20,24,40
1,21,24,40
2,22,24,40
3,20,25,40
4,21,25,40
5,22,25,40
6,20,26,40
7,21,26,40
8,22,26,40
0,20,24,41
1,21,24,41
2,22,24,41
3,20,25,41
4,21,25,41
5,22,25,41
6,20,26,41
7,21,26,41
8,22,26,41
0,20,24,42
1,21,24,42
2,22,24,42
3,20,25,42
4,21,25,42
5,22,25,42
6,20,26,42
7,21,26,42
8,22,26,42
0,20,24,43
1,22,24,43
2,20,25,43
3,21,25,43
4,22,25,43
5,20,26,43
6,21,26,43
7,22,26,43
0,22,24,44
1,20,25,44
2,21,25,44
3,22,25,44
4,20,26,44
5,21,26,44
6,22,26,44
0,20,25,45
1,21,25,45
2,22,25,45
3,20,26,45
4,21,26,45
5,22,26,45
0,20,25,46
1,21,25,46
2,22,25,46
3,20,26,46
4,21,26,46
0,20,25,47
1,21,25,47
2,22,25,47
3,21,26,47
0,20,25,48
1,21,25,48
2,21,26,48
0,20,25,49
1,21,25,49
