,x,y,time,bird,type
0,5.0,23.0,1,1,communicators
1,5.0,20.0,2,1,communicators
2,7.0,18.0,3,1,communicators
3,9.0,16.0,4,1,communicators
4,11.0,16.0,5,1,communicators
5,13.0,16.0,6,1,communicators
6,12.0,17.0,7,1,communicators
7,13.0,15.0,8,1,communicators
8,14.0,17.0,9,1,communicators
9,13.0,17.0,10,1,communicators
10,11.0,15.0,11,1,communicators
11,12.0,14.0,12,1,communicators
12,13.0,14.0,13,1,communicators
13,14.0,16.0,14,1,communicators
14,12.0,16.0,15,1,communicators
15,11.0,17.0,16,1,communicators
16,11.0,14.0,17,1,communicators
17,11.0,16.0,18,1,communicators
18,14.0,16.0,19,1,communicators
19,14.0,15.0,20,1,communicators
20,16.0,13.0,21,1,communicators
21,17.0,11.0,22,1,communicators
22,16.0,11.0,23,1,communicators
23,18.0,10.0,24,1,communicators
24,19.0,10.0,25,1,communicators
25,17.0,8.0,26,1,communicators
26,18.0,7.0,27,1,communicators
27,18.0,8.0,28,1,communicators
28,20.0,8.0,29,1,communicators
29,22.0,8.0,30,1,communicators
30,22.0,9.0,31,1,communicators
31,23.0,7.0,32,1,communicators
32,24.0,8.0,33,1,communicators
33,26.0,9.0,34,1,communicators
34,25.0,8.0,35,1,communicators
35,28.0,8.0,36,1,communicators
36,28.0,5.0,37,1,communicators
37,26.0,5.0,38,1,communicators
38,26.0,6.0,39,1,communicators
39,28.0,5.0,40,1,communicators
40,28.0,7.0,41,1,communicators
41,25.0,7.0,42,1,communicators
42,28.0,7.0,43,1,communicators
43,28.0,9.0,44,1,communicators
44,27.0,10.0,45,1,communicators
45,25.0,11.0,46,1,communicators
46,27.0,9.0,47,1,communicators
47,28.0,10.0,48,1,communicators
48,29.0,10.0,49,1,communicators
49,27.0,11.0,50,1,communicators
50,25.0,9.0,51,1,communicators
51,25.0,8.0,52,1,communicators
52,27.0,10.0,53,1,communicators
53,26.0,11.0,54,1,communicators
54,26.0,10.0,55,1,communicators
55,25.0,10.0,56,1,communicators
56,28.0,10.0,57,1,communicators
57,28.0,10.0,58,1,communicators
58,28.0,13.0,59,1,communicators
59,28.0,14.0,60,1,communicators
60,25.0,14.0,61,1,communicators
61,26.0,14.0,62,1,communicators
62,27.0,14.0,63,1,communicators
63,27.0,11.0,64,1,communicators
64,29.0,13.0,65,1,communicators
65,27.0,11.0,66,1,communicators
66,28.0,13.0,67,1,communicators
67,27.0,13.0,68,1,communicators
68,27.0,16.0,69,1,communicators
69,27.0,13.0,70,1,communicators
70,27.0,14.0,71,1,communicators
71,29.0,15.0,72,1,communicators
72,29.0,17.0,73,1,communicators
73,29.0,15.0,74,1,communicators
74,29.0,13.0,75,1,communicators
75,27.0,15.0,76,1,communicators
76,25.0,15.0,77,1,communicators
77,27.0,13.0,78,1,communicators
78,29.0,13.0,79,1,communicators
79,28.0,14.0,80,1,communicators
80,29.0,15.0,81,1,communicators
81,29.0,17.0,82,1,communicators
82,27.0,17.0,83,1,communicators
83,27.0,20.0,84,1,communicators
84,25.0,19.0,85,1,communicators
85,25.0,19.0,86,1,communicators
86,22.0,19.0,87,1,communicators
87,19.0,19.0,88,1,communicators
88,19.0,16.0,89,1,communicators
