,x,y,time,forager,type
56,13.0,17.0,57,7,communicators
57,13.0,19.0,58,7,communicators
58,12.0,18.0,59,7,communicators
59,13.0,17.0,60,7,communicators
60,13.0,20.0,61,7,communicators
61,15.0,21.0,62,7,communicators
62,17.0,21.0,63,7,communicators
63,17.0,22.0,64,7,communicators
64,16.0,22.0,65,7,communicators
65,18.0,23.0,66,7,communicators
66,17.0,24.0,67,7,communicators
67,17.0,24.0,68,7,communicators
68,17.0,21.0,69,7,communicators
69,15.0,21.0,70,7,communicators
70,13.0,19.0,71,7,communicators
71,13.0,21.0,72,7,communicators
72,11.0,20.0,73,7,communicators
73,11.0,23.0,74,7,communicators
74,14.0,23.0,75,7,communicators
75,12.0,23.0,76,7,communicators
76,12.0,22.0,77,7,communicators
77,11.0,24.0,78,7,communicators
78,11.0,26.0,79,7,communicators
79,12.0,26.0,80,7,communicators
80,13.0,27.0,81,7,communicators
81,12.0,29.0,82,7,communicators
82,12.0,29.0,83,7,communicators
83,14.0,28.0,84,7,communicators
84,13.0,26.0,85,7,communicators
85,15.0,28.0,86,7,communicators
86,18.0,28.0,87,7,communicators
87,20.0,26.0,88,7,communicators
88,20.0,25.0,89,7,communicators
89,21.0,23.0,90,7,communicators
90,20.0,25.0,91,7,communicators
91,21.0,23.0,92,7,communicators
92,18.0,23.0,93,7,communicators
93,19.0,25.0,94,7,communicators
94,20.0,23.0,95,7,communicators
95,19.0,21.0,96,7,communicators
96,19.0,18.0,97,7,communicators
97,19.0,15.0,98,7,communicators
98,22.0,15.0,99,7,communicators
99,21.0,15.0,100,7,communicators
100,22.0,15.0,101,7,communicators
101,24.0,16.0,102,7,communicators
102,22.0,18.0,103,7,communicators
103,23.0,19.0,104,7,communicators
104,21.0,17.0,105,7,communicators
105,19.0,19.0,106,7,communicators
106,18.0,18.0,107,7,communicators
107,18.0,15.0,108,7,communicators
108,20.0,17.0,109,7,communicators
109,20.0,20.0,110,7,communicators
110,19.0,20.0,111,7,communicators
111,20.0,19.0,112,7,communicators
112,21.0,18.0,113,7,communicators
113,20.0,18.0,114,7,communicators
114,19.0,19.0,115,7,communicators
115,20.0,19.0,116,7,communicators
116,19.0,19.0,117,7,communicators
117,20.0,18.0,118,7,communicators
118,19.0,20.0,119,7,communicators
119,0.0,0.0,120,7,communicators
0,17.0,27.0,1,8,communicators
1,15.0,25.0,2,8,communicators
2,13.0,23.0,3,8,communicators
3,12.0,23.0,4,8,communicators
4,12.0,22.0,5,8,communicators
5,13.0,22.0,6,8,communicators
6,12.0,24.0,7,8,communicators
7,13.0,24.0,8,8,communicators
8,11.0,23.0,9,8,communicators
9,13.0,21.0,10,8,communicators
10,14.0,22.0,11,8,communicators
11,11.0,22.0,12,8,communicators
12,12.0,21.0,13,8,communicators
13,14.0,23.0,14,8,communicators
14,14.0,24.0,15,8,communicators
15,11.0,24.0,16,8,communicators
16,11.0,21.0,17,8,communicators
17,13.0,23.0,18,8,communicators
18,12.0,23.0,19,8,communicators
19,12.0,22.0,20,8,communicators
20,13.0,22.0,21,8,communicators
21,12.0,24.0,22,8,communicators
22,12.0,21.0,23,8,communicators
23,14.0,23.0,24,8,communicators
24,11.0,23.0,25,8,communicators
25,11.0,22.0,26,8,communicators
26,14.0,22.0,27,8,communicators
27,14.0,24.0,28,8,communicators
28,14.0,21.0,29,8,communicators
29,11.0,21.0,30,8,communicators
30,11.0,24.0,31,8,communicators
31,13.0,24.0,32,8,communicators
32,13.0,21.0,33,8,communicators
33,13.0,18.0,34,8,communicators
34,15.0,17.0,35,8,communicators
35,12.0,17.0,36,8,communicators
36,13.0,15.0,37,8,communicators
37,12.0,14.0,38,8,communicators
38,12.0,12.0,39,8,communicators
39,14.0,11.0,40,8,communicators
40,15.0,9.0,41,8,communicators
41,12.0,9.0,42,8,communicators
42,10.0,8.0,43,8,communicators
43,12.0,10.0,44,8,communicators
44,11.0,12.0,45,8,communicators
45,9.0,12.0,46,8,communicators
46,9.0,11.0,47,8,communicators
47,11.0,11.0,48,8,communicators
48,12.0,12.0,49,8,communicators
49,9.0,12.0,50,8,communicators
50,9.0,14.0,51,8,communicators
51,11.0,12.0,52,8,communicators
52,12.0,10.0,53,8,communicators
53,12.0,10.0,54,8,communicators
54,15.0,10.0,55,8,communicators
55,13.0,9.0,56,8,communicators
56,15.0,10.0,57,8,communicators
57,13.0,9.0,58,8,communicators
58,13.0,9.0,59,8,communicators
59,15.0,8.0,60,8,communicators
60,14.0,8.0,61,8,communicators
61,14.0,5.0,62,8,communicators
62,14.0,6.0,63,8,communicators
63,16.0,8.0,64,8,communicators
64,16.0,10.0,65,8,communicators
65,16.0,11.0,66,8,communicators
66,15.0,10.0,67,8,communicators
67,12.0,10.0,68,8,communicators
68,10.0,12.0,69,8,communicators
69,10.0,11.0,70,8,communicators
70,12.0,12.0,71,8,communicators
71,13.0,13.0,72,8,communicators
72,13.0,16.0,73,8,communicators
73,15.0,14.0,74,8,communicators
74,14.0,14.0,75,8,communicators
75,12.0,14.0,76,8,communicators
76,10.0,15.0,77,8,communicators
77,12.0,16.0,78,8,communicators
78,11.0,14.0,79,8,communicators
79,8.0,14.0,80,8,communicators
80,5.0,14.0,81,8,communicators
81,3.0,16.0,82,8,communicators
82,3.0,15.0,83,8,communicators
83,4.0,16.0,84,8,communicators
84,2.0,16.0,85,8,communicators
85,3.0,17.0,86,8,communicators
86,2.0,17.0,87,8,communicators
87,2.0,15.0,88,8,communicators
88,3.0,14.0,89,8,communicators
89,4.0,14.0,90,8,communicators
90,4.0,17.0,91,8,communicators
91,3.0,16.0,92,8,communicators
92,5.0,16.0,93,8,communicators
93,5.0,15.0,94,8,communicators
94,3.0,15.0,95,8,communicators
95,2.0,14.0,96,8,communicators
96,4.0,16.0,97,8,communicators
97,5.0,17.0,98,8,communicators
98,3.0,17.0,99,8,communicators
99,2.0,16.0,100,8,communicators
100,4.0,15.0,101,8,communicators
101,2.0,17.0,102,8,communicators
102,2.0,15.0,103,8,communicators
103,3.0,14.0,104,8,communicators
104,5.0,16.0,105,8,communicators
105,4.0,17.0,106,8,communicators
106,4.0,14.0,107,8,communicators
107,2.0,14.0,108,8,communicators
108,5.0,14.0,109,8,communicators
109,5.0,17.0,110,8,communicators
110,5.0,15.0,111,8,communicators
111,3.0,16.0,112,8,communicators
112,2.0,16.0,113,8,communicators
113,3.0,17.0,114,8,communicators
114,3.0,15.0,115,8,communicators
115,2.0,17.0,116,8,communicators
116,4.0,15.0,117,8,communicators
117,4.0,18.0,118,8,communicators
118,4.0,20.0,119,8,communicators
119,0.0,0.0,120,8,communicators
0,27.0,28.0,1,9,communicators
1,29.0,29.0,2,9,communicators
2,26.0,29.0,3,9,communicators
3,27.0,27.0,4,9,communicators
4,25.0,28.0,5,9,communicators
5,23.0,26.0,6,9,communicators
6,23.0,23.0,7,9,communicators
7,25.0,23.0,8,9,communicators
8,25.0,20.0,9,9,communicators
9,23.0,20.0,10,9,communicators
10,21.0,19.0,11,9,communicators
11,20.0,20.0,12,9,communicators
12,20.0,17.0,13,9,communicators
13,21.0,17.0,14,9,communicators
14,19.0,18.0,15,9,communicators
15,17.0,20.0,16,9,communicators
16,15.0,22.0,17,9,communicators
17,13.0,23.0,18,9,communicators
18,12.0,23.0,19,9,communicators
19,12.0,22.0,20,9,communicators
20,13.0,22.0,21,9,communicators
21,12.0,24.0,22,9,communicators
22,12.0,21.0,23,9,communicators
23,14.0,23.0,24,9,communicators
24,11.0,23.0,25,9,communicators
25,11.0,22.0,26,9,communicators
26,14.0,22.0,27,9,communicators
27,14.0,24.0,28,9,communicators
28,14.0,21.0,29,9,communicators
29,11.0,21.0,30,9,communicators
30,11.0,24.0,31,9,communicators
31,13.0,24.0,32,9,communicators
32,13.0,21.0,33,9,communicators
33,14.0,22.0,34,9,communicators
34,14.0,22.0,35,9,communicators
35,13.0,23.0,36,9,communicators
36,11.0,21.0,37,9,communicators
37,11.0,19.0,38,9,communicators
38,10.0,20.0,39,9,communicators
39,10.0,23.0,40,9,communicators
40,9.0,21.0,41,9,communicators
41,7.0,23.0,42,9,communicators
42,5.0,25.0,43,9,communicators
43,3.0,26.0,44,9,communicators
44,2.0,26.0,45,9,communicators
45,2.0,25.0,46,9,communicators
46,2.0,27.0,47,9,communicators
47,3.0,25.0,48,9,communicators
48,3.0,27.0,49,9,communicators
49,2.0,26.0,50,9,communicators
50,3.0,26.0,51,9,communicators
51,2.0,24.0,52,9,communicators
52,1.0,26.0,53,9,communicators
53,2.0,25.0,54,9,communicators
54,3.0,24.0,55,9,communicators
55,1.0,25.0,56,9,communicators
56,1.0,27.0,57,9,communicators
57,4.0,27.0,58,9,communicators
58,4.0,25.0,59,9,communicators
59,4.0,24.0,60,9,communicators
60,1.0,24.0,61,9,communicators
61,3.0,25.0,62,9,communicators
62,4.0,26.0,63,9,communicators
63,2.0,27.0,64,9,communicators
64,3.0,27.0,65,9,communicators
65,1.0,26.0,66,9,communicators
66,2.0,24.0,67,9,communicators
67,3.0,24.0,68,9,communicators
68,1.0,25.0,69,9,communicators
69,1.0,27.0,70,9,communicators
70,4.0,27.0,71,9,communicators
71,4.0,24.0,72,9,communicators
72,4.0,25.0,73,9,communicators
73,2.0,26.0,74,9,communicators
74,1.0,24.0,75,9,communicators
75,3.0,26.0,76,9,communicators
76,2.0,25.0,77,9,communicators
77,4.0,26.0,78,9,communicators
78,2.0,24.0,79,9,communicators
79,2.0,23.0,80,9,communicators
80,2.0,22.0,81,9,communicators
81,3.0,22.0,82,9,communicators
82,3.0,23.0,83,9,communicators
83,2.0,21.0,84,9,communicators
84,3.0,21.0,85,9,communicators
85,3.0,24.0,86,9,communicators
86,1.0,23.0,87,9,communicators
87,1.0,22.0,88,9,communicators
88,4.0,22.0,89,9,communicators
89,4.0,21.0,90,9,communicators
90,1.0,21.0,91,9,communicators
91,1.0,24.0,92,9,communicators
92,4.0,24.0,93,9,communicators
93,4.0,23.0,94,9,communicators
94,2.0,23.0,95,9,communicators
95,2.0,22.0,96,9,communicators
96,3.0,22.0,97,9,communicators
97,3.0,23.0,98,9,communicators
98,2.0,21.0,99,9,communicators
99,3.0,21.0,100,9,communicators
100,3.0,24.0,101,9,communicators
101,2.0,24.0,102,9,communicators
102,1.0,23.0,103,9,communicators
103,1.0,22.0,104,9,communicators
104,4.0,22.0,105,9,communicators
105,4.0,21.0,106,9,communicators
106,1.0,21.0,107,9,communicators
107,1.0,24.0,108,9,communicators
108,4.0,24.0,109,9,communicators
109,4.0,23.0,110,9,communicators
110,3.0,24.0,111,9,communicators
111,5.0,22.0,112,9,communicators
112,3.0,20.0,113,9,communicators
113,3.0,17.0,114,9,communicators
114,3.0,15.0,115,9,communicators
115,2.0,17.0,116,9,communicators
116,4.0,15.0,117,9,communicators
117,4.0,18.0,118,9,communicators
118,4.0,20.0,119,9,communicators
119,0.0,0.0,120,9,communicators
