,x,y,time
0,20,10,1
1,21,10,1
2,22,10,1
3,20,11,1
4,21,11,1
5,22,11,1
6,20,12,1
7,21,12,1
8,22,12,1
9,22,24,1
10,23,24,1
11,24,24,1
12,22,25,1
13,23,25,1
14,24,25,1
15,22,26,1
16,23,26,1
17,24,26,1
0,20,10,2
1,21,10,2
2,22,10,2
3,20,11,2
4,21,11,2
5,22,11,2
6,20,12,2
7,21,12,2
8,22,12,2
9,22,24,2
10,23,24,2
11,24,24,2
12,22,25,2
13,23,25,2
14,24,25,2
15,22,26,2
16,23,26,2
17,24,26,2
0,20,10,3
1,21,10,3
2,22,10,3
3,20,11,3
4,21,11,3
5,22,11,3
6,20,12,3
7,21,12,3
8,22,12,3
9,22,24,3
10,24,24,3
11,22,25,3
12,23,25,3
13,24,25,3
14,22,26,3
15,23,26,3
16,24,26,3
0,20,10,4
1,21,10,4
2,22,10,4
3,20,11,4
4,21,11,4
5,22,11,4
6,20,12,4
7,21,12,4
8,22,12,4
9,22,24,4
10,24,24,4
11,22,25,4
12,23,25,4
13,22,26,4
14,23,26,4
15,24,26,4
0,20,10,5
1,21,10,5
2,22,10,5
3,20,11,5
4,21,11,5
5,22,11,5
6,20,12,5
7,21,12,5
8,22,12,5
9,22,24,5
10,24,24,5
11,22,25,5
12,23,25,5
13,22,26,5
14,24,26,5
0,20,10,6
1,21,10,6
2,22,10,6
3,20,11,6
4,21,11,6
5,22,11,6
6,20,12,6
7,21,12,6
8,22,12,6
9,22,24,6
10,24,24,6
11,22,25,6
12,23,25,6
13,22,26,6
0,20,10,7
1,21,10,7
2,22,10,7
3,20,11,7
4,21,11,7
5,22,11,7
6,20,12,7
7,21,12,7
8,22,12,7
9,22,24,7
10,24,24,7
11,23,25,7
12,22,26,7
0,20,10,8
1,21,10,8
2,22,10,8
3,20,11,8
4,21,11,8
5,22,11,8
6,20,12,8
7,21,12,8
8,22,12,8
9,22,24,8
10,23,25,8
11,22,26,8
0,20,10,9
1,21,10,9
2,22,10,9
3,20,11,9
4,21,11,9
5,22,11,9
6,20,12,9
7,21,12,9
8,22,12,9
9,23,25,9
10,22,26,9
0,20,10,10
1,21,10,10
2,22,10,10
3,20,11,10
4,21,11,10
5,22,11,10
6,20,12,10
7,21,12,10
8,22,12,10
9,22,26,10
0,20,10,11
1,21,10,11
2,22,10,11
3,20,11,11
4,21,11,11
5,22,11,11
6,20,12,11
7,21,12,11
8,22,12,11
0,20,10,12
1,21,10,12
2,22,10,12
3,20,11,12
4,21,11,12
5,22,11,12
6,20,12,12
7,21,12,12
8,22,12,12
0,20,10,13
1,21,10,13
2,22,10,13
3,20,11,13
4,21,11,13
5,22,11,13
6,20,12,13
7,21,12,13
8,22,12,13
0,20,10,14
1,21,10,14
2,22,10,14
3,20,11,14
4,21,11,14
5,22,11,14
6,20,12,14
7,21,12,14
8,22,12,14
0,20,10,15
1,21,10,15
2,22,10,15
3,20,11,15
4,21,11,15
5,22,11,15
6,20,12,15
7,21,12,15
8,22,12,15
0,20,10,16
1,21,10,16
2,22,10,16
3,20,11,16
4,21,11,16
5,20,12,16
6,21,12,16
7,22,12,16
0,20,10,17
1,21,10,17
2,22,10,17
3,21,11,17
4,20,12,17
5,21,12,17
6,22,12,17
0,20,10,18
1,22,10,18
2,21,11,18
3,20,12,18
4,21,12,18
5,22,12,18
0,20,10,19
1,22,10,19
2,21,11,19
3,20,12,19
4,22,12,19
0,20,10,20
1,21,11,20
2,20,12,20
3,22,12,20
0,20,10,21
1,21,11,21
2,22,12,21
0,20,10,22
1,21,11,22
0,21,11,23
0,16,12,24
1,17,12,24
2,18,12,24
3,7,13,24
4,8,13,24
5,9,13,24
6,16,13,24
7,17,13,24
8,18,13,24
9,7,14,24
10,8,14,24
11,9,14,24
12,16,14,24
13,17,14,24
14,18,14,24
15,7,15,24
16,8,15,24
17,9,15,24
0,16,12,25
1,17,12,25
2,18,12,25
3,7,13,25
4,8,13,25
5,9,13,25
6,16,13,25
7,17,13,25
8,18,13,25
9,7,14,25
10,8,14,25
11,9,14,25
12,16,14,25
13,17,14,25
14,18,14,25
15,7,15,25
16,8,15,25
17,9,15,25
0,16,12,26
1,17,12,26
2,18,12,26
3,7,13,26
4,8,13,26
5,9,13,26
6,16,13,26
7,18,13,26
8,7,14,26
9,8,14,26
10,9,14,26
11,16,14,26
12,17,14,26
13,18,14,26
14,7,15,26
15,8,15,26
16,9,15,26
0,16,12,27
1,17,12,27
2,18,12,27
3,7,13,27
4,8,13,27
5,9,13,27
6,18,13,27
7,7,14,27
8,8,14,27
9,9,14,27
10,16,14,27
11,17,14,27
12,18,14,27
13,7,15,27
14,8,15,27
15,9,15,27
0,16,12,28
1,17,12,28
2,18,12,28
3,7,13,28
4,8,13,28
5,9,13,28
6,7,14,28
7,8,14,28
8,9,14,28
9,16,14,28
10,17,14,28
11,18,14,28
12,7,15,28
13,8,15,28
14,9,15,28
0,16,12,29
1,17,12,29
2,18,12,29
3,7,13,29
4,8,13,29
5,9,13,29
6,7,14,29
7,8,14,29
8,9,14,29
9,16,14,29
10,18,14,29
11,7,15,29
12,8,15,29
13,9,15,29
0,16,12,30
1,18,12,30
2,7,13,30
3,8,13,30
4,9,13,30
5,7,14,30
6,8,14,30
7,9,14,30
8,16,14,30
9,18,14,30
10,7,15,30
11,8,15,30
12,9,15,30
0,16,12,31
1,18,12,31
2,7,13,31
3,8,13,31
4,9,13,31
5,7,14,31
6,8,14,31
7,9,14,31
8,16,14,31
9,7,15,31
10,8,15,31
11,9,15,31
0,18,12,32
1,7,13,32
2,8,13,32
3,9,13,32
4,7,14,32
5,8,14,32
6,9,14,32
7,16,14,32
8,7,15,32
9,8,15,32
10,9,15,32
0,18,12,33
1,7,13,33
2,8,13,33
3,9,13,33
4,7,14,33
5,8,14,33
6,9,14,33
7,7,15,33
8,8,15,33
9,9,15,33
0,7,13,34
1,8,13,34
2,9,13,34
3,7,14,34
4,8,14,34
5,9,14,34
6,7,15,34
7,8,15,34
8,9,15,34
0,7,13,35
1,8,13,35
2,9,13,35
3,7,14,35
4,8,14,35
5,9,14,35
6,7,15,35
7,8,15,35
8,9,15,35
0,7,13,36
1,8,13,36
2,9,13,36
3,7,14,36
4,8,14,36
5,9,14,36
6,7,15,36
7,8,15,36
8,9,15,36
0,7,13,37
1,8,13,37
2,9,13,37
3,7,14,37
4,8,14,37
5,9,14,37
6,7,15,37
7,8,15,37
8,9,15,37
0,7,13,38
1,8,13,38
2,9,13,38
3,7,14,38
4,8,14,38
5,9,14,38
6,7,15,38
7,8,15,38
8,9,15,38
0,7,13,39
1,8,13,39
2,9,13,39
3,7,14,39
4,8,14,39
5,9,14,39
6,7,15,39
7,8,15,39
8,9,15,39
0,7,13,40
1,8,13,40
2,9,13,40
3,7,14,40
4,8,14,40
5,9,14,40
6,7,15,40
7,8,15,40
8,9,15,40
0,7,13,41
1,8,13,41
2,9,13,41
3,7,14,41
4,8,14,41
5,9,14,41
6,7,15,41
7,8,15,41
8,9,15,41
0,7,13,42
1,8,13,42
2,9,13,42
3,7,14,42
4,8,14,42
5,9,14,42
6,7,15,42
7,8,15,42
8,9,15,42
0,7,13,43
1,8,13,43
2,9,13,43
3,7,14,43
4,8,14,43
5,9,14,43
6,7,15,43
7,8,15,43
8,9,15,43
0,7,13,44
1,8,13,44
2,9,13,44
3,7,14,44
4,8,14,44
5,9,14,44
6,7,15,44
7,8,15,44
8,9,15,44
0,7,13,45
1,8,13,45
2,9,13,45
3,7,14,45
4,8,14,45
5,9,14,45
6,7,15,45
7,8,15,45
8,9,15,45
0,7,13,46
1,8,13,46
2,9,13,46
3,7,14,46
4,8,14,46
5,9,14,46
6,7,15,46
7,8,15,46
8,9,15,46
0,7,13,47
1,8,13,47
2,9,13,47
3,7,14,47
4,8,14,47
5,9,14,47
6,7,15,47
7,8,15,47
8,9,15,47
0,7,13,48
1,8,13,48
2,7,14,48
3,8,14,48
4,9,14,48
5,7,15,48
6,8,15,48
7,9,15,48
0,7,13,49
1,8,13,49
2,7,14,49
3,9,14,49
4,7,15,49
5,8,15,49
6,9,15,49
