,x,y,time
0,23,22,1
1,24,22,1
2,25,22,1
3,26,22,1
4,23,23,1
5,24,23,1
6,25,23,1
7,26,23,1
8,23,24,1
9,24,24,1
10,25,24,1
11,26,24,1
12,23,25,1
13,24,25,1
14,25,25,1
15,26,25,1
0,23,22,2
1,24,22,2
2,25,22,2
3,26,22,2
4,23,23,2
5,24,23,2
6,25,23,2
7,26,23,2
8,23,24,2
9,24,24,2
10,25,24,2
11,26,24,2
12,23,25,2
13,24,25,2
14,25,25,2
15,26,25,2
0,23,22,3
1,24,22,3
2,25,22,3
3,26,22,3
4,23,23,3
5,24,23,3
6,25,23,3
7,26,23,3
8,23,24,3
9,24,24,3
10,25,24,3
11,26,24,3
12,23,25,3
13,24,25,3
14,25,25,3
15,26,25,3
0,23,22,4
1,24,22,4
2,25,22,4
3,26,22,4
4,23,23,4
5,24,23,4
6,25,23,4
7,26,23,4
8,23,24,4
9,24,24,4
10,25,24,4
11,26,24,4
12,23,25,4
13,24,25,4
14,25,25,4
15,26,25,4
0,23,22,5
1,24,22,5
2,25,22,5
3,26,22,5
4,23,23,5
5,24,23,5
6,25,23,5
7,26,23,5
8,23,24,5
9,24,24,5
10,25,24,5
11,26,24,5
12,23,25,5
13,24,25,5
14,25,25,5
15,26,25,5
0,23,22,6
1,24,22,6
2,25,22,6
3,26,22,6
4,23,23,6
5,24,23,6
6,25,23,6
7,26,23,6
8,23,24,6
9,24,24,6
10,25,24,6
11,26,24,6
12,23,25,6
13,24,25,6
14,25,25,6
15,26,25,6
0,23,22,7
1,24,22,7
2,25,22,7
3,26,22,7
4,23,23,7
5,24,23,7
6,25,23,7
7,26,23,7
8,23,24,7
9,24,24,7
10,25,24,7
11,26,24,7
12,23,25,7
13,24,25,7
14,25,25,7
15,26,25,7
0,24,22,8
1,25,22,8
2,26,22,8
3,23,23,8
4,24,23,8
5,25,23,8
6,26,23,8
7,23,24,8
8,24,24,8
9,25,24,8
10,26,24,8
11,23,25,8
12,24,25,8
13,25,25,8
14,26,25,8
0,24,22,9
1,25,22,9
2,26,22,9
3,23,23,9
4,25,23,9
5,26,23,9
6,23,24,9
7,24,24,9
8,25,24,9
9,26,24,9
10,23,25,9
11,24,25,9
12,25,25,9
13,26,25,9
0,24,22,10
1,25,22,10
2,26,22,10
3,25,23,10
4,26,23,10
5,23,24,10
6,24,24,10
7,25,24,10
8,26,24,10
9,23,25,10
10,24,25,10
11,25,25,10
12,26,25,10
0,24,22,11
1,25,22,11
2,26,22,11
3,25,23,11
4,26,23,11
5,23,24,11
