,x,y,time,bird,type
33,25.0,24.0,34,3,communicators
34,27.0,22.0,35,3,communicators
35,27.0,23.0,36,3,communicators
36,29.0,24.0,37,3,communicators
37,26.0,24.0,38,3,communicators
38,24.0,26.0,39,3,communicators
39,23.0,24.0,40,3,communicators
40,25.0,26.0,41,3,communicators
41,25.0,24.0,42,3,communicators
42,26.0,22.0,43,3,communicators
43,25.0,21.0,44,3,communicators
44,24.0,19.0,45,3,communicators
45,21.0,19.0,46,3,communicators
46,18.0,19.0,47,3,communicators
47,15.0,19.0,48,3,communicators
48,12.0,19.0,49,3,communicators
49,0.0,0.0,50,3,communicators
0,25.0,11.0,1,4,communicators
1,28.0,11.0,2,4,communicators
2,27.0,10.0,3,4,communicators
3,29.0,11.0,4,4,communicators
4,27.0,13.0,5,4,communicators
5,27.0,16.0,6,4,communicators
6,27.0,19.0,7,4,communicators
7,25.0,21.0,8,4,communicators
8,24.0,23.0,9,4,communicators
9,23.0,23.0,10,4,communicators
10,25.0,25.0,11,4,communicators
11,26.0,24.0,12,4,communicators
12,26.0,23.0,13,4,communicators
13,24.0,25.0,14,4,communicators
14,26.0,25.0,15,4,communicators
15,26.0,22.0,16,4,communicators
16,25.0,22.0,17,4,communicators
17,24.0,24.0,18,4,communicators
18,23.0,25.0,19,4,communicators
19,25.0,23.0,20,4,communicators
20,25.0,24.0,21,4,communicators
21,24.0,22.0,22,4,communicators
22,23.0,24.0,23,4,communicators
23,21.0,25.0,24,4,communicators
24,24.0,25.0,25,4,communicators
25,23.0,24.0,26,4,communicators
26,23.0,23.0,27,4,communicators
27,23.0,25.0,28,4,communicators
28,23.0,25.0,29,4,communicators
29,22.0,26.0,30,4,communicators
30,22.0,23.0,31,4,communicators
31,24.0,25.0,32,4,communicators
32,22.0,27.0,33,4,communicators
33,25.0,27.0,34,4,communicators
34,23.0,29.0,35,4,communicators
35,23.0,26.0,36,4,communicators
36,25.0,27.0,37,4,communicators
37,28.0,27.0,38,4,communicators
38,26.0,27.0,39,4,communicators
39,27.0,27.0,40,4,communicators
40,24.0,27.0,41,4,communicators
41,25.0,29.0,42,4,communicators
42,22.0,29.0,43,4,communicators
43,22.0,26.0,44,4,communicators
44,20.0,28.0,45,4,communicators
45,18.0,26.0,46,4,communicators
46,16.0,24.0,47,4,communicators
47,14.0,22.0,48,4,communicators
48,12.0,20.0,49,4,communicators
49,0.0,0.0,50,4,communicators
0,9.0,14.0,1,5,communicators
1,10.0,16.0,2,5,communicators
2,12.0,18.0,3,5,communicators
3,11.0,18.0,4,5,communicators
4,13.0,20.0,5,5,communicators
5,16.0,20.0,6,5,communicators
6,19.0,20.0,7,5,communicators
7,21.0,22.0,8,5,communicators
8,23.0,23.0,9,5,communicators
9,23.0,23.0,10,5,communicators
10,25.0,25.0,11,5,communicators
11,26.0,24.0,12,5,communicators
12,26.0,23.0,13,5,communicators
13,24.0,25.0,14,5,communicators
14,26.0,25.0,15,5,communicators
15,26.0,22.0,16,5,communicators
16,25.0,22.0,17,5,communicators
17,24.0,24.0,18,5,communicators
18,23.0,25.0,19,5,communicators
19,25.0,23.0,20,5,communicators
20,25.0,24.0,21,5,communicators
21,24.0,22.0,22,5,communicators
22,23.0,24.0,23,5,communicators
23,24.0,22.0,24,5,communicators
24,24.0,25.0,25,5,communicators
25,26.0,23.0,26,5,communicators
26,27.0,23.0,27,5,communicators
27,25.0,23.0,28,5,communicators
28,24.0,22.0,29,5,communicators
29,26.0,21.0,30,5,communicators
30,27.0,20.0,31,5,communicators
31,27.0,23.0,32,5,communicators
32,27.0,24.0,33,5,communicators
33,28.0,23.0,34,5,communicators
34,26.0,24.0,35,5,communicators
35,25.0,22.0,36,5,communicators
36,23.0,23.0,37,5,communicators
37,23.0,20.0,38,5,communicators
38,23.0,23.0,39,5,communicators
39,21.0,24.0,40,5,communicators
40,21.0,23.0,41,5,communicators
41,19.0,24.0,42,5,communicators
42,18.0,25.0,43,5,communicators
43,18.0,24.0,44,5,communicators
44,18.0,24.0,45,5,communicators
45,15.0,24.0,46,5,communicators
46,13.0,22.0,47,5,communicators
47,11.0,20.0,48,5,communicators
48,9.0,19.0,49,5,communicators
49,0.0,0.0,50,5,communicators
0,18.0,20.0,1,6,communicators
1,18.0,22.0,2,6,communicators
2,21.0,22.0,3,6,communicators
3,23.0,24.0,4,6,communicators
4,25.0,24.0,5,6,communicators
5,25.0,23.0,6,6,communicators
6,24.0,24.0,7,6,communicators
7,23.0,22.0,8,6,communicators
8,24.0,23.0,9,6,communicators
9,23.0,23.0,10,6,communicators
10,25.0,25.0,11,6,communicators
11,26.0,24.0,12,6,communicators
12,26.0,23.0,13,6,communicators
13,24.0,25.0,14,6,communicators
14,26.0,25.0,15,6,communicators
15,26.0,22.0,16,6,communicators
16,25.0,22.0,17,6,communicators
17,24.0,24.0,18,6,communicators
18,23.0,25.0,19,6,communicators
19,25.0,23.0,20,6,communicators
20,25.0,24.0,21,6,communicators
21,24.0,22.0,22,6,communicators
22,23.0,24.0,23,6,communicators
23,20.0,24.0,24,6,communicators
24,20.0,21.0,25,6,communicators
25,18.0,19.0,26,6,communicators
26,19.0,20.0,27,6,communicators
27,19.0,22.0,28,6,communicators
28,19.0,24.0,29,6,communicators
29,18.0,23.0,30,6,communicators
30,18.0,24.0,31,6,communicators
31,16.0,25.0,32,6,communicators
32,19.0,25.0,33,6,communicators
33,18.0,27.0,34,6,communicators
34,16.0,26.0,35,6,communicators
35,18.0,24.0,36,6,communicators
36,19.0,26.0,37,6,communicators
37,18.0,28.0,38,6,communicators
38,17.0,26.0,39,6,communicators
39,17.0,24.0,40,6,communicators
40,16.0,24.0,41,6,communicators
41,15.0,26.0,42,6,communicators
42,13.0,24.0,43,6,communicators
43,11.0,22.0,44,6,communicators
44,9.0,20.0,45,6,communicators
45,7.0,18.0,46,6,communicators
46,7.0,19.0,47,6,communicators
47,8.0,18.0,48,6,communicators
48,9.0,19.0,49,6,communicators
49,0.0,0.0,50,6,communicators
0,22.0,13.0,1,7,communicators
1,21.0,13.0,2,7,communicators
2,18.0,13.0,3,7,communicators
3,18.0,16.0,4,7,communicators
4,20.0,18.0,5,7,communicators
5,22.0,20.0,6,7,communicators
6,24.0,22.0,7,7,communicators
7,23.0,22.0,8,7,communicators
8,24.0,23.0,9,7,communicators
9,23.0,23.0,10,7,communicators
10,25.0,25.0,11,7,communicators
11,26.0,24.0,12,7,communicators
12,26.0,23.0,13,7,communicators
13,24.0,25.0,14,7,communicators
14,26.0,25.0,15,7,communicators
15,26.0,22.0,16,7,communicators
16,25.0,22.0,17,7,communicators
17,24.0,24.0,18,7,communicators
18,23.0,25.0,19,7,communicators
19,25.0,23.0,20,7,communicators
20,25.0,24.0,21,7,communicators
21,24.0,22.0,22,7,communicators
22,23.0,24.0,23,7,communicators
23,22.0,25.0,24,7,communicators
24,22.0,27.0,25,7,communicators
25,20.0,28.0,26,7,communicators
26,21.0,27.0,27,7,communicators
27,21.0,29.0,28,7,communicators
28,19.0,27.0,29,7,communicators
29,19.0,29.0,30,7,communicators
30,18.0,29.0,31,7,communicators
31,18.0,27.0,32,7,communicators
32,19.0,28.0,33,7,communicators
33,18.0,28.0,34,7,communicators
34,16.0,29.0,35,7,communicators
35,17.0,29.0,36,7,communicators
36,18.0,27.0,37,7,communicators
37,20.0,28.0,38,7,communicators
38,20.0,27.0,39,7,communicators
39,21.0,29.0,40,7,communicators
40,24.0,29.0,41,7,communicators
41,25.0,27.0,42,7,communicators
42,24.0,25.0,43,7,communicators
43,26.0,25.0,44,7,communicators
44,23.0,25.0,45,7,communicators
45,20.0,25.0,46,7,communicators
46,17.0,25.0,47,7,communicators
47,15.0,23.0,48,7,communicators
48,13.0,21.0,49,7,communicators
49,0.0,0.0,50,7,communicators
0,16.0,16.0,1,8,communicators
1,15.0,15.0,2,8,communicators
2,17.0,13.0,3,8,communicators
3,19.0,15.0,4,8,communicators
4,21.0,17.0,5,8,communicators
5,23.0,19.0,6,8,communicators
6,23.0,22.0,7,8,communicators
7,23.0,22.0,8,8,communicators
8,24.0,23.0,9,8,communicators
9,23.0,23.0,10,8,communicators
10,25.0,25.0,11,8,communicators
11,26.0,24.0,12,8,communicators
12,26.0,23.0,13,8,communicators
13,24.0,25.0,14,8,communicators
14,26.0,25.0,15,8,communicators
15,26.0,22.0,16,8,communicators
16,25.0,22.0,17,8,communicators
17,24.0,24.0,18,8,communicators
18,23.0,25.0,19,8,communicators
19,25.0,23.0,20,8,communicators
20,25.0,24.0,21,8,communicators
21,24.0,22.0,22,8,communicators
22,23.0,24.0,23,8,communicators
23,24.0,24.0,24,8,communicators
24,24.0,23.0,25,8,communicators
25,25.0,23.0,26,8,communicators
26,27.0,21.0,27,8,communicators
27,28.0,19.0,28,8,communicators
28,25.0,19.0,29,8,communicators
29,24.0,19.0,30,8,communicators
30,22.0,18.0,31,8,communicators
31,21.0,19.0,32,8,communicators
32,20.0,17.0,33,8,communicators
33,21.0,19.0,34,8,communicators
34,21.0,21.0,35,8,communicators
35,19.0,20.0,36,8,communicators
36,20.0,20.0,37,8,communicators
37,18.0,18.0,38,8,communicators
38,19.0,16.0,39,8,communicators
39,21.0,17.0,40,8,communicators
40,20.0,15.0,41,8,communicators
41,21.0,16.0,42,8,communicators
42,21.0,13.0,43,8,communicators
43,20.0,14.0,44,8,communicators
44,18.0,16.0,45,8,communicators
45,15.0,16.0,46,8,communicators
46,12.0,16.0,47,8,communicators
47,10.0,18.0,48,8,communicators
48,9.0,19.0,49,8,communicators
49,0.0,0.0,50,8,communicators
0,15.0,21.0,1,9,communicators
1,16.0,21.0,2,9,communicators
2,13.0,21.0,3,9,communicators
3,16.0,21.0,4,9,communicators
4,19.0,21.0,5,9,communicators
5,21.0,23.0,6,9,communicators
6,23.0,22.0,7,9,communicators
7,23.0,22.0,8,9,communicators
8,24.0,23.0,9,9,communicators
9,23.0,23.0,10,9,communicators
10,25.0,25.0,11,9,communicators
11,26.0,24.0,12,9,communicators
12,26.0,23.0,13,9,communicators
13,24.0,25.0,14,9,communicators
14,26.0,25.0,15,9,communicators
15,26.0,22.0,16,9,communicators
16,25.0,22.0,17,9,communicators
17,24.0,24.0,18,9,communicators
18,23.0,25.0,19,9,communicators
19,25.0,23.0,20,9,communicators
20,25.0,24.0,21,9,communicators
21,24.0,22.0,22,9,communicators
22,23.0,24.0,23,9,communicators
23,20.0,24.0,24,9,communicators
24,18.0,25.0,25,9,communicators
25,19.0,26.0,26,9,communicators
26,17.0,24.0,27,9,communicators
27,17.0,25.0,28,9,communicators
28,19.0,23.0,29,9,communicators
29,18.0,25.0,30,9,communicators
30,19.0,25.0,31,9,communicators
31,20.0,24.0,32,9,communicators
32,21.0,26.0,33,9,communicators
33,18.0,26.0,34,9,communicators
34,20.0,28.0,35,9,communicators
35,20.0,26.0,36,9,communicators
36,22.0,25.0,37,9,communicators
37,20.0,26.0,38,9,communicators
38,21.0,28.0,39,9,communicators
39,19.0,28.0,40,9,communicators
40,17.0,26.0,41,9,communicators
41,20.0,26.0,42,9,communicators
42,20.0,23.0,43,9,communicators
43,22.0,21.0,44,9,communicators
44,19.0,21.0,45,9,communicators
45,16.0,21.0,46,9,communicators
46,13.0,21.0,47,9,communicators
47,11.0,19.0,48,9,communicators
48,9.0,19.0,49,9,communicators
49,0.0,0.0,50,9,communicators
