,x,y,time,bird,type
0,25.0,4.0,1,1,communicators
1,28.0,4.0,2,1,communicators
2,28.0,3.0,3,1,communicators
3,26.0,1.0,4,1,communicators
4,25.0,1.0,5,1,communicators
5,26.0,3.0,6,1,communicators
6,26.0,4.0,7,1,communicators
7,26.0,7.0,8,1,communicators
8,28.0,6.0,9,1,communicators
9,28.0,9.0,10,1,communicators
10,25.0,9.0,11,1,communicators
11,27.0,7.0,12,1,communicators
12,27.0,10.0,13,1,communicators
13,28.0,12.0,14,1,communicators
14,28.0,15.0,15,1,communicators
15,28.0,17.0,16,1,communicators
16,26.0,15.0,17,1,communicators
17,27.0,16.0,18,1,communicators
18,25.0,17.0,19,1,communicators
19,27.0,19.0,20,1,communicators
20,25.0,21.0,21,1,communicators
21,24.0,22.0,22,1,communicators
22,23.0,24.0,23,1,communicators
23,23.0,24.0,24,1,communicators
24,21.0,25.0,25,1,communicators
25,21.0,27.0,26,1,communicators
26,19.0,25.0,27,1,communicators
27,17.0,24.0,28,1,communicators
28,17.0,22.0,29,1,communicators
29,18.0,21.0,30,1,communicators
30,19.0,21.0,31,1,communicators
31,20.0,21.0,32,1,communicators
32,21.0,23.0,33,1,communicators
33,19.0,23.0,34,1,communicators
34,17.0,25.0,35,1,communicators
35,16.0,26.0,36,1,communicators
36,17.0,28.0,37,1,communicators
37,17.0,29.0,38,1,communicators
38,19.0,28.0,39,1,communicators
39,19.0,29.0,40,1,communicators
40,17.0,28.0,41,1,communicators
41,18.0,29.0,42,1,communicators
42,19.0,29.0,43,1,communicators
43,17.0,28.0,44,1,communicators
44,20.0,28.0,45,1,communicators
45,18.0,26.0,46,1,communicators
46,15.0,26.0,47,1,communicators
47,13.0,24.0,48,1,communicators
48,11.0,22.0,49,1,communicators
49,0.0,0.0,50,1,communicators
0,16.0,20.0,1,2,communicators
1,14.0,19.0,2,2,communicators
2,14.0,17.0,3,2,communicators
3,15.0,17.0,4,2,communicators
4,17.0,19.0,5,2,communicators
5,19.0,21.0,6,2,communicators
6,21.0,23.0,7,2,communicators
7,23.0,22.0,8,2,communicators
8,24.0,23.0,9,2,communicators
9,23.0,23.0,10,2,communicators
10,25.0,25.0,11,2,communicators
11,26.0,24.0,12,2,communicators
12,26.0,23.0,13,2,communicators
13,24.0,25.0,14,2,communicators
14,26.0,25.0,15,2,communicators
15,26.0,22.0,16,2,communicators
16,25.0,22.0,17,2,communicators
17,24.0,24.0,18,2,communicators
18,23.0,25.0,19,2,communicators
19,25.0,23.0,20,2,communicators
20,25.0,24.0,21,2,communicators
21,24.0,22.0,22,2,communicators
22,23.0,24.0,23,2,communicators
23,22.0,23.0,24,2,communicators
24,19.0,23.0,25,2,communicators
25,20.0,24.0,26,2,communicators
26,18.0,22.0,27,2,communicators
27,17.0,22.0,28,2,communicators
28,18.0,24.0,29,2,communicators
29,16.0,22.0,30,2,communicators
30,18.0,24.0,31,2,communicators
31,19.0,26.0,32,2,communicators
32,20.0,26.0,33,2,communicators
33,17.0,26.0,34,2,communicators
34,18.0,24.0,35,2,communicators
35,15.0,24.0,36,2,communicators
36,16.0,25.0,37,2,communicators
37,19.0,25.0,38,2,communicators
38,18.0,23.0,39,2,communicators
39,18.0,24.0,40,2,communicators
40,20.0,24.0,41,2,communicators
41,21.0,25.0,42,2,communicators
42,20.0,27.0,43,2,communicators
43,20.0,26.0,44,2,communicators
44,22.0,28.0,45,2,communicators
45,20.0,26.0,46,2,communicators
46,18.0,24.0,47,2,communicators
47,15.0,24.0,48,2,communicators
48,13.0,22.0,49,2,communicators
49,0.0,0.0,50,2,communicators
0,23.0,1.0,1,3,communicators
1,25.0,2.0,2,3,communicators
2,25.0,2.0,3,3,communicators
3,24.0,3.0,4,3,communicators
4,26.0,4.0,5,3,communicators
5,25.0,6.0,6,3,communicators
6,25.0,9.0,7,3,communicators
7,25.0,12.0,8,3,communicators
8,25.0,15.0,9,3,communicators
9,25.0,18.0,10,3,communicators
10,25.0,21.0,11,3,communicators
11,26.0,23.0,12,3,communicators
12,26.0,23.0,13,3,communicators
13,24.0,25.0,14,3,communicators
14,26.0,25.0,15,3,communicators
15,26.0,22.0,16,3,communicators
16,25.0,22.0,17,3,communicators
17,24.0,24.0,18,3,communicators
18,23.0,25.0,19,3,communicators
19,25.0,23.0,20,3,communicators
20,25.0,24.0,21,3,communicators
21,24.0,22.0,22,3,communicators
22,23.0,24.0,23,3,communicators
23,23.0,26.0,24,3,communicators
24,23.0,26.0,25,3,communicators
25,24.0,28.0,26,3,communicators
26,24.0,25.0,27,3,communicators
27,26.0,26.0,28,3,communicators
28,27.0,27.0,29,3,communicators
29,25.0,28.0,30,3,communicators
30,25.0,26.0,31,3,communicators
31,26.0,26.0,32,3,communicators
32,26.0,26.0,33,3,communicators
