x,y,trace,time,trace_standardized,distance,distance_x,distance_y,visibility,forager,proximity,proximity_standardized,how_far_squared,how_far_squared_scaled,communicate,communicate_standardized
19,29,0.3713181678808824,1,0.030198429168609833,7.615773105863909,7.0,3.0,0.36581977961286466,2,0.004649134019302109,-0.6589847075244704,164.0,0.5816326530612245,0.0,
30,31,0.07770532974987242,1,-0.9273024006789781,5.0,3.0,4.0,0.7071067811865476,1,1.1926422842831668,1.691188743436024,85.0,0.7831632653061225,0.0,
30,31,0.07770532974987242,1,-0.9273024006789781,6.4031242374328485,4.0,5.0,0.5354123731070205,2,1.778461684571033,2.8502778273772873,101.0,0.7423469387755102,0.0,
30,31,0.07770532974987242,1,-0.9273024006789781,3.605551275463989,2.0,3.0,0.8438603677150514,3,1.0322145884620286,1.466163894538248,65.0,0.8341836734693877,0.0,
37,30,0.540279967006778,1,0.5811997542653001,5.0,4.0,3.0,0.7071067811865476,1,0.00822820193986533,-0.6251855353809909,25.0,0.9362244897959183,0.0,
37,30,0.540279967006778,1,0.5811997542653001,9.848857801796104,9.0,4.0,0.0237391307272866,3,0.8101293520318078,1.0252775784080732,145.0,0.6301020408163265,0.0,
20,32,0.23155108942791036,1,-0.42559599200169346,8.48528137423857,6.0,6.0,0.23569285361802453,2,0.03545877609095259,-0.5980317491060927,202.0,0.48469387755102045,0.0,
20,32,0.23155108942791036,1,-0.42559599200169346,8.246211251235321,8.0,2.0,0.2720131928125575,3,0.027944405148060136,-0.527525504350673,130.0,0.6683673469387755,0.0,
32,18,0.5478079763433644,1,0.605749345600491,9.055385138137417,1.0,9.0,0.14783588614657994,1,0.0061269398543847215,-0.6292950014202927,74.0,0.8112244897959184,0.0,
32,18,0.5478079763433644,1,0.605749345600491,10.0,6.0,8.0,6.123233995736766e-17,2,0.0157428360030803,-0.6370372290646246,18.0,0.9540816326530612,0.0,
18,25,0.1733663696313943,1,-0.6153421824075601,8.06225774829855,8.0,1.0,0.29970158084802306,2,0.00022960317506821664,-0.667728187216667,137.0,0.6505102040816326,0.0,
25,41,0.29774299208292915,1,-0.20973757748273555,7.615773105863909,3.0,7.0,0.36581977961286466,3,5.3259494276220186e-05,-0.5828953463879243,20.0,0.9489795918367347,0.0,
33,17,0.5541834926826505,1,0.6265405420087675,10.0,0.0,10.0,6.123233995736766e-17,1,0.001508670556167611,-0.6383270117404298,80.0,0.7959183673469388,0.0,
29,39,0.6818270534890374,1,1.042798959640637,5.0990195135927845,1.0,5.0,0.6960233901611642,3,0.0006490367841720791,-0.5817126020560708,0.0,1.0,0.0,
20,18,0.20622739010608337,1,-0.5081791081549487,10.0,6.0,8.0,6.123233995736766e-17,2,2.060607557677708e-05,-0.6681416613974198,90.0,0.7704081632653061,0.0,
33,34,0.1798826495350877,1,-0.594091941937756,7.0,0.0,7.0,0.4539904997395468,1,0.8122747414525014,0.9472989114554515,97.0,0.7525510204081632,0.0,
33,34,0.1798826495350877,1,-0.594091941937756,5.0,5.0,0.0,0.7071067811865476,3,0.12613448088489146,-0.33259737014416374,41.0,0.8954081632653061,0.0,
24,18,0.18475520690170613,1,-0.5782020450527453,8.246211251235321,2.0,8.0,0.2720131928125575,2,0.00040908769161568696,-0.6673730999278106,34.0,0.9132653061224489,0.0,
32,23,0.3912673905672015,1,0.09525483950323502,4.123105625617661,1.0,4.0,0.7975002171825903,1,0.16562341012470885,-0.317365645966044,29.0,0.9260204081632653,0.0,
32,23,0.3912673905672015,1,0.09525483950323502,6.708203932499369,6.0,3.0,0.4943388773602531,2,0.9981223727290703,1.3064757437206709,13.0,0.9668367346938775,0.0,
31,30,0.0921611149092454,1,-0.8801606395274374,3.605551275463989,2.0,3.0,0.8438603677150514,1,1.0322145884620286,1.3774381778612277,61.0,0.8443877551020408,0.0,
31,30,0.0921611149092454,1,-0.8801606395274374,6.4031242374328485,5.0,4.0,0.5354123731070205,2,1.778461684571033,2.8502778273772873,85.0,0.7831632653061225,0.0,
31,30,0.0921611149092454,1,-0.8801606395274374,5.0,3.0,4.0,0.7071067811865476,3,1.1926422842831668,1.784646910126082,85.0,0.7831632653061225,0.0,
28,18,0.24399079773915155,1,-0.38502885908306855,8.246211251235321,2.0,8.0,0.2720131928125575,2,0.004567095235424747,-0.6591470108245457,10.0,0.9744897959183674,0.0,
25,23,0.2720778016338478,1,-0.293434330355056,8.94427190999916,8.0,4.0,0.16507433576456088,1,0.8661492207537781,1.0526619428466686,148.0,0.6224489795918368,0.0,
25,23,0.2720778016338478,1,-0.293434330355056,3.1622776601683795,1.0,3.0,0.8791458682591077,2,0.01908855532098399,-0.630418148908176,20.0,0.9489795918367347,0.0,
21,22,0.11802298542093125,1,-0.7958224933006673,6.4031242374328485,5.0,4.0,0.5354123731070205,2,0.00042935358357514377,-0.6673330064380179,65.0,0.8341836734693877,0.0,
27,24,0.3889274724831502,1,0.08762413261209145,6.708203932499369,6.0,3.0,0.4943388773602531,1,0.4519935925406048,0.24269230560435048,101.0,0.7423469387755102,0.0,
27,24,0.3889274724831502,1,0.08762413261209145,2.23606797749979,1.0,2.0,0.9389465440653572,2,0.17033108625792334,-0.33120403672048426,13.0,0.9668367346938775,0.0,
20,34,0.3003815548047861,1,-0.20113296055976684,10.0,6.0,8.0,6.123233995736766e-17,2,0.045255973630229235,-0.5786492397981495,250.0,0.3622448979591837,0.0,
20,34,0.3003815548047861,1,-0.20113296055976684,8.0,8.0,0.0,0.30901699437494745,3,0.006169821811099594,-0.5707526723831522,106.0,0.7295918367346939,0.0,
19,31,0.23976396029299085,1,-0.39881299872795656,8.602325267042627,7.0,5.0,0.21778677121349177,2,0.010284011085039936,-0.6478368199027369,200.0,0.4897959183673469,0.0,
19,31,0.23976396029299085,1,-0.39881299872795656,9.486832980505138,9.0,3.0,0.0805208212417014,3,0.024814754978450124,-0.5337385239832908,164.0,0.5816326530612245,0.0,
30,25,0.26054260592725487,1,-0.3310517572081312,3.605551275463989,3.0,2.0,0.8438603677150514,1,1.0103616284713113,1.3347000551108068,49.0,0.875,0.0,
30,25,0.26054260592725487,1,-0.3310517572081312,4.123105625617661,4.0,1.0,0.7975002171825903,2,0.9827963035951868,1.2761550651336788,17.0,0.9566326530612245,0.0,
30,25,0.26054260592725487,1,-0.3310517572081312,9.219544457292887,2.0,9.0,0.12228681968851,3,1.9664547052682955,3.3208287525021682,197.0,0.49744897959183676,0.0,
24,23,0.20471161408275504,1,-0.513122205362273,9.848857801796104,9.0,4.0,0.0237391307272866,1,0.9705570478529459,1.2568537105781057,173.0,0.5586734693877551,0.0,
24,23,0.20471161408275504,1,-0.513122205362273,3.605551275463989,2.0,3.0,0.8438603677150514,2,0.00822820193986533,-0.6519039768353145,29.0,0.9260204081632653,0.0,
34,39,0.3162968453298536,1,-0.1492316064431667,7.810249675906654,6.0,5.0,0.337222649411765,3,0.0008258512255110759,-0.5813615878737071,25.0,0.9362244897959183,0.0,
32,32,0.11539038871089365,1,-0.8044076544624225,5.0990195135927845,1.0,5.0,0.6960233901611642,1,0.9841446398209217,1.2834271438181177,74.0,0.8112244897959184,0.0,
32,32,0.11539038871089365,1,-0.8044076544624225,8.48528137423857,6.0,6.0,0.23569285361802453,2,1.7272263886107075,2.7489153105080444,130.0,0.6683673469387755,0.0,
32,32,0.11539038871089365,1,-0.8044076544624225,4.47213595499958,4.0,2.0,0.7632412252245554,3,0.7987298242959188,1.0026470971123076,58.0,0.8520408163265306,0.0,
38,28,0.6407706411235258,1,0.9089098927974449,5.0990195135927845,5.0,1.0,0.6960233901611642,1,0.0018626295884984307,-0.6376347693815549,10.0,0.9744897959183674,0.0,
27,23,0.554822651177181,1,0.6286249017827225,7.211102550927978,6.0,4.0,0.42420064040036326,1,0.8667940241857626,1.0539229934429153,104.0,0.7346938775510203,0.0,
27,23,0.554822651177181,1,0.6286249017827225,3.1622776601683795,1.0,3.0,0.8791458682591077,2,0.10164294763777086,-0.4670947831112821,8.0,0.9795918367346939,0.0,
34,41,0.31664173989992966,1,-0.14810687075667595,9.219544457292887,6.0,7.0,0.12228681968851,3,0.00011370144934485824,-0.5827753562826014,29.0,0.9260204081632653,0.0,
26,37,0.22659230099562264,1,-0.44176709701596245,3.605551275463989,2.0,3.0,0.8438603677150514,3,0.0029239940634054745,-0.5771963291587056,13.0,0.9668367346938775,0.0,
18,23,0.11781847269554578,1,-0.796489429751803,8.54400374531753,8.0,3.0,0.22671873024077027,2,7.153241456235221e-05,-0.6680409101126314,125.0,0.6811224489795918,0.0,
35,38,0.3336586351290897,1,-0.0926130735267334,8.06225774829855,7.0,4.0,0.29970158084802306,3,0.0019204123715918413,-0.5791886517558829,37.0,0.9056122448979592,0.0,
20,24,0.17211907805349763,1,-0.6194097249867612,6.324555320336759,6.0,2.0,0.5457949153541205,2,0.0005861299939781693,-0.6670228442491143,90.0,0.7704081632653061,0.0,
29,38,0.5570520904339493,1,0.6358953261689272,4.123105625617661,1.0,4.0,0.7975002171825903,3,0.001684632911953862,-0.5796567240107066,1.0,0.9974489795918368,0.0,
27,19,0.29070405192425164,1,-0.23269226531615356,10.0,6.0,8.0,6.123233995736766e-17,1,0.11448710448205728,-0.4173735949343767,136.0,0.653061224489796,0.0,
27,19,0.29070405192425164,1,-0.23269226531615356,7.0710678118654755,1.0,7.0,0.4440158403262133,2,0.006157543001872203,-0.6560005121943628,8.0,0.9795918367346939,0.0,
32,39,0.4656626501408784,1,0.33786522136514097,6.4031242374328485,4.0,5.0,0.5354123731070205,3,0.0008757474259488632,-0.5812625333289139,9.0,0.9770408163265306,0.0,
28,28,0.11011269905437093,1,-0.8216187282627572,5.0990195135927845,5.0,1.0,0.6960233901611642,1,1.0750921870763839,1.4612944643140466,90.0,0.7704081632653061,0.0,
28,28,0.11011269905437093,1,-0.8216187282627572,2.8284271247461903,2.0,2.0,0.9029167963079644,2,1.1049193791917369,1.517760038390096,50.0,0.8724489795918368,0.0,
28,28,0.11011269905437093,1,-0.8216187282627572,6.0,0.0,6.0,0.5877852522924731,3,1.5119843809703517,2.4186087297265324,122.0,0.6887755102040816,0.0,
21,29,0.6437128972811246,1,0.9185048843872472,5.830951894845301,5.0,3.0,0.6090581604429741,2,0.02545239959939123,-0.6178280923674118,128.0,0.6734693877551021,0.0,
21,29,0.6437128972811246,1,0.9185048843872472,8.602325267042627,7.0,5.0,0.21778677121349177,3,0.3962328823687295,0.20360526600123377,164.0,0.5816326530612245,0.0,
40,31,1.369697223515174,1,3.2860123791217837,8.06225774829855,7.0,4.0,0.29970158084802306,1,0.000619403298269667,-0.6400661634728321,45.0,0.8852040816326531,0.0,
19,38,1.2236646879866513,1,2.8097856758094526,9.848857801796104,9.0,4.0,0.0237391307272866,3,0.000127267997505475,-0.5827484238059664,101.0,0.7423469387755102,0.0,
38,21,0.8277027375811639,1,1.5185141547319096,7.810249675906654,5.0,6.0,0.337222649411765,1,0.00031473344621095223,-0.640662010330245,17.0,0.9566326530612245,0.0,
27,27,0.14959944775481088,1,-0.6928484916160059,6.0,6.0,0.0,0.5877852522924731,1,0.0247326720448713,-0.5929075250072008,104.0,0.7346938775510203,0.0,
27,27,0.14959944775481088,1,-0.6928484916160059,1.4142135623730951,1.0,1.0,0.9754272900395919,2,0.44846082647595525,0.2190402813082224,40.0,0.8979591836734694,0.0,
27,27,0.14959944775481088,1,-0.6928484916160059,7.0710678118654755,1.0,7.0,0.4440158403262133,3,0.24429903086668497,-0.0980156663980808,148.0,0.6224489795918368,0.0,
35,32,0.2863838862970646,1,-0.24678075749327308,5.385164807134504,2.0,5.0,0.6630580569827468,1,0.09556148059204646,-0.454386687773203,53.0,0.8647959183673469,0.0,
35,32,0.2863838862970646,1,-0.24678075749327308,7.280109889280518,7.0,2.0,0.41435987125763785,3,0.6204120824461519,0.6486485442661485,85.0,0.7831632653061225,0.0,
35,24,0.6101006892723072,1,0.808892112458344,3.605551275463989,2.0,3.0,0.8438603677150514,1,0.014025041578264376,-0.613848579465836,5.0,0.9872448979591837,0.0,
35,24,0.6101006892723072,1,0.808892112458344,9.219544457292887,9.0,2.0,0.12228681968851,2,0.9701181183752488,1.2510728881082456,45.0,0.8852040816326531,0.0,
30,28,0.11043782971546537,1,-0.8205584446600764,3.1622776601683795,3.0,1.0,0.8791458682591077,1,1.197761899411967,1.7012012424248346,58.0,0.8520408163265306,0.0,
30,28,0.11043782971546537,1,-0.8205584446600764,4.47213595499958,4.0,2.0,0.7632412252245554,2,1.1060845628128764,1.5200652059945727,50.0,0.8724489795918368,0.0,
30,28,0.11043782971546537,1,-0.8205584446600764,6.324555320336759,2.0,6.0,0.5457949153541205,3,1.82096386753662,3.0319985695090463,122.0,0.6887755102040816,0.0,
34,23,0.5204309590249802,1,0.5164701541047559,4.123105625617661,1.0,4.0,0.7975002171825903,1,0.0267245372150435,-0.5890120079613971,13.0,0.9668367346938775,0.0,
34,23,0.5204309590249802,1,0.5164701541047559,8.54400374531753,8.0,3.0,0.22671873024077027,2,0.9974973603599284,1.305239236238413,29.0,0.9260204081632653,0.0,
19,37,0.9234027198444331,1,1.8306013680048978,9.486832980505138,9.0,3.0,0.0805208212417014,3,0.0002976515425525385,-0.5824101763172433,104.0,0.7346938775510203,0.0,
25,29,0.17081869907496297,1,-0.6236503908888009,8.246211251235321,8.0,2.0,0.2720131928125575,1,1.2601745138329035,1.82326241754389,160.0,0.5918367346938775,0.0,
25,29,0.17081869907496297,1,-0.6236503908888009,3.1622776601683795,1.0,3.0,0.8791458682591077,2,0.4308696570600978,0.18423838989248234,80.0,0.7959183673469388,0.0,
25,29,0.17081869907496297,1,-0.6236503908888009,5.830951894845301,3.0,5.0,0.6090581604429741,3,0.8999816741647235,1.2036535026148583,116.0,0.7040816326530612,0.0,
21,34,0.28405046115322946,1,-0.2543902902570021,9.433981132056603,5.0,8.0,0.08879294326618747,2,0.12300150641952597,-0.42483959097781987,233.0,0.4056122448979592,0.0,
21,34,0.28405046115322946,1,-0.2543902902570021,7.0,7.0,0.0,0.4539904997395468,3,0.010899470061501992,-0.5613633170742205,89.0,0.7729591836734694,0.0,
26,39,0.28325766368097577,1,-0.25697568210299926,5.385164807134504,2.0,5.0,0.6630580569827468,3,0.00042935358357514377,-0.5821487198214103,9.0,0.9770408163265306,0.0,
19,25,0.20769973987700718,1,-0.5033776282998464,7.0710678118654755,7.0,1.0,0.4440158403262133,2,0.000497023161640029,-0.6671991307841435,116.0,0.7040816326530612,0.0,
29,27,0.1404808837873798,1,-0.7225850406763634,4.0,4.0,0.0,0.8090169943749475,1,0.9790904992958355,1.273542694377366,68.0,0.826530612244898,0.0,
29,27,0.1404808837873798,1,-0.7225850406763634,3.1622776601683795,3.0,1.0,0.8791458682591077,2,1.1144472338270708,1.536609687018057,36.0,0.9081632653061225,0.0,
29,27,0.1404808837873798,1,-0.7225850406763634,7.0710678118654755,1.0,7.0,0.4440158403262133,3,1.8646432654687648,3.118711442253913,144.0,0.6326530612244898,0.0,
42,28,0.5198677642349878,1,0.5146335195685545,9.055385138137417,9.0,1.0,0.14783588614657994,1,4.608935196610535e-05,-0.64118740113684,34.0,0.9132653061224489,0.0,
24,41,0.3357760070285674,1,-0.085708112000694,8.06225774829855,4.0,7.0,0.29970158084802306,3,4.406580940563723e-05,-0.5829135978030989,29.0,0.9260204081632653,0.0,
22,25,0.2576463391144604,1,-0.3404967729450567,4.123105625617661,4.0,1.0,0.7975002171825903,2,0.004582639459951179,-0.65911625855326,65.0,0.8341836734693877,0.0,
17,26,0.1758131109797777,1,-0.6073631141678594,9.0,9.0,0.0,0.15643446504023092,2,0.00018161004331327733,-0.6678231355239996,169.0,0.5688775510204082,0.0,
35,20,1.1559724637217417,1,2.5890345624710114,7.280109889280518,2.0,7.0,0.41435987125763785,1,0.0027249134437010813,-0.635948389446525,29.0,0.9260204081632653,0.0,
20,22,0.11035450281545313,1,-0.8208301820146767,7.211102550927978,6.0,4.0,0.42420064040036326,2,0.0001938267210333944,-0.6677989663808673,82.0,0.7908163265306123,0.0,
22,30,0.3711131756222215,1,0.029529928911504084,5.656854249492381,4.0,4.0,0.6305174821100763,2,0.1009981442057864,-0.46837044469431427,130.0,0.6683673469387755,0.0,
22,30,0.3711131756222215,1,0.029529928911504084,7.211102550927978,6.0,4.0,0.42420064040036326,3,0.47225608317487067,0.3545274501256852,130.0,0.6683673469387755,0.0,
16,26,0.16764087112811213,1,-0.6340136056432759,10.0,10.0,0.0,6.123233995736766e-17,2,7.887637178688388e-05,-0.6680263810272792,194.0,0.5051020408163265,0.0,
36,24,0.808586702635835,1,1.4561748529491285,4.242640687119285,3.0,3.0,0.7860320774682241,1,0.0053882568536979085,-0.6307396535301402,2.0,0.9948979591836735,0.0,
37,36,0.6664961336434005,1,0.992803296753532,9.848857801796104,4.0,9.0,0.0237391307272866,1,0.013398741442277377,-0.6150734429214865,121.0,0.6913265306122449,0.0,
37,36,0.6664961336434005,1,0.992803296753532,9.219544457292887,9.0,2.0,0.12228681968851,3,0.007162972326181135,-0.5687810578850644,73.0,0.8137755102040816,0.0,
39,31,1.0951198193961598,1,2.3905880033523452,7.211102550927978,6.0,4.0,0.42420064040036326,1,0.0016263226800071722,-0.6380969179264734,40.0,0.8979591836734694,0.0,
32,35,0.1924509170863178,1,-0.5531055644801065,8.06225774829855,1.0,8.0,0.29970158084802306,1,0.9997134627126004,1.3138752965675284,125.0,0.6811224489795918,0.0,
32,35,0.1924509170863178,1,-0.5531055644801065,4.123105625617661,4.0,1.0,0.7975002171825903,3,0.04517879903096163,-0.4933115757172122,25.0,0.9362244897959183,0.0,
21,36,0.5963627307901985,1,0.7640912558923876,7.280109889280518,7.0,2.0,0.41435987125763785,3,0.0019204123715918413,-0.5791886517558829,73.0,0.8137755102040816,0.0,
19,26,0.2828020599809809,1,-0.2584614513343571,7.0,7.0,0.0,0.4539904997395468,2,0.0009023284694291656,-0.6663972857800708,125.0,0.6811224489795918,0.0,
30,39,1.0729529626729029,1,2.3182996666340423,5.385164807134504,2.0,5.0,0.6630580569827468,3,0.0007391872102817693,-0.5815336343322186,1.0,0.9974489795918368,0.0,
28,37,0.3082198586975116,1,-0.17557146764393788,3.0,0.0,3.0,0.8910065241883679,3,0.003758383639121509,-0.5755398888109905,5.0,0.9872448979591837,0.0,
20,36,0.6644287298164926,1,0.9860612861095315,8.246211251235321,8.0,2.0,0.2720131928125575,3,0.0011793074389541331,-0.5806599022940483,90.0,0.7704081632653061,0.0,
21,23,0.13991644685821428,1,-0.7244257259526369,5.830951894845301,5.0,3.0,0.6090581604429741,2,0.0007257109097338751,-0.6667467011594195,68.0,0.826530612244898,0.0,
29,33,0.09433308539561482,1,-0.8730776265490497,7.211102550927978,4.0,6.0,0.42420064040036326,1,-0.02333371366962969,-0.6869115909876455,128.0,0.6734693877551021,0.0,
29,33,0.09433308539561482,1,-0.8730776265490497,7.615773105863909,3.0,7.0,0.36581977961286466,2,0.009777627138573441,-0.6488386361380871,144.0,0.6326530612244898,0.0,
29,33,0.09433308539561482,1,-0.8730776265490497,1.4142135623730951,1.0,1.0,0.9754272900395919,3,0.16587303703334275,-0.2537079045036702,36.0,0.9081632653061225,0.0,
37,35,0.7119948627370503,1,1.1411792027305774,8.94427190999916,4.0,8.0,0.16507433576456088,1,0.015824151496184477,-0.6103300364150901,100.0,0.7448979591836735,0.0,
37,35,0.7119948627370503,1,1.1411792027305774,9.055385138137417,9.0,1.0,0.14783588614657994,3,0.017673183036573704,-0.5479160595792771,80.0,0.7959183673469388,0.0,
36,19,1.5190567714972651,1,3.7730888027851823,8.54400374531753,3.0,8.0,0.22671873024077027,1,0.0006790067742474637,-0.6399495961669031,37.0,0.9056122448979592,0.0,
23,33,0.17953395148827306,1,-0.5952290811422832,7.615773105863909,3.0,7.0,0.36581977961286466,2,0.7720667821267602,0.859253507831636,180.0,0.5408163265306123,0.0,
23,33,0.17953395148827306,1,-0.5952290811422832,5.0990195135927845,5.0,1.0,0.6960233901611642,3,0.06754184369647764,-0.44891618708843317,72.0,0.8163265306122449,0.0,
31,34,0.1401981870200887,1,-0.7235069431074678,7.280109889280518,2.0,7.0,0.41435987125763785,1,0.8197916918242609,0.9619999106717382,117.0,0.7015306122448979,0.0,
31,34,0.1401981870200887,1,-0.7235069431074678,9.433981132056603,5.0,8.0,0.08879294326618747,2,0.9018750273266035,1.1160626117358008,173.0,0.5586734693877551,0.0,
31,34,0.1401981870200887,1,-0.7235069431074678,3.0,3.0,0.0,0.8910065241883679,3,0.10363273040096947,-0.3772681192529359,29.0,0.9260204081632653,0.0,
23,19,0.15592754703358913,1,-0.6722119269843038,7.615773105863909,3.0,7.0,0.36581977961286466,2,0.00038801060800446746,-0.6674147982571176,40.0,0.8979591836734694,0.0,
38,32,0.8144277841423614,1,1.47522320391807,7.0710678118654755,5.0,5.0,0.4440158403262133,1,0.005219402224332361,-0.6310698847610521,50.0,0.8724489795918368,0.0,
41,31,1.345152670901617,1,3.205970138307939,8.94427190999916,8.0,4.0,0.16507433576456088,1,0.0002347430960663022,-0.6408184485154969,52.0,0.8673469387755102,0.0,
35,30,0.28015624752770146,1,-0.26708971035655205,3.605551275463989,2.0,3.0,0.8438603677150514,1,0.04959119567357617,-0.5442913817163555,29.0,0.9260204081632653,0.0,
35,30,0.28015624752770146,1,-0.26708971035655205,9.848857801796104,9.0,4.0,0.0237391307272866,2,1.0119200415866567,1.3337726767454419,117.0,0.7015306122448979,0.0,
35,30,0.28015624752770146,1,-0.26708971035655205,8.06225774829855,7.0,4.0,0.29970158084802306,3,0.9765605344790905,1.355678788762399,117.0,0.7015306122448979,0.0,
34,32,0.2029663649227268,1,-0.5188136374183612,5.0990195135927845,1.0,5.0,0.6960233901611642,1,0.24755896969099733,-0.1571231889324923,58.0,0.8520408163265306,0.0,
34,32,0.2029663649227268,1,-0.5188136374183612,10.0,8.0,6.0,6.123233995736766e-17,2,1.012347083886964,1.3346175256246653,146.0,0.6275510204081632,0.0,
34,32,0.2029663649227268,1,-0.5188136374183612,6.324555320336759,6.0,2.0,0.5457949153541205,3,0.7770234588897381,0.9595553561468364,74.0,0.8112244897959184,0.0,
28,41,0.37719453495219035,1,0.04936184989327108,7.0,0.0,7.0,0.4539904997395468,3,8.322436664784779e-05,-0.5828358597583508,5.0,0.9872448979591837,0.0,
25,20,0.23223856310697566,1,-0.4233540715788893,6.082762530298219,1.0,6.0,0.5772184090494316,2,0.0033392888883343043,-0.6615760695278563,17.0,0.9566326530612245,0.0,
39,34,1.2867993736098917,1,3.0156741998304826,9.219544457292887,6.0,7.0,0.12228681968851,1,0.002282211494584779,-0.6368141875009404,85.0,0.7831632653061225,0.0,
42,24,0.42062067327756425,1,0.19097883009176095,9.486832980505138,9.0,3.0,0.0805208212417014,1,1.793501526048494e-05,-0.641242462945336,26.0,0.9336734693877551,0.0,
