x,y,time,bird
84.85339595732022,22.81216996145159,0,1
308.4858238227028,22.659691105230966,0,2
75.27317031680005,91.04714276564043,0,12
68.93913497458219,99.25952078948305,0,17
155.18145291924688,109.06144653542587,0,20
131.01277819704052,118.79762890218802,0,22
81.10601995134311,148.73445601270967,0,24
18.76286321740407,158.92894060937888,0,26
84.78304357324889,22.82014467720642,1,1
308.7509269837555,22.680903384917013,1,2
74.36095901208266,90.88710225997238,1,12
68.664715549409,100.25435564967368,1,17
154.27861440041664,108.92517753005531,1,20
130.32635095266434,118.68707711015267,1,22
80.84154727419143,148.7380384884118,1,24
18.62133411753999,159.30775675828997,1,26
84.75169515704766,22.83152244086612,2,1
308.74700105712077,22.69700439874229,2,2
73.69839608876529,90.91431869769491,2,12
68.01696421326311,100.76185197252885,2,17
153.51827521433273,109.05806155110739,2,20
129.41823993833063,118.7488751110978,2,22
80.78334257848927,148.727210290537,2,24
18.133068825267546,159.75314788855056,2,26
84.74661819787238,22.845360194449814,3,1
308.53641331922404,22.715043653583706,3,2
73.1740393946935,91.0939244136838,3,12
67.12031215881879,100.97133735216897,3,17
152.85339097852832,109.37088019012512,3,20
128.39328017163047,118.95434450180858,3,22
80.82353657974308,148.7544135027699,3,24
17.42281600600509,160.2116782804997,3,26
84.75255809042905,22.86111580576017,4,1
308.18189438873793,22.746254309160967,4,2
72.64760600635046,91.39374281396273,4,12
66.1099947890915,101.118387005382,4,17
152.22652328355946,109.75933156052471,4,20
127.3977073090662,119.28112381407126,4,22
80.82682863753294,148.8964668226218,4,24
16.610198052357223,160.61461918514408,4,26
84.76043204786775,22.877485973961274,5,1
307.73142856064965,22.791172885717813,5,2
72.05560594111917,91.77721643614969,5,12
65.1207434452989,101.33959459912795,5,17
151.61364422736997,110.1590805551746,5,20
126.43454497476318,119.69476367140722,5,22
80.71534596893169,149.175204174089,5,24
15.871029585044923,160.90367867962493,5,26
272.8412472429957,30.88507788888874,5,27
84.74880511351292,22.89059211543797,6,1
307.3036133831635,22.846350033488147,6,2
71.33352962156533,92.20367754997343,6,12
64.22195316928847,101.68892020447855,6,17
150.97020898684085,110.52260767949075,6,20
125.6075413408437,120.14080926458293,6,22
80.46529788062675,149.5712308111053,6,24
15.279914903925793,161.12678397294025,6,26
272.8907182353114,31.72584361763975,6,27
84.773861415016,22.90069910276304,7,1
306.9282683225245,22.9046597882807,7,2
70.52922365420177,92.61329878769898,7,12
63.44195885580602,102.12856757313989,7,17
150.30702865622584,110.78564432364728,7,20
124.87301840041978,120.57837334614966,7,22
80.10752549070192,150.02178388574723,7,24
14.85170549551153,161.36510375838137,7,26
272.77879894232746,32.285680769039175,7,27
84.82010515378533,22.906114267236365,8,1
306.6985481370723,22.965697959486242,8,2
69.7378812926352,92.89631407168974,8,12
62.66649915026373,102.54579406845214,8,17
149.6567521591672,110.91960049206325,8,20
124.2049406952425,120.84755825844023,8,22
79.71786661488169,150.4387033305641,8,24
14.677348731400116,161.70005973858358,8,26
272.543130009492,32.61428672456581,8,27
84.83640951747566,22.903661898548265,9,1
306.52265947475956,22.968049730180166,9,2
68.89635418774138,93.05316311520305,9,12
61.88989931184018,102.79408620072734,9,17
148.97037604714717,110.96154350606307,9,20
123.53637008808526,120.96223847769218,9,22
79.34796283496226,150.7175203007633,9,24
14.646869355097314,162.0578084586697,9,26
272.2163177167295,32.752946991908324,9,27
84.75623905808614,22.899760644771533,10,1
306.2581517855126,22.937103486164276,10,2
68.11100937641413,93.10865280255157,10,12
61.064043518833834,102.9252298276857,10,17
148.28402127415518,111.0003947515728,10,20
122.89625537206243,121.00506301153257,10,22
79.09123573311076,150.87028495239664,10,24
14.62630606769064,162.42274425713384,10,26
271.8486318069902,32.77481642367704,10,27
84.5310351486378,22.89872810428249,11,1
305.78418086391423,22.933517654613933,11,2
67.34274040509973,93.12961358656406,11,12
60.2120333537689,102.9240111125126,11,17
147.62390689381942,111.13615855804976,11,20
122.25325756902608,121.09079563767592,11,22
78.94664407705322,150.94170899116907,11,24
14.530307577113899,162.6992019939558,11,26
271.4854162269682,32.73573536856279,11,27
84.15077828033947,22.903459982635084,12,1
305.1190139056477,23.025783877352065,12,2
66.56126679511092,93.12446343227887,12,12
59.428597822407475,102.87369386055263,12,17
146.94400337076098,111.41836118334408,12,20
121.69734030687974,121.31026810091844,12,22
78.87337809546749,150.93748089427217,12,24
14.259248839484306,162.95068860452096,12,26
271.1766368260823,32.67534098531666,12,27
83.72967086096827,22.9223349981518,13,1
304.31625527260167,23.25772440141066,13,2
65.80386425199956,93.12605548293227,13,12
58.679258415365226,102.88435079416902,13,17
146.2785734366543,111.8076858473324,13,20
121.14367139474591,121.70219522042494,13,22
78.87395402117616,150.9211383442905,13,24
13.805547543786954,163.24707725460397,13,26
270.9542709790323,32.61458394242666,13,27
83.33669970969852,22.95178773078294,14,1
303.64382456455263,23.628469893377424,14,2
65.02325477356315,93.14481102120271,14,12
57.8577005232616,103.03218840766347,14,17
145.597787954959,112.22744248483957,14,20
120.59498404001738,122.12435375049253,14,22
78.88445488641335,150.97371256648796,14,24
13.337612026476448,163.63809725309815,14,26
270.8141460885961,32.59118062080878,14,27
83.09201840739021,22.98191697571452,15,1
303.1476945658853,24.033327711314094,15,2
64.18032484540144,93.25743807932429,15,12
56.939763220333056,103.32414368279703,15,17
144.8636901767393,112.624660533621,15,20
119.90618889564276,122.53349438826325,15,22
78.83377179153864,151.1007349395278,15,24
12.898611834260059,164.06902166809678,15,26
270.72212998024696,32.57034319070605,15,27
82.98977665221942,23.01357480624952,16,1
302.89062193628894,24.40437070602385,16,2
63.37971106540828,93.50032368858322,16,12
55.89576456183571,103.63819671045785,16,17
144.22433988798807,112.90919431247197,16,20
119.15067153015312,122.82346375449059,16,22
78.71953886461063,151.37211891037467,16,24
12.64180638013094,164.50470222971683,16,26
270.62500523900786,32.5723659429823,16,27
82.98827160434402,23.034885774516848,17,1
302.81096304266515,24.631839304750777,17,2
62.56217431245544,93.88370123402983,17,12
54.87416255324182,104.02989976859722,17,17
143.70022638053933,113.02748021566345,17,20
118.36286872009752,122.99725243185637,17,22
78.49042220657269,151.78894429549882,17,24
12.531954639303478,164.7505014231217,17,26
270.4673750162891,32.596147499668966,17,27
83.02071238124367,23.046330349933356,18,1
302.8035315877501,24.719335815926645,18,2
61.86042807898892,94.30496669557739,18,12
53.95587670210827,104.52249490725711,18,17
143.25308540830198,113.02744948891,18,20
117.62995564954778,123.03326349016596,18,22
78.14088266467428,152.250545683361,18,24
12.487281941453382,164.842625533249,18,26
270.2232522528692,32.62934421056207,18,27
83.02428771746169,23.05206891557057,19,1
302.83755288077845,24.70588237579223,19,2
61.26346645933202,94.69695572154185,19,12
53.18070589599101,105.01355739319047,19,17
142.89517867434895,113.02367987443023,19,20
117.01422129206189,122.99670385778658,19,22
77.76427527344897,152.68989886659543,19,24
12.361297623542518,164.87099654481358,19,26
269.8923548696967,32.65872222997896,19,27
82.95733199535351,23.069281197262626,20,1
302.88851771436225,24.654915756747705,20,2
60.70294793545149,94.95847757780226,20,12
52.51207165549987,105.46478414132491,20,17
142.56550666087173,113.1258847015071,20,20
116.5545629824934,122.97980360079474,20,22
77.42301853787788,152.95388257638643,20,24
12.183801865680897,164.9511612778321,20,26
269.5087326600262,32.67745081473562,20,27
82.92989627584124,23.05604701493354,21,1
302.86490257576116,24.638745614411356,21,2
60.08601090009121,95.09679591663091,21,12
51.737306336524924,105.84805545716436,21,17
142.17617831822872,113.39451223863699,21,20
