x,y,time,bird
164.6939057058084,136.57009253773506,0,0
165.57262882596225,136.73788592804422,1,0
165.89136346777562,136.8469210055688,2,0
165.81050484386705,136.90809054568993,3,0
165.49339978630846,136.93075341129182,4,0
165.1056492798336,136.92989216887514,5,0
164.8317079373029,136.90190645090877,6,0
164.6978468021099,136.92358500351472,7,0
164.6640330801989,136.97337793945093,8,0
164.716940199412,136.98839558868926,9,0
164.76191142405983,136.87941120551096,10,0
164.79424313411718,136.59557338597412,11,0
164.87149152281924,136.13358164236618,12,0
164.96330325713063,135.62877547925225,13,0
165.0535899240731,135.16407467305973,14,0
165.1169467470713,134.87259838109733,15,0
165.14905902120978,134.75281245495637,16,0
165.15584487930744,134.75977770998594,17,0
165.1511181367594,134.82157113148568,18,0
165.14840870300662,134.8699934752397,19,0
165.15283261002057,134.87824474013073,20,0
165.15813611969682,134.90117611764148,21,0
165.15476979365945,134.9160782391938,22,0
165.18863548226886,134.93322539069027,23,0
204.80902263058886,7.141798291546283,23,1
165.24139024321238,134.96615698096218,24,0
204.718158104766,7.198485319705234,24,1
165.2355499141756,134.99726157423325,25,0
204.67115564680378,7.231273138371057,25,1
165.14776545901836,135.00524584648883,26,0
204.65573260391673,7.246169147621305,26,1
164.90417558791515,134.96858951692047,27,0
204.6581494839794,7.249439670763727,27,1
164.43936779090612,134.88590171749465,28,0
204.66698392501416,7.247579304248939,28,1
163.80249654108928,134.78477378000633,29,0
204.67469855849998,7.245115389296957,29,1
163.0500945415821,134.71015440107874,30,0
204.67842544253912,7.244175215605085,30,1
162.31118136193408,134.69038937485487,31,0
204.679409906906,7.244658400668637,31,1
161.71195767791295,134.73282787328486,32,0
204.68110561923402,7.245762570063898,32,1
161.26389410411693,134.80083704161837,33,0
204.6829054612377,7.246485988910372,33,1
161.05457317703784,134.84125350043084,34,0
204.68472102238556,7.247215725825375,34,1
160.97662930713668,134.86299892308347,35,0
204.68653658353338,7.247945462740375,35,1
161.00315988100652,134.9752700135672,36,0
204.6883521446812,7.248675199655376,36,1
161.0494695760567,135.09506319950725,37,0
204.69016770582905,7.249404936570378,37,1
160.90393591074547,135.03469541947177,38,0
204.6919832669769,7.2501346734853795,38,1
160.30801573096517,134.5330195823075,39,0
204.69379882812473,7.250864410400381,39,1
159.18300248529198,133.49508139807457,40,0
204.69561438927258,7.251594147315383,40,1
157.45959049587353,132.08951429729962,41,0
204.6974299504204,7.252323884230384,41,1
155.42843308976626,130.690760140467,42,0
204.69924551156825,7.253053621145385,42,1
153.44428495219537,129.74967355439142,43,0
204.7010610727161,7.253783358060387,43,1
151.90606025439425,129.4921267951204,44,0
204.70287663386392,7.254513094975389,44,1
150.91388343963575,129.66343496617898,45,0
204.70469219501175,7.255242831890389,45,1
150.38742630045758,129.90689434648354,46,0
204.7065077561596,7.255972568805391,46,1
150.0725006468391,129.82558935948222,47,0
204.70832331730742,7.256702305720392,47,1
149.7511440726117,129.16086192259795,48,0
204.71013887845524,7.257432042635394,48,1
149.42870022080336,128.27166539500635,49,0
204.7119544396031,7.258161779550396,49,1
149.25841330761074,127.58272643526044,50,0
204.71377000075094,7.258891516465398,50,1
149.2254052598279,127.26499902293624,51,0
204.71558556189876,7.2596212533803985,51,1
149.18591733497496,127.3407707015141,52,0
204.7174011230466,7.2603509902954,52,1
148.78279583365497,127.61582513472511,53,0
204.71921668419444,7.261080727210402,53,1
147.53608170504558,127.73993078009144,54,0
204.7210322453423,7.2618104641254035,54,1
145.03671013375936,127.44689763397537,55,0
204.72284780649014,7.262540201040404,55,1
204.72466336763796,7.263269937955406,56,1
204.72647892878578,7.263999674870408,57,1
204.7282944899336,7.26472941178541,58,1
204.73011005108145,7.265459148700412,59,1
204.73192561222928,7.266188885615413,60,1
204.73374117337713,7.266918622530414,61,1
204.73555673452498,7.267648359445416,62,1
204.7373722956728,7.268378096360418,63,1
204.73918785682062,7.269107833275418,64,1
204.74100341796847,7.26983757019042,65,1
204.74281897911632,7.270567307105422,66,1
204.74463454026414,7.271297044020423,67,1
204.746450101412,7.272026780935424,68,1
204.74826566255982,7.272756517850427,69,1
204.75008122370767,7.2734862547654275,70,1
204.75189678485552,7.274215991680429,71,1
204.75371234600334,7.274945728595432,72,1
